laredoute_outgoing.site	laredoute_outgoing.country	laredoute_outgoing.city	laredoute_outgoing.source	laredoute_outgoing.specialref	laredoute_outgoing.refpage	laredoute_outgoing.refpath	laredoute_outgoing.reftype	laredoute_outgoing.site2	laredoute_outgoing.landingpage	laredoute_outgoing.sendingpage	laredoute_outgoing.keywords	laredoute_outgoing.timeonsite	laredoute_outgoing.user	laredoute_outgoing.pages	laredoute_outgoing.timestamps	laredoute_outgoing.issitereferral	laredoute_outgoing.userip	laredoute_outgoing.year	laredoute_outgoing.month	laredoute_outgoing.day
r.twenga.fr	250	Beauvais	241	6	laredoute.fr/ppdp/prod-500806521.aspx?dim1=1004&cod=MDC00087867FR&kard=1&dim2=1000&awc=7509_1485248905_32b50d4607f537a3ca0ab49928c1128d	["r.twenga.fr/g1.php?cpz=PVHLbtswEPwVgWc54ZuUbqnsAu4DDSzHpwABLVGxYJlUJCpBUPTfu6STADwsZ2Z3dsi_aNuikghCicBScio000wpmqP9-2hRifYoR3UfbNQxqYTQJEebZmxQiW9AdvD3JpxAqIl4vJWaPt7-SQf67sYRCNN1veuDaQG5n_zzZC7JNEeVd2EyTUizGVUyRz_tO7QIRrhpj0o0RdFA2--xDT2IkIwzPmqmdLxWJ-OcHQBobWeWIcSFl2OSPE-ccsYIQA9uSJ7raCYoLjgvGOcYK8mFjtbrNlI4FrV9SVXtl6lJ0TmHrN-Wfmj3MwymmKgVJivKM1yUWJfJozIpCrzE11rxjoiObN18bRpGZ8b-9HLDCFEphHfd-RpdWi1Yx4mm8gjMdt7bOVRmiH04AsFernsBMPthQjGUe_Vne_0ylqPzG3Cr7JfJdrb1S7DZ1gU79XaZ5uy7AQCSZD_6S48-Q1b-MnpnXYDOu3W92R02u6cDBf44Gdc-xfeE3_33Hw%2A%2A"]	ORGANIC	laredoute.fr	r.twenga.fr/g1.php?cpz=PVHLbtswEPwVgWc54ZuUbqnsAu4DDSzHpwABLVGxYJlUJCpBUPTfu6STADwsZ2Z3dsi_aNuikghCicBScio000wpmqP9-2hRifYoR3UfbNQxqYTQJEebZmxQiW9AdvD3JpxAqIl4vJWaPt7-SQf67sYRCNN1veuDaQG5n_zzZC7JNEeVd2EyTUizGVUyRz_tO7QIRrhpj0o0RdFA2--xDT2IkIwzPmqmdLxWJ-OcHQBobWeWIcSFl2OSPE-ccsYIQA9uSJ7raCYoLjgvGOcYK8mFjtbrNlI4FrV9SVXtl6lJ0TmHrN-Wfmj3MwymmKgVJivKM1yUWJfJozIpCrzE11rxjoiObN18bRpGZ8b-9HLDCFEphHfd-RpdWi1Yx4mm8gjMdt7bOVRmiH04AsFernsBMPthQjGUe_Vne_0ylqPzG3Cr7JfJdrb1S7DZ1gU79XaZ5uy7AQCSZD_6S48-Q1b-MnpnXYDOu3W92R02u6cDBf44Gdc-xfeE3_33Hw%2A%2A	laredoute.fr/ppdp/prod-500806521.aspx?dim1=1004&cod=MDC00087867FR&kard=1&dim2=1000&awc=7509_1485248905_32b50d4607f537a3ca0ab49928c1128d	NULL	0	cTR2czhjJeQGbTrxUouMuWbyQDMfg8Vj	["r.twenga.fr/g1.php?cpz=PVHLbtswEPwVgWc54ZuUbqnsAu4DDSzHpwABLVGxYJlUJCpBUPTfu6STADwsZ2Z3dsi_aNuikghCicBScio000wpmqP9-2hRifYoR3UfbNQxqYTQJEebZmxQiW9AdvD3JpxAqIl4vJWaPt7-SQf67sYRCNN1veuDaQG5n_zzZC7JNEeVd2EyTUizGVUyRz_tO7QIRrhpj0o0RdFA2--xDT2IkIwzPmqmdLxWJ-OcHQBobWeWIcSFl2OSPE-ccsYIQA9uSJ7raCYoLjgvGOcYK8mFjtbrNlI4FrV9SVXtl6lJ0TmHrN-Wfmj3MwymmKgVJivKM1yUWJfJozIpCrzE11rxjoiObN18bRpGZ8b-9HLDCFEphHfd-RpdWi1Yx4mm8gjMdt7bOVRmiH04AsFernsBMPthQjGUe_Vne_0ylqPzG3Cr7JfJdrb1S7DZ1gU79XaZ5uy7AQCSZD_6S48-Q1b-MnpnXYDOu3W92R02u6cDBf44Gdc-xfeE3_33Hw%2A%2A"]	[1485248928000]	true	02c6726445201708c08a1443c7324b67	17	1	24
r.twenga.fr	250	Aulnoye-Aymeries	739	6	laredoute.fr/ppdp/prod-500370817.aspx?docid=00000000000001	["r.twenga.fr/g1.php?cpz=PVFdT-MwEPwrkZ8D-COxnb5BWySE0CHS6xMScm2HRk3t1HUOIXT__XbTA8kP692d2ZndL_LgyEJzyWulhGBCqEYIrXRJNp-jJwuyISVp--yxT0hV15qVZG1HSxb0mkHfNj6bvIfOpuGvN5xq9Xrza36AvB1HqJiu60OfjYPMc4rvyRyRDoiWMeRkbJ7ZBVeyJI_-EyC1YJVxO1XbprEAexpd7qGJSOT4Hwul8bvcmxD8AAnnOzMNGSVPu7nlPVW8AmOQ-h2GeeYKh9VUNUrWulGNVFJRilZWDksUg9af5qiNU7Kz-ariJbmb-sFtzkDMKVNXlF9RWVC5EAyWg1LMbAVW8SML_4RpVNDaH6V5DGbs96drwZiakTF0h4t16XUtuorBWXZQeThv_DkvzYA4ionsjxddkDjHIRE0Ff7Eg78cTZTk8AG1J2P3ffCFKWycXPLFfctp4Qdvc4qhP02efDtcxuMYgw8ZYLerdv2yXb-8bTnUd8kE94bLxNv-_Qc%2A"]	ORGANIC	laredoute.fr	r.twenga.fr/g1.php?cpz=PVFdT-MwEPwrkZ8D-COxnb5BWySE0CHS6xMScm2HRk3t1HUOIXT__XbTA8kP692d2ZndL_LgyEJzyWulhGBCqEYIrXRJNp-jJwuyISVp--yxT0hV15qVZG1HSxb0mkHfNj6bvIfOpuGvN5xq9Xrza36AvB1HqJiu60OfjYPMc4rvyRyRDoiWMeRkbJ7ZBVeyJI_-EyC1YJVxO1XbprEAexpd7qGJSOT4Hwul8bvcmxD8AAnnOzMNGSVPu7nlPVW8AmOQ-h2GeeYKh9VUNUrWulGNVFJRilZWDksUg9af5qiNU7Kz-ariJbmb-sFtzkDMKVNXlF9RWVC5EAyWg1LMbAVW8SML_4RpVNDaH6V5DGbs96drwZiakTF0h4t16XUtuorBWXZQeThv_DkvzYA4ionsjxddkDjHIRE0Ff7Eg78cTZTk8AG1J2P3ffCFKWycXPLFfctp4Qdvc4qhP02efDtcxuMYgw8ZYLerdv2yXb-8bTnUd8kE94bLxNv-_Qc%2A	laredoute.fr/ppdp/prod-500370817.aspx?docid=00000000000001	NULL	0	c370bf61-4045-a410-22fc-d36ea1e0cdda	["r.twenga.fr/g1.php?cpz=PVFdT-MwEPwrkZ8D-COxnb5BWySE0CHS6xMScm2HRk3t1HUOIXT__XbTA8kP692d2ZndL_LgyEJzyWulhGBCqEYIrXRJNp-jJwuyISVp--yxT0hV15qVZG1HSxb0mkHfNj6bvIfOpuGvN5xq9Xrza36AvB1HqJiu60OfjYPMc4rvyRyRDoiWMeRkbJ7ZBVeyJI_-EyC1YJVxO1XbprEAexpd7qGJSOT4Hwul8bvcmxD8AAnnOzMNGSVPu7nlPVW8AmOQ-h2GeeYKh9VUNUrWulGNVFJRilZWDksUg9af5qiNU7Kz-ariJbmb-sFtzkDMKVNXlF9RWVC5EAyWg1LMbAVW8SML_4RpVNDaH6V5DGbs96drwZiakTF0h4t16XUtuorBWXZQeThv_DkvzYA4ionsjxddkDjHIRE0Ff7Eg78cTZTk8AG1J2P3ffCFKWycXPLFfctp4Qdvc4qhP02efDtcxuMYgw8ZYLerdv2yXb-8bTnUd8kE94bLxNv-_Qc%2A"]	[1486362703000]	true	5d2401232cdb8ef01e4eecd25a7bf2b8	17	2	6
r.twenga.fr	250	Vénissieux	1240	6	laredoute.fr/ppdp/prod-500795348.aspx?docid=00090000000001	["r.twenga.fr/g1.php?cpz=PVHLTsMwEPyVyOcUsnZiO71B6QEhBCKlJyTkxg6Nmtqu44AQ4t9Zp4BkKZuZfczsfpFbTZZlXYIUlJcl5VLWEmidk82nN2RJNiQnTR9NymNcVJWEnKxb35JlcQGYt3WPKu4xE6gQL5dUUqjx-zA_LL7yHknVdb3to9KIPAb3FtQxdcReK2djUG2cBzAqeE7uzCeWVAxKpXeiauu6xbJ7r2OPSYSnHr8xEzL9rvbKWjMgoE2npiEm1dNuTglMUdAdIs92mEfepFlcAmMl58CTYAa0YsjoRBUpaMxpjho3hXa2j-vJyfXUD3ozYl9agFgUsIAqg3JZAr6kRM1O0jL-ZSWAgEx00_4rjd4q3-9PFwxAzCac7Q5n69zIinV4Fcp3yNyOGzPGlRpSXZGAaI5nYQiMbggkubLv7mDOd0Mvhw_krgc3jSYzow99zII7Khv702Qy9W7azA9qjMFZ8mdz5Y7eWWMjll7dNOun7frpdUuR3wVl9Wta6PnC3z8%2A"]	ORGANIC	laredoute.fr	r.twenga.fr/g1.php?cpz=PVHLTsMwEPyVyOcUsnZiO71B6QEhBCKlJyTkxg6Nmtqu44AQ4t9Zp4BkKZuZfczsfpFbTZZlXYIUlJcl5VLWEmidk82nN2RJNiQnTR9NymNcVJWEnKxb35JlcQGYt3WPKu4xE6gQL5dUUqjx-zA_LL7yHknVdb3to9KIPAb3FtQxdcReK2djUG2cBzAqeE7uzCeWVAxKpXeiauu6xbJ7r2OPSYSnHr8xEzL9rvbKWjMgoE2npiEm1dNuTglMUdAdIs92mEfepFlcAmMl58CTYAa0YsjoRBUpaMxpjho3hXa2j-vJyfXUD3ozYl9agFgUsIAqg3JZAr6kRM1O0jL-ZSWAgEx00_4rjd4q3-9PFwxAzCac7Q5n69zIinV4Fcp3yNyOGzPGlRpSXZGAaI5nYQiMbggkubLv7mDOd0Mvhw_krgc3jSYzow99zII7Khv702Qy9W7azA9qjMFZ8mdz5Y7eWWMjll7dNOun7frpdUuR3wVl9Wta6PnC3z8%2A	laredoute.fr/ppdp/prod-500795348.aspx?docid=00090000000001	NULL	0	ef847ccf40a939d52e55c94928398cb2e2248cdc	["r.twenga.fr/g1.php?cpz=PVHLTsMwEPyVyOcUsnZiO71B6QEhBCKlJyTkxg6Nmtqu44AQ4t9Zp4BkKZuZfczsfpFbTZZlXYIUlJcl5VLWEmidk82nN2RJNiQnTR9NymNcVJWEnKxb35JlcQGYt3WPKu4xE6gQL5dUUqjx-zA_LL7yHknVdb3to9KIPAb3FtQxdcReK2djUG2cBzAqeE7uzCeWVAxKpXeiauu6xbJ7r2OPSYSnHr8xEzL9rvbKWjMgoE2npiEm1dNuTglMUdAdIs92mEfepFlcAmMl58CTYAa0YsjoRBUpaMxpjho3hXa2j-vJyfXUD3ozYl9agFgUsIAqg3JZAr6kRM1O0jL-ZSWAgEx00_4rjd4q3-9PFwxAzCac7Q5n69zIinV4Fcp3yNyOGzPGlRpSXZGAaI5nYQiMbggkubLv7mDOd0Mvhw_krgc3jSYzow99zII7Khv702Qy9W7azA9qjMFZ8mdz5Y7eWWMjll7dNOun7frpdUuR3wVl9Wta6PnC3z8%2A"]	[1484491334817]	true	aa1dfb8dd3e02f26d2925822a593b521	17	1	15
r.twenga.fr	250	Paris	739	6	laredoute.fr/ppdp/prod-500995788.aspx?dim1=1000&kard=1&cod=CDP00084141FR&awc=7509_1483748751_81111df75945fe2b9d505323a3141e31	["r.twenga.fr/g1.php?cpz=PVHBbtswDP0VQ2e3tSRLsnPr3ByKYViRZDkVKGRJXoQ4kivLG4ph_z7SLgboQPE9Pj6Sf8izJTvOhWoboVRDqZCS1YKW5PQxObIjJ1KSo88OeUJRZJVkbyZDdtU9o6Ik5_ii8wWoStDXB1or1r4-fF8f1D5OE0B6GHzwWVvIvKT4M-kbCkKbLoactMmbD6ZkSb66DygRnNba9kqYtjVQ9m2y2QOJSNT4jLlq8NtddAhuhIR1g17GjKaXfqV4anvmGsj8COPa8gl7yUZKqdq6bWvFGVMNY4BYhCoMju59jY5xSWadvq6B8WXxoz3NoMsqqu4qelepoqp2TMB20IleJ1G4wU9X-Ce0oejJ_Deap6Anf3m_55SqdYYYhus2uXSN4ENNGyZ7QJ7nk5tzp0esqzCR3W3zBYk5jongUOFXvLrtarwk19-AdRc_DDEE71LBi-xT9GkuC3-DU2QfQ2EWn8riEM11iAmPs8l28TbF4EIGjcen4_5w3h_ezgzwPulg33Cx66H__gM%2A"]	ORGANIC	laredoute.fr	r.twenga.fr/g1.php?cpz=PVHBbtswDP0VQ2e3tSRLsnPr3ByKYViRZDkVKGRJXoQ4kivLG4ph_z7SLgboQPE9Pj6Sf8izJTvOhWoboVRDqZCS1YKW5PQxObIjJ1KSo88OeUJRZJVkbyZDdtU9o6Ik5_ii8wWoStDXB1or1r4-fF8f1D5OE0B6GHzwWVvIvKT4M-kbCkKbLoactMmbD6ZkSb66DygRnNba9kqYtjVQ9m2y2QOJSNT4jLlq8NtddAhuhIR1g17GjKaXfqV4anvmGsj8COPa8gl7yUZKqdq6bWvFGVMNY4BYhCoMju59jY5xSWadvq6B8WXxoz3NoMsqqu4qelepoqp2TMB20IleJ1G4wU9X-Ce0oejJ_Deap6Anf3m_55SqdYYYhus2uXSN4ENNGyZ7QJ7nk5tzp0esqzCR3W3zBYk5jongUOFXvLrtarwk19-AdRc_DDEE71LBi-xT9GkuC3-DU2QfQ2EWn8riEM11iAmPs8l28TbF4EIGjcen4_5w3h_ezgzwPulg33Cx66H__gM%2A	laredoute.fr/ppdp/prod-500995788.aspx?dim1=1000&kard=1&cod=CDP00084141FR&awc=7509_1483748751_81111df75945fe2b9d505323a3141e31	NULL	0	7TStmcDVswxWtqt	["r.twenga.fr/g1.php?cpz=PVHBbtswDP0VQ2e3tSRLsnPr3ByKYViRZDkVKGRJXoQ4kivLG4ph_z7SLgboQPE9Pj6Sf8izJTvOhWoboVRDqZCS1YKW5PQxObIjJ1KSo88OeUJRZJVkbyZDdtU9o6Ik5_ii8wWoStDXB1or1r4-fF8f1D5OE0B6GHzwWVvIvKT4M-kbCkKbLoactMmbD6ZkSb66DygRnNba9kqYtjVQ9m2y2QOJSNT4jLlq8NtddAhuhIR1g17GjKaXfqV4anvmGsj8COPa8gl7yUZKqdq6bWvFGVMNY4BYhCoMju59jY5xSWadvq6B8WXxoz3NoMsqqu4qelepoqp2TMB20IleJ1G4wU9X-Ce0oejJ_Deap6Anf3m_55SqdYYYhus2uXSN4ENNGyZ7QJ7nk5tzp0esqzCR3W3zBYk5jongUOFXvLrtarwk19-AdRc_DDEE71LBi-xT9GkuC3-DU2QfQ2EWn8riEM11iAmPs8l28TbF4EIGjcen4_5w3h_ezgzwPulg33Cx66H__gM%2A"]	[1483748777000]	true	665d4869139d38015aa8ddeb89bca5ad	17	1	6
r.twenga.fr	250	Paris	739	6	laredoute.fr/ppdp/m/prod-500972541.aspx?docid=00000000000001	["r.twenga.fr/g1.php?cpz=PVHLbtswEPwVYc9KwpdIUbfUNtCgCBrErk8BAkqkYsESqchUi6Dov3dJtwF4WM7sLGeWv-HBQlPRmkiutaiIFEIJpesSDh-zgwYOUMJ-iC73KakJUSXsurmDhtwyTmkJx_Bk4gl7Ucnrlzuqlabq5e57Pqi_n2dkTd8PfojGIvK0hLfFTGkoDtgEHxfTxXTlnClZwjf3gZKKU2Fsq6pO6w5lj7ONAzaBTDP-1VzV6bo5Ge_diIB1vVnHmIyvbW4ZJtVxw2qEfvgxv7nNb1NZaUoV4RVhXEgtMPjWJoqkYu_ec7UP69LlFQjBSviyDqM9XHAwI1TdEHpDRMFIQ1QjWLJicpS8jk9jCQFa02Sr-_QaZ2_m4fR-i5tUOUbw_fkaXrq64r2gNZMtMg-Xg7vEjRmTjiQguunqDIFLGBdIsfzPcHbXz-MlnH8h9-jWdnSFdcVi_JubnI-F88XkohmLr0Nr4H_ETZjm4JFH1f12v3s-7p5fjylTi1L7mrZ5_d4_fwE%2A"]	ORGANIC	laredoute.fr	r.twenga.fr/g1.php?cpz=PVHLbtswEPwVYc9KwpdIUbfUNtCgCBrErk8BAkqkYsESqchUi6Dov3dJtwF4WM7sLGeWv-HBQlPRmkiutaiIFEIJpesSDh-zgwYOUMJ-iC73KakJUSXsurmDhtwyTmkJx_Bk4gl7Ucnrlzuqlabq5e57Pqi_n2dkTd8PfojGIvK0hLfFTGkoDtgEHxfTxXTlnClZwjf3gZKKU2Fsq6pO6w5lj7ONAzaBTDP-1VzV6bo5Ge_diIB1vVnHmIyvbW4ZJtVxw2qEfvgxv7nNb1NZaUoV4RVhXEgtMPjWJoqkYu_ec7UP69LlFQjBSviyDqM9XHAwI1TdEHpDRMFIQ1QjWLJicpS8jk9jCQFa02Sr-_QaZ2_m4fR-i5tUOUbw_fkaXrq64r2gNZMtMg-Xg7vEjRmTjiQguunqDIFLGBdIsfzPcHbXz-MlnH8h9-jWdnSFdcVi_JubnI-F88XkohmLr0Nr4H_ETZjm4JFH1f12v3s-7p5fjylTi1L7mrZ5_d4_fwE%2A	laredoute.fr/ppdp/m/prod-500972541.aspx?docid=00000000000001	NULL	2000	uM6HavvlIbcUULH	["r.twenga.fr/g1.php?cpz=PVHLbtswEPwVYc9KwpdIUbfUNtCgCBrErk8BAkqkYsESqchUi6Dov3dJtwF4WM7sLGeWv-HBQlPRmkiutaiIFEIJpesSDh-zgwYOUMJ-iC73KakJUSXsurmDhtwyTmkJx_Bk4gl7Ucnrlzuqlabq5e57Pqi_n2dkTd8PfojGIvK0hLfFTGkoDtgEHxfTxXTlnClZwjf3gZKKU2Fsq6pO6w5lj7ONAzaBTDP-1VzV6bo5Ge_diIB1vVnHmIyvbW4ZJtVxw2qEfvgxv7nNb1NZaUoV4RVhXEgtMPjWJoqkYu_ec7UP69LlFQjBSviyDqM9XHAwI1TdEHpDRMFIQ1QjWLJicpS8jk9jCQFa02Sr-_QaZ2_m4fR-i5tUOUbw_fkaXrq64r2gNZMtMg-Xg7vEjRmTjiQguunqDIFLGBdIsfzPcHbXz-MlnH8h9-jWdnSFdcVi_JubnI-F88XkohmLr0Nr4H_ETZjm4JFH1f12v3s-7p5fjylTi1L7mrZ5_d4_fwE%2A","r.twenga.fr/g1.php?cpz=PVHLbtswEPwVYc9KwpdIUbfUNtCgCBrErk8BAkqkYsESqchUi6Dov3dJtwF4WM7sLGeWv-HBQlPRmkiutaiIFEIJpesSDh-zgwYOUMJ-iC73KakJUSXsurmDhtwyTmkJx_Bk4gl7Ucnrlzuqlabq5e57Pqi_n2dkTd8PfojGIvK0hLfFTGkoDtgEHxfTxXTlnClZwjf3gZKKU2Fsq6pO6w5lj7ONAzaBTDP-1VzV6bo5Ge_diIB1vVnHmIyvbW4ZJtVxw2qEfvgxv7nNb1NZaUoV4RVhXEgtMPjWJoqkYu_ec7UP69LlFQjBSviyDqM9XHAwI1TdEHpDRMFIQ1QjWLJicpS8jk9jCQFa02Sr-_QaZ2_m4fR-i5tUOUbw_fkaXrq64r2gNZMtMg-Xg7vEjRmTjiQguunqDIFLGBdIsfzPcHbXz-MlnH8h9-jWdnSFdcVi_JubnI-F88XkohmLr0Nr4H_ETZjm4JFH1f12v3s-7p5fjylTi1L7mrZ5_d4_fwE%2A"]	[1483560525000,1483560527000]	true	665d4869139d38015aa8ddeb89bca5ad	17	1	4
r.twenga.fr	250	Attiches	576	6	laredoute.fr/ppdp/prod-500901822.aspx?docid=00000000000001	["r.twenga.fr/g1.php?cpz=PVFNTwMhEP0rDefV8rEstLe69tAYo2lrTyaGXVhLSmG7SzXG-N8dqDYhYWbevJn34ButNJqXglIuS0EYFlJyuMoCbb96g-Zoiwq0sdGkPlYJziUp0LLtWzTHtxTiXXhWcQ-dktDXKa0EFuJ1-pQPcBd9D5jqOuttVBoqz0N4H9QxDQR6HXwcVBvzfEZFVaAH8wUUzkipdCN4O5u1QHvsdbTQhKo04y9mQqa03ivvjYOCNp06u5hEn5vcYoluqJFQefEur7zPqxlnDM94NZMUE4EryQHRCcIp2JhTjjbhPLTZfVnSAt2drdPbEeYm1g0mN4RPKIFxc8qTEpWdwFtcVaUcEUmSpvYqNPZe9XZ_umWEiOwh-O5wcV4ZyVlXEkmrBpDVuDVjrJVLPJwK0RwvuqAwBjegZMp_hIO5_Bor0OETsFrBEjNpg_8wQ7SNM8XEWT_phmDHEZKFNs4q9G-zDsc-eOMjcBf3m-V6t1y_7SjgzaC8fksPevnhn18%2A"]	ORGANIC	laredoute.fr	r.twenga.fr/g1.php?cpz=PVFNTwMhEP0rDefV8rEstLe69tAYo2lrTyaGXVhLSmG7SzXG-N8dqDYhYWbevJn34ButNJqXglIuS0EYFlJyuMoCbb96g-Zoiwq0sdGkPlYJziUp0LLtWzTHtxTiXXhWcQ-dktDXKa0EFuJ1-pQPcBd9D5jqOuttVBoqz0N4H9QxDQR6HXwcVBvzfEZFVaAH8wUUzkipdCN4O5u1QHvsdbTQhKo04y9mQqa03ivvjYOCNp06u5hEn5vcYoluqJFQefEur7zPqxlnDM94NZMUE4EryQHRCcIp2JhTjjbhPLTZfVnSAt2drdPbEeYm1g0mN4RPKIFxc8qTEpWdwFtcVaUcEUmSpvYqNPZe9XZ_umWEiOwh-O5wcV4ZyVlXEkmrBpDVuDVjrJVLPJwK0RwvuqAwBjegZMp_hIO5_Bor0OETsFrBEjNpg_8wQ7SNM8XEWT_phmDHEZKFNs4q9G-zDsc-eOMjcBf3m-V6t1y_7SjgzaC8fksPevnhn18%2A	laredoute.fr/ppdp/prod-500901822.aspx?docid=00000000000001	NULL	174000	7joag7de7mfmkmmp67kjje1rkh6	["r.twenga.fr/g1.php?cpz=PVFNTwMhEP0rDefV8rEstLe69tAYo2lrTyaGXVhLSmG7SzXG-N8dqDYhYWbevJn34ButNJqXglIuS0EYFlJyuMoCbb96g-Zoiwq0sdGkPlYJziUp0LLtWzTHtxTiXXhWcQ-dktDXKa0EFuJ1-pQPcBd9D5jqOuttVBoqz0N4H9QxDQR6HXwcVBvzfEZFVaAH8wUUzkipdCN4O5u1QHvsdbTQhKo04y9mQqa03ivvjYOCNp06u5hEn5vcYoluqJFQefEur7zPqxlnDM94NZMUE4EryQHRCcIp2JhTjjbhPLTZfVnSAt2drdPbEeYm1g0mN4RPKIFxc8qTEpWdwFtcVaUcEUmSpvYqNPZe9XZ_umWEiOwh-O5wcV4ZyVlXEkmrBpDVuDVjrJVLPJwK0RwvuqAwBjegZMp_hIO5_Bor0OETsFrBEjNpg_8wQ7SNM8XEWT_phmDHEZKFNs4q9G-zDsc-eOMjcBf3m-V6t1y_7SjgzaC8fksPevnhn18%2A","r.twenga.fr/g1.php?cpz=PVHLTuswEP2VyusAfsSPdFdCFwihi2hvV0jIiR1q1bVD4nKFEP9-xy5U8mI8Z87MOTNf6N6gJeWYK1yLRuCGYKVIzSq0_RwtWqItqtDGJZvrmJCcK1KhdT_2aImvKcS7-KTTHioVoS83VEgs5cvNn_KAuxpHwPQwuOCSNpB5muLbpI-5IdDbGNKk-1T6MypFhR7sJ1A4I7U2neR90_RAexxNclCERO7xEzOp8rfd6xCsh4Sxgz75lEWfulLiiOmoVZD5G3wZeVdGM84YbrhoFMVEYqE4ICZDOAcb-16iTTxNfXFf17RCtyfnzXaGvpl1hckV4QtKoB1sMSvRxQns4qIq_xFRJGvqL0LTGPTo9u_XjBBZPMQwHM7OhVWcDTVRVHSA3M9bO6dW-8zDOZHs8awLEnP0E8qmwkc82PPV4HyHf4C1GobYRR_Dh52S67ytFt6FxTBFN8_wWRnrnUa_Ntt4HGOwIQF3dbdZP-_Wz687Cng36WBe80LPF_7-Dw%2A%2A","r.twenga.fr/g1.php?cpz=PVFNb-MgEP0rFme3YcAG7Fvr5FBVVasmm1OkChvcoDjgOqQfWu1_38FpK3EY5s28N2_mL7kzpGYlLRUtRCVoBVQpKHhONl-jJTXZkJysXbSpjgtZlgpysurGjtT0mmG8DU867rFSAdstmJBUyt3icX7YezOOiOm-d95FbTDzNIXXSR8TIbY3wcdJd3Hm50yKnNzbL2wpORTatLLsqqrDtofRRIdFRCSO75hLlb7NXntvB0wY2-vzENPQ53YucWBaZhVm_vhhllwmLVVRripWCeCVKJTiBSovTYJoCtb2bY7W4Tx1s_uiYDm5PbvBbE7IyyjIKwpXUGYMapA1TRqNnp3gLn6nSn8CCtJM3e-gcfR6dPu3aw4gZw_B94eLc2FVyfsCFBMtInenjT3FRg-pj6ZEtMfLXJg4hWEiyZR_Dwd7uRqe7_CBWKNRxGZd8O92iq4dbGY9fmPwu8XgfJ49Gq_z7BZXZj_Jj9smHMfgrY9IcbNcr563q-eXLUO8nbQ3L2mvl0P_-w8%2A"]	[1484514857000,1484515024000,1484515031000]	true	c36f719c6d6f1997db6eaff4f11e7726	17	1	15
