johnlewisweeklydistro.site	johnlewisweeklydistro.country	johnlewisweeklydistro.weekbegins	johnlewisweeklydistro.weekends	johnlewisweeklydistro.direct	johnlewisweeklydistro.displayads	johnlewisweeklydistro.mail	johnlewisweeklydistro.organic_search	johnlewisweeklydistro.paid_search	johnlewisweeklydistro.referrals	johnlewisweeklydistro.social	johnlewisweeklydistro.visits
mulberry.com*	WorldWide	08.14.2016	08.20.2016	0.2863070539419087	0.016597510373443983	0.03734439834024896	0.38589211618257263	0.11618257261410789	0.1037344398340249	0.05394190871369295	35737.559664539775
nespresso.com*	WorldWide	08.14.2016	08.20.2016	0.359514687100894	0.014687100893997445	0.05268199233716475	0.3089080459770115	0.13825031928480205	0.10648148148148148	0.019157088122605363	745261.8111258096
net-a-porter.com*	WorldWide	08.14.2016	08.20.2016	0.3109397199106962	0.008524457073269738	0.03105337933833976	0.22711589202354374	0.09742236655165415	0.2782626344631622	0.04668155063933428	582429.2568863209
newlook.com*	WorldWide	08.14.2016	08.20.2016	0.275	0.015862068965517243	0.03672413793103448	0.36810344827586206	0.08758620689655172	0.1853448275862069	0.031379310344827584	900787.6184715249
next.co.uk*	WorldWide	08.14.2016	08.20.2016	0.34982817869415805	0.003711340206185567	0.03216494845360825	0.39065292096219933	0.014020618556701031	0.19079037800687285	0.018831615120274914	1344548.9501880147
notonthehighstreet.com*	WorldWide	08.14.2016	08.20.2016	0.2678018575851393	0.005417956656346749	0.0348297213622291	0.4458204334365325	0.06308049535603716	0.14705882352941177	0.035990712074303405	469295.3282963156
oakfurnitureland.co.uk*	WorldWide	08.14.2016	08.20.2016	0.19814241486068113	0.015479876160990712	0.0	0.22910216718266255	0.4458204334365325	0.11145510835913312	0.0	64545.680276460334
oasis-stores.com*	WorldWide	08.14.2016	08.20.2016	0.30105263157894735	0.0	0.05052631578947368	0.43157894736842106	0.056842105263157895	0.13894736842105262	0.021052631578947368	64979.30735333201
oceanlighting.co.uk*	WorldWide	08.14.2016	08.20.2016	0.2	0.0	0.0	0.32	0.32	0.16	0.0	4588.972604823007
office.co.uk*	WorldWide	08.14.2016	08.20.2016	0.1804961505560308	0.026518391787852865	0.020530367835757058	0.49615055603079555	0.07100085543199315	0.16937553464499572	0.03592814371257485	189418.63985012932
orlakiely.com*	WorldWide	08.14.2016	08.20.2016	0.3	0.0	0.0	0.64	0.0	0.06	0.0	7586.058866529118
panasonic.com*	WorldWide	08.14.2016	08.20.2016	0.2921014547947292	0.005864879274887653	0.008454566227435449	0.4918881864574606	0.03427526848960317	0.1566760606291416	0.010739584126742327	1559522.423328795
pcworld.co.uk*	WorldWide	08.14.2016	08.20.2016	0.2519310754604872	0.0011883541295306002	0.004456327985739751	0.5362448009506833	0.06535947712418301	0.12418300653594772	0.016636957813428402	660008.9562226892
phase-eight.com*	WorldWide	08.14.2016	08.20.2016	0.25136612021857924	0.00546448087431694	0.04918032786885246	0.47540983606557374	0.09836065573770492	0.11475409836065574	0.00546448087431694	32032.020884932856
phoneshopbysainsburys.co.uk*	WorldWide	08.14.2016	08.20.2016	0.2972972972972973	0.0	0.0	0.34234234234234234	0.11711711711711711	0.24324324324324326	0.0	24871.354195775497
purecollection.com*	WorldWide	08.14.2016	08.20.2016	0.10588235294117647	0.0	0.35294117647058826	0.2	0.12941176470588237	0.18823529411764706	0.023529411764705882	15026.433336026688
qvcuk.com*	WorldWide	08.14.2016	08.20.2016	0.49790544584081387	0.0023937761819269898	0.03949730700179533	0.293836026331538	0.020945541591861162	0.13524835427887494	0.010173548773189706	314463.83454284794
rakuten.co.uk*	WorldWide	08.14.2016	08.20.2016	0.4346076458752515	0.002012072434607646	0.05130784708249497	0.24849094567404426	0.030181086519114688	0.21327967806841047	0.02012072434607646	171245.78268355
ralphlauren.co.uk*	WorldWide	08.14.2016	08.20.2016	0.2879746835443038	0.0031645569620253164	0.028481012658227847	0.3829113924050633	0.14240506329113925	0.1360759493670886	0.0189873417721519	53217.69102995316
reiss.com*	WorldWide	08.14.2016	08.20.2016	0.20634920634920634	0.001984126984126984	0.05952380952380952	0.3630952380952381	0.047619047619047616	0.27976190476190477	0.041666666666666664	62109.48776411789
richersounds.com*	WorldWide	08.14.2016	08.20.2016	0.26506024096385544	0.002259036144578313	0.045180722891566265	0.5707831325301205	0.0	0.10542168674698796	0.011295180722891566	256802.00647411172
riverisland.com*	WorldWide	08.14.2016	08.20.2016	0.27289048473967686	0.003590664272890485	0.04847396768402154	0.4244165170556553	0.03339317773788151	0.1910233393177738	0.02621184919210054	444983.48587303906
sainsbury.co.uk*	WorldWide	08.14.2016	08.20.2016	1.0	0.0	0.0	0.0	0.0	0.0	0.0	117.06883027958531
sainsburysentertainment.co.uk*	WorldWide	08.14.2016	08.20.2016	0.2694610778443114	0.0	0.05389221556886228	0.39520958083832336	0.005988023952095809	0.2754491017964072	0.0	32695.571823437982
samsung.com*	WorldWide	08.14.2016	08.20.2016	0.22593859318308906	0.013596109080978452	0.020852569020898083	0.5352159382030508	0.06588683563728104	0.1170461786545639	0.021463776220138626	1.6866178445210062E7
sanderson-uk.com*	WorldWide	08.14.2016	08.20.2016	0.045454545454545456	0.0	0.10227272727272728	0.32954545454545453	0.0	0.4431818181818182	0.07954545454545454	10563.646124777755
seafolly.com*	WorldWide	08.14.2016	08.20.2016	0.22	0.0	0.0	0.7	0.0	0.08	0.0	5810.944649975049
seasaltcornwall.co.uk*	WorldWide	08.14.2016	08.20.2016	0.24675324675324675	0.0	0.16883116883116883	0.3463203463203463	0.08225108225108226	0.14285714285714285	0.012987012987012988	45084.330360905515
selfridges.co.uk*	WorldWide	08.14.2016	08.20.2016	1.0	0.0	0.0	0.0	0.0	0.0	0.0	308.06866217957526
shop.mango.com#	WorldWide	08.14.2016	08.20.2016	0.2833659986090915	0.026869823607510907	0.042106594170828855	0.32604160080925587	0.10438136182588355	0.18549661756338118	0.03173800341404818	1474010.5797245682
siemens.co.uk*	WorldWide	08.14.2016	08.20.2016	0.21428571428571427	0.0	0.0	0.7	0.0	0.07142857142857142	0.014285714285714285	14085.572121089233
simbasleep.com*	WorldWide	08.14.2016	08.20.2016	0.18461538461538463	0.13846153846153847	0.046153846153846156	0.13846153846153847	0.13846153846153847	0.046153846153846156	0.3076923076923077	8232.20893448548
simplehuman.com*	WorldWide	08.14.2016	08.20.2016	0.28113879003558717	0.02491103202846975	0.010676156583629894	0.4377224199288256	0.15658362989323843	0.08540925266903915	0.0035587188612099642	45196.40653199972
