johnlewisweeklydistro.site	johnlewisweeklydistro.country	johnlewisweeklydistro.weekbegins	johnlewisweeklydistro.weekends	johnlewisweeklydistro.direct	johnlewisweeklydistro.displayads	johnlewisweeklydistro.mail	johnlewisweeklydistro.organic_search	johnlewisweeklydistro.paid_search	johnlewisweeklydistro.referrals	johnlewisweeklydistro.social	johnlewisweeklydistro.visits
diy.com*	WorldWide	08.07.2016	08.13.2016	0.23921451948824754	0.010116036893781613	0.01919071704849747	0.5368937816126153	0.09297828027372805	0.09357334126747992	0.008033323415650105	1390279.1168113565
dorothyperkins.com*	WorldWide	08.07.2016	08.13.2016	0.24809885931558937	0.0028517110266159697	0.09980988593155894	0.3897338403041825	0.028517110266159697	0.188212927756654	0.04277566539923954	171534.95280217144
dreams.co.uk*	WorldWide	08.07.2016	08.13.2016	0.13186813186813187	0.004395604395604396	0.03296703296703297	0.5802197802197803	0.12747252747252746	0.0967032967032967	0.026373626373626374	86160.70643258959
dunelm.com*	WorldWide	08.07.2016	08.13.2016	0.19331306990881458	0.0060790273556231	0.03100303951367781	0.5112462006079027	0.14468085106382977	0.10577507598784194	0.007902735562310031	341182.5485556346
dwell.co.uk*	WorldWide	08.07.2016	08.13.2016	0.26573426573426573	0.055944055944055944	0.0	0.2867132867132867	0.21678321678321677	0.1258741258741259	0.04895104895104895	22173.234552030146
dyson.co.uk*	WorldWide	08.07.2016	08.13.2016	0.2733485193621868	0.025056947608200455	0.00683371298405467	0.428246013667426	0.1571753986332574	0.10478359908883828	0.004555808656036446	76144.89027840951
ebuyer.com*	WorldWide	08.07.2016	08.13.2016	0.4505935754189944	0.004888268156424581	0.05865921787709497	0.21124301675977653	0.10474860335195531	0.14490223463687152	0.02496508379888268	952883.3477197705
elc.co.uk*	WorldWide	08.07.2016	08.13.2016	0.18571428571428572	0.007142857142857143	0.15	0.44285714285714284	0.04285714285714286	0.16428571428571428	0.007142857142857143	22103.781095093378
emmabridgewater.co.uk*	WorldWide	08.07.2016	08.13.2016	0.358974358974359	0.0	0.038461538461538464	0.19230769230769232	0.0	0.41025641025641024	0.0	6308.981561826519
etsy.com*	WorldWide	08.07.2016	08.13.2016	0.3334577795976371	0.007749790749628166	0.04494517339178293	0.24044222582179697	0.04055543177835719	0.22785107395118898	0.10499852470960866	2.1262475004636005E7
farfetch.com*	WorldWide	08.07.2016	08.13.2016	0.2828715365239295	0.06809403862300588	0.02619647355163728	0.2070528967254408	0.18463476070528967	0.19958018471872377	0.031570109151973134	1073784.455267536
fatface.com*	WorldWide	08.07.2016	08.13.2016	0.26644736842105265	0.0	0.07894736842105263	0.42105263157894735	0.09868421052631579	0.1118421052631579	0.023026315789473683	60513.40779815684
feelunique.com*	WorldWide	08.07.2016	08.13.2016	0.36025123373710183	0.0677433826828174	0.04172274562584118	0.23777478689995513	0.09780170480035891	0.16375056078959174	0.03095558546433378	287931.07577863423
figleaves.com*	WorldWide	08.07.2016	08.13.2016	0.26732673267326734	0.0019801980198019802	0.07722772277227723	0.3425742574257426	0.15643564356435644	0.13861386138613863	0.015841584158415842	83568.76526854573
fisherpaykel.com*	WorldWide	08.07.2016	08.13.2016	0.20316622691292877	0.044854881266490766	0.0079155672823219	0.525065963060686	0.03430079155672823	0.11345646437994723	0.0712401055408971	49143.76479833806
fitness-superstore.co.uk*	WorldWide	08.07.2016	08.13.2016	0.13989637305699482	0.031088082901554404	0.0	0.48186528497409326	0.23834196891191708	0.10362694300518134	0.0051813471502590676	31008.474161245773
furniturevillage.co.uk*	WorldWide	08.07.2016	08.13.2016	0.14681440443213298	0.019390581717451522	0.01662049861495845	0.5318559556786704	0.20221606648199447	0.07756232686980609	0.00554016620498615	73642.74500100041
georgjensen.com*	WorldWide	08.07.2016	08.13.2016	0.26229508196721313	0.00546448087431694	0.01639344262295082	0.29508196721311475	0.16939890710382513	0.23497267759562843	0.01639344262295082	20778.8589481459
glassesdirect.co.uk*	WorldWide	08.07.2016	08.13.2016	0.2761627906976744	0.011627906976744186	0.061046511627906974	0.38953488372093026	0.1308139534883721	0.10755813953488372	0.023255813953488372	55448.548258093615
goldsmiths.co.uk*	WorldWide	08.07.2016	08.13.2016	0.09121621621621621	0.013513513513513514	0.02027027027027027	0.5945945945945946	0.16216216216216217	0.11148648648648649	0.006756756756756757	51632.37259476308
grahambrown.com*	WorldWide	08.07.2016	08.13.2016	0.17562724014336917	0.0	0.043010752688172046	0.3906810035842294	0.08960573476702509	0.25448028673835127	0.04659498207885305	35181.88892856178
groovystyle.co.uk*	WorldWide	08.07.2016	08.13.2016	0.0	0.0	0.0	1.0	0.0	0.0	0.0	165.3200023343746
habitat.co.uk*	WorldWide	08.07.2016	08.13.2016	0.21499013806706113	0.0	0.023668639053254437	0.5325443786982249	0.05917159763313609	0.15581854043392504	0.013806706114398421	89606.91371194906
halfords.com*	WorldWide	08.07.2016	08.13.2016	0.20554272517321015	0.0013856812933025404	0.003464203233256351	0.5632794457274827	0.09792147806004618	0.1140877598152425	0.014318706697459584	862126.571606657
harlequin.uk.com*	WorldWide	08.07.2016	08.13.2016	0.24675324675324675	0.0	0.0	0.37662337662337664	0.0	0.24675324675324675	0.12987012987012986	6031.493717730316
harrods.com*	WorldWide	08.07.2016	08.13.2016	0.2715340442986054	0.0	0.009844134536505332	0.4479081214109926	0.06480721903199343	0.18621821164889255	0.019688269073010665	175558.92784055544
harveynichols.com*	WorldWide	08.07.2016	08.13.2016	0.32495164410058025	0.0019342359767891683	0.01160541586073501	0.3713733075435203	0.05415860735009671	0.21470019342359767	0.02127659574468085	68819.57589138995
heals.com*	WorldWide	08.07.2016	08.13.2016	0.2887323943661972	0.014084507042253521	0.0	0.4014084507042254	0.1267605633802817	0.11971830985915492	0.04929577464788732	21317.567918327662
hm.com*	WorldWide	08.07.2016	08.13.2016	0.3052517786660633	0.0016215400859793349	0.04864620257938004	0.31357317042512006	0.1354803026874827	0.15546672700304195	0.0399602785529326	6790269.965978609
hobbs.co.uk*	WorldWide	08.07.2016	08.13.2016	0.3364485981308411	0.0	0.09813084112149532	0.34579439252336447	0.0514018691588785	0.1308411214953271	0.037383177570093455	38309.16490038266
homebase.co.uk*	WorldWide	08.07.2016	08.13.2016	0.15962671905697445	0.004911591355599214	0.029469548133595286	0.6542239685658153	0.08595284872298625	0.06237721021611002	0.00343811394891945	858056.3537796603
homesense.com*	WorldWide	08.07.2016	08.13.2016	0.0625	0.0	0.0625	0.5625	0.2708333333333333	0.041666666666666664	0.0	6907.280956238098
hotpoint.co.uk*	WorldWide	08.07.2016	08.13.2016	0.2108843537414966	0.006802721088435374	0.08163265306122448	0.6258503401360545	0.02040816326530612	0.05442176870748299	0.0	30756.35088756198
hotter.com*	WorldWide	08.07.2016	08.13.2016	0.30434782608695654	0.030690537084398978	0.17647058823529413	0.2071611253196931	0.12276214833759591	0.14578005115089515	0.01278772378516624	77660.56808946081
houseoffraser.co.uk*	WorldWide	08.07.2016	08.13.2016	0.23681664247701983	0.023463957426221576	0.03265602322206096	0.45694242864054185	0.0764392839864538	0.15820029027576196	0.015481373971940009	789412.4521875617
houseology.com*	WorldWide	08.07.2016	08.13.2016	0.23863636363636365	0.0	0.06818181818181818	0.22727272727272727	0.17045454545454544	0.2840909090909091	0.011363636363636364	12671.724361389808
hp.com*	WorldWide	08.07.2016	08.13.2016	0.31465422835124723	0.007008720340701683	0.009856012979111742	0.545463394848915	0.01738389778949503	0.09705130805110525	0.008582437639424052	1.5016324287622165E7
hughes.co.uk*	WorldWide	08.07.2016	08.13.2016	0.2077922077922078	0.14935064935064934	0.0	0.37012987012987014	0.03896103896103896	0.21428571428571427	0.01948051948051948	30223.440310367263
hugoboss.com*	WorldWide	08.07.2016	08.13.2016	0.27513030528667165	0.008562918838421444	0.008935219657483246	0.3845867460908414	0.14445271779597915	0.11801935964259122	0.06031273268801191	240987.9164381705
ikea.com*	WorldWide	08.07.2016	08.13.2016	0.3141712073206826	0.005739904221716537	0.026972212653019637	0.39867831791209163	0.031911538517522965	0.1880534301143614	0.03447338926060524	1.7990193276738036E7
jaeger.co.uk*	WorldWide	08.07.2016	08.13.2016	0.14093959731543623	0.0	0.24161073825503357	0.348993288590604	0.040268456375838924	0.2214765100671141	0.006711409395973154	26513.562071989472
jdsports.co.uk*	WorldWide	08.07.2016	08.13.2016	0.24613269164661394	0.024407012719147473	0.016500515641113784	0.40735647988999657	0.11550360948779649	0.14987968374011687	0.04022000687521485	472045.1581819416
jessops.com*	WorldWide	08.07.2016	08.13.2016	0.2541436464088398	0.04696132596685083	0.016574585635359115	0.4143646408839779	0.1850828729281768	0.07458563535911603	0.008287292817679558	138747.86456637934
jigsaw-online.com*	WorldWide	08.07.2016	08.13.2016	0.28368794326241137	0.028368794326241134	0.0425531914893617	0.40425531914893614	0.07092198581560284	0.14184397163120568	0.028368794326241134	24121.14063814447
johnlewis.com*	WorldWide	08.07.2016	08.13.2016	0.22896527031865377	0.007608306480486932	0.0359828141783029	0.434031507339778	0.09872896527031866	0.18259935553168635	0.012083780880773363	2326598.94620488
josephjoseph.com*	WorldWide	08.07.2016	08.13.2016	0.3915094339622642	0.0047169811320754715	0.014150943396226415	0.36792452830188677	0.02358490566037736	0.14150943396226415	0.05660377358490566	26317.33926510655
joules.com*	WorldWide	08.07.2016	08.13.2016	0.2099644128113879	0.0035587188612099642	0.1494661921708185	0.3309608540925267	0.07829181494661921	0.19572953736654805	0.03202846975088968	48721.54133660264
kiddicare.com*	WorldWide	08.07.2016	08.13.2016	0.1645021645021645	0.008658008658008658	0.025974025974025976	0.3246753246753247	0.29004329004329005	0.18181818181818182	0.004329004329004329	40784.359703707894
lakeland.co.uk*	WorldWide	08.07.2016	08.13.2016	0.26328800988875156	0.00865265760197775	0.06674907292954264	0.3856613102595797	0.12978986402966625	0.1334981458590853	0.012360939431396786	176900.64762512382
laptopsdirect.co.uk*	WorldWide	08.07.2016	08.13.2016	0.22203389830508474	0.1423728813559322	0.005084745762711864	0.4279661016949153	0.14745762711864407	0.048305084745762714	0.006779661016949152	209095.1488926857
lauraashley.com*	WorldWide	08.07.2016	08.13.2016	0.18584070796460178	0.011061946902654867	0.07964601769911504	0.4756637168141593	0.09955752212389381	0.08185840707964602	0.06637168141592921	75157.29618178066
lecreuset.co.uk*	WorldWide	08.07.2016	08.13.2016	0.21212121212121213	0.0	0.0	0.5757575757575758	0.0	0.18181818181818182	0.030303030303030304	5575.831645704655
ledhut.co.uk*	WorldWide	08.07.2016	08.13.2016	0.2743362831858407	0.017699115044247787	0.07964601769911504	0.23008849557522124	0.2743362831858407	0.08849557522123894	0.035398230088495575	23953.874676827218
lg.com*	WorldWide	08.07.2016	08.13.2016	0.18766849059121848	0.018016815694648337	0.005284932603763512	0.6122514346723609	0.060109435473108236	0.10198852262111303	0.014680368343787536	3937419.056809927
lighting-direct.co.uk*	WorldWide	08.07.2016	08.13.2016	0.23529411764705882	0.0	0.0	0.3235294117647059	0.38235294117647056	0.058823529411764705	0.0	7459.4300692888055
littlewoods.com*	WorldWide	08.07.2016	08.13.2016	0.4340425531914894	0.0031914893617021275	0.03351063829787234	0.31329787234042555	0.027659574468085105	0.17180851063829788	0.01648936170212766	385449.81483594934
lkbennett.com*	WorldWide	08.07.2016	08.13.2016	0.3474576271186441	0.00847457627118644	0.0	0.3728813559322034	0.1016949152542373	0.16101694915254236	0.00847457627118644	16169.064065863959
loaf.com*	WorldWide	08.07.2016	08.13.2016	0.1774193548387097	0.0	0.0967741935483871	0.27419354838709675	0.12903225806451613	0.27419354838709675	0.04838709677419355	18175.125850868586
lookfantastic.com*	WorldWide	08.07.2016	08.13.2016	0.24183976261127596	0.019782393669634024	0.09643916913946587	0.25469831849653807	0.12561819980217606	0.2265084075173096	0.0351137487636004	269079.1480214943
made.com*	WorldWide	08.07.2016	08.13.2016	0.39020452099031216	0.023143164693218515	0.038751345532831	0.1178686759956943	0.14854682454251883	0.1668460710441335	0.11463939720129171	194808.79473750776
mandmdirect.com*	WorldWide	08.07.2016	08.13.2016	0.27107728337236536	0.014637002341920375	0.06850117096018736	0.27634660421545665	0.10714285714285714	0.2306791569086651	0.03161592505854801	268046.1435983083
mankind.co.uk*	WorldWide	08.07.2016	08.13.2016	0.3313953488372093	0.0029069767441860465	0.07848837209302326	0.22674418604651161	0.055232558139534885	0.23546511627906977	0.06976744186046512	49909.29765114735
maplin.co.uk*	WorldWide	08.07.2016	08.13.2016	0.2744910941475827	0.002544529262086514	0.020038167938931296	0.46501272264631044	0.138676844783715	0.09478371501272265	0.004452926208651399	600488.840696384
marksandspencer.com*	WorldWide	08.07.2016	08.13.2016	0.3452722063037249	0.005951068988318272	0.07967820145470575	0.38175005510249066	0.06369847917125854	0.10987436632135772	0.013775622658144148	1898683.490333068
matalan.co.uk*	WorldWide	08.07.2016	08.13.2016	0.20593809222994314	0.0	0.07201516108654453	0.4662034112444725	0.03095388502842704	0.18572331017056223	0.03916614024005054	261288.74922362203
missselfridge.com*	WorldWide	08.07.2016	08.13.2016	0.20474137931034483	0.00646551724137931	0.07112068965517242	0.4353448275862069	0.0021551724137931034	0.2543103448275862	0.02586206896551724	69447.45091336791
moss.co.uk*	WorldWide	08.07.2016	08.13.2016	0.19471153846153846	0.004807692307692308	0.07932692307692307	0.41346153846153844	0.11298076923076923	0.1658653846153846	0.028846153846153848	58388.459911458966
mothercare.com*	WorldWide	08.07.2016	08.13.2016	0.1871713985278654	0.01892744479495268	0.07255520504731862	0.5068349106203995	0.06624605678233439	0.13249211356466878	0.015772870662460567	170633.91616196555
mrporter.com*	WorldWide	08.07.2016	08.13.2016	0.42335939350864726	0.019663586827765932	0.03127221037668799	0.17839374555792467	0.07628524046434494	0.19450367211561242	0.07652215114901682	473393.6159856486
mulberry.com*	WorldWide	08.07.2016	08.13.2016	0.23076923076923078	0.0	0.03643724696356275	0.4331983805668016	0.1417004048582996	0.12955465587044535	0.02834008097165992	38975.23972454877
nespresso.com*	WorldWide	08.07.2016	08.13.2016	0.3676800958514303	0.0196195896360641	0.05032200089860716	0.3065748090459787	0.14123109180769808	0.0980979481803205	0.016474464579901153	763547.826366392
net-a-porter.com*	WorldWide	08.07.2016	08.13.2016	0.2920584116823365	0.007401480296059212	0.052810562112422486	0.23564712942588517	0.10722144428885777	0.26585317063412683	0.03900780156031206	586606.5014691321
newlook.com*	WorldWide	08.07.2016	08.13.2016	0.2924153283510892	0.016377802512323104	0.037207823183335986	0.35140721895372873	0.07521068532358086	0.1947845444426777	0.03259659723326443	928342.2218832455
next.co.uk*	WorldWide	08.07.2016	08.13.2016	0.34592529711375214	0.005659309564233163	0.03353140916808149	0.4080362195812111	0.01598754951895869	0.1693548387096774	0.021505376344086023	1290043.3408878734
notonthehighstreet.com*	WorldWide	08.07.2016	08.13.2016	0.2560124127230411	0.0058184639255236615	0.04072924747866563	0.4484096198603569	0.051590380139643136	0.15321955003878976	0.04422032583397983	449168.4850468873
oakfurnitureland.co.uk*	WorldWide	08.07.2016	08.13.2016	0.24285714285714285	0.04	0.008571428571428572	0.22285714285714286	0.3657142857142857	0.11142857142857143	0.008571428571428572	62412.174219481014
oasis-stores.com*	WorldWide	08.07.2016	08.13.2016	0.23293172690763053	0.004016064257028112	0.07228915662650602	0.42168674698795183	0.0823293172690763	0.17670682730923695	0.010040160642570281	73986.10543024109
oceanlighting.co.uk*	WorldWide	08.07.2016	08.13.2016	0.17857142857142858	0.0	0.0	0.25	0.5714285714285714	0.0	0.0	6328.921175279531
office.co.uk*	WorldWide	08.07.2016	08.13.2016	0.1752873563218391	0.02442528735632184	0.03017241379310345	0.47701149425287354	0.07471264367816093	0.1839080459770115	0.034482758620689655	218664.7045418515
orlakiely.com*	WorldWide	08.07.2016	08.13.2016	0.2558139534883721	0.0	0.06976744186046512	0.4186046511627907	0.0	0.13953488372093023	0.11627906976744186	7894.175420842486
panasonic.com*	WorldWide	08.07.2016	08.13.2016	0.28672032193158953	0.006268379507816128	0.011375947995666305	0.49628540473610894	0.03660424082959294	0.15067327039158024	0.012072434607645875	1465605.751662173
pcworld.co.uk*	WorldWide	08.07.2016	08.13.2016	0.2562130177514793	0.002366863905325444	0.010650887573964497	0.5325443786982249	0.07840236686390532	0.10828402366863905	0.011538461538461539	691588.0287820864
phase-eight.com*	WorldWide	08.07.2016	08.13.2016	0.29743589743589743	0.005128205128205128	0.07692307692307693	0.358974358974359	0.05128205128205128	0.2	0.010256410256410256	28029.330993375483
phoneshopbysainsburys.co.uk*	WorldWide	08.07.2016	08.13.2016	0.2	0.0	0.0	0.4	0.1	0.3	0.0	22614.035948308177
purecollection.com*	WorldWide	08.07.2016	08.13.2016	0.2818181818181818	0.0	0.24545454545454545	0.20909090909090908	0.06363636363636363	0.2	0.0	19520.37924951929
qvcuk.com*	WorldWide	08.07.2016	08.13.2016	0.47967945048654836	0.0011448196908986834	0.04636519748139668	0.28849456210646823	0.021179164281625643	0.1511161991986262	0.012020606754436176	316714.385308895
rakuten.co.uk*	WorldWide	08.07.2016	08.13.2016	0.4211099020674646	0.0	0.01958650707290533	0.2731229597388466	0.02720348204570185	0.2295973884657236	0.029379760609358	135698.0500586383
ralphlauren.co.uk*	WorldWide	08.07.2016	08.13.2016	0.22797927461139897	0.0025906735751295338	0.06994818652849741	0.3626943005181347	0.13212435233160622	0.18393782383419688	0.02072538860103627	59081.74173372466
reiss.com*	WorldWide	08.07.2016	08.13.2016	0.2036697247706422	0.001834862385321101	0.07155963302752294	0.3577981651376147	0.05688073394495413	0.25504587155963304	0.05321100917431193	70923.80194581783
richersounds.com*	WorldWide	08.07.2016	08.13.2016	0.2839072382290935	0.0021082220660576245	0.03373155305692199	0.5706254392129304	0.0	0.10049191848208011	0.009135628952916374	266069.92620690924
riverisland.com*	WorldWide	08.07.2016	08.13.2016	0.2633684976355038	7.275372862859222E-4	0.03710440160058203	0.4616224081484176	0.03128410331029465	0.18333939614405237	0.022553655874863587	424502.2355783781
sainsburysentertainment.co.uk*	WorldWide	08.07.2016	08.13.2016	0.2625	0.0	0.01875	0.4125	0.00625	0.28125	0.01875	32087.94528997034
samsung.com*	WorldWide	08.07.2016	08.13.2016	0.22362726842149655	0.013326672159971971	0.015824612170482782	0.5488850104134901	0.06547846905474057	0.11319885548930428	0.019659112290513668	1.6890246130061865E7
sanderson-uk.com*	WorldWide	08.07.2016	08.13.2016	0.1188118811881188	0.0	0.0594059405940594	0.2871287128712871	0.0	0.4158415841584158	0.1188118811881188	9803.256900803943
seafolly.com*	WorldWide	08.07.2016	08.13.2016	0.21739130434782608	0.0	0.0	0.6666666666666666	0.043478260869565216	0.043478260869565216	0.028985507246376812	10116.435396268682
seasaltcornwall.co.uk*	WorldWide	08.07.2016	08.13.2016	0.11	0.0	0.195	0.41	0.11	0.165	0.01	38004.4425764919
selfridges.co.uk*	WorldWide	08.07.2016	08.13.2016	1.0	0.0	0.0	0.0	0.0	0.0	0.0	313.77513419543675
shop.mango.com#	WorldWide	08.07.2016	08.13.2016	0.3127177700348432	0.025572424091587855	0.049838227974116474	0.3065579890492782	0.10023643603782977	0.17701592832254853	0.02806122448979592	1508848.9799943531
siemens.co.uk*	WorldWide	08.07.2016	08.13.2016	0.2361111111111111	0.0	0.041666666666666664	0.6805555555555556	0.0	0.041666666666666664	0.0	12153.715346506438
simbasleep.com*	WorldWide	08.07.2016	08.13.2016	0.18478260869565216	0.010869565217391304	0.0	0.10869565217391304	0.15217391304347827	0.07608695652173914	0.4673913043478261	11233.823139278058
simplehuman.com*	WorldWide	08.07.2016	08.13.2016	0.28620689655172415	0.06896551724137931	0.020689655172413793	0.3689655172413793	0.13793103448275862	0.10344827586206896	0.013793103448275862	44242.1139243849
simplyelectricals.co.uk*	WorldWide	08.07.2016	08.13.2016	0.1111111111111111	0.0	0.0	0.6666666666666666	0.0	0.2222222222222222	0.0	4567.367171870495
sofa.com*	WorldWide	08.07.2016	08.13.2016	0.36633663366336633	0.0	0.1188118811881188	0.27722772277227725	0.1485148514851485	0.0891089108910891	0.0	17288.468924251625
sofology.co.uk*	WorldWide	08.07.2016	08.13.2016	0.24342105263157895	0.0	0.019736842105263157	0.3618421052631579	0.3157894736842105	0.05263157894736842	0.006578947368421052	25791.976716537993
sony.co.uk*	WorldWide	08.07.2016	08.13.2016	0.2078981723237598	0.0	0.0097911227154047	0.6654699738903395	0.0	0.10868146214099217	0.008159268929503917	427849.24568286457
spacenk.com*	WorldWide	08.07.2016	08.13.2016	0.3219178082191781	0.00228310502283105	0.02054794520547945	0.3515981735159817	0.0730593607305936	0.17579908675799086	0.0547945205479452	64120.63313239075
sportsdirect.com*	WorldWide	08.07.2016	08.13.2016	0.38090333213163724	2.5750630890456817E-4	0.04032548797445537	0.30890456816191997	0.010866766235772776	0.19256321779883606	0.06617912138847402	2298410.432279657
steamer.co.uk*	WorldWide	08.07.2016	08.13.2016	0.20588235294117646	0.0	0.0	0.7647058823529411	0.0	0.029411764705882353	0.0	7600.6864184063
store.apple.com#	WorldWide	08.07.2016	08.13.2016	0.13970049219813593	0.0	0.03581526861451461	0.012880929940307886	9.42507068803016E-4	0.8050057597654204	0.005655042412818096	1299090.491369799
sweatybetty.com*	WorldWide	08.07.2016	08.13.2016	0.23577235772357724	0.024390243902439025	0.04878048780487805	0.3983739837398374	0.08130081300813008	0.17073170731707318	0.04065040650406504	37268.10554850551
swooneditions.com*	WorldWide	08.07.2016	08.13.2016	0.25	0.0	0.07692307692307693	0.358974358974359	0.1346153846153846	0.12179487179487179	0.057692307692307696	25542.249884223347
techradar.com*	WorldWide	08.07.2016	08.13.2016	0.177480389451693	0.0010642910638968821	0.003725018723639087	0.7530253458945958	0.0	0.03845244195671883	0.026252512909456422	7332001.4441770995
tedbaker.com*	WorldWide	08.07.2016	08.13.2016	0.23796791443850268	0.022281639928698752	0.040106951871657755	0.39928698752228164	0.09714795008912656	0.1711229946524064	0.03208556149732621	148706.6305800738
thewhitecompany.com*	WorldWide	08.07.2016	08.13.2016	0.24629080118694363	0.0	0.008902077151335312	0.3798219584569733	0.11869436201780416	0.22551928783382788	0.020771513353115726	60659.63762113074
tiffany.co.uk*	WorldWide	08.07.2016	08.13.2016	0.24561403508771928	0.0	0.0	0.45614035087719296	0.11695906432748537	0.16374269005847952	0.017543859649122806	26433.55055684106
topshop.com*	WorldWide	08.07.2016	08.13.2016	0.3155711550733886	0.008934269304403318	0.02488832163369496	0.41320995532865346	0.019623484365028716	0.18650287172941926	0.031269942565411615	849068.0079070672
toysrus.co.uk*	WorldWide	08.07.2016	08.13.2016	0.15485564304461943	0.028871391076115485	0.007874015748031496	0.6089238845144357	0.05905511811023622	0.11286089238845144	0.027559055118110236	140090.99707891323
tuclothing.sainsburys.co.uk#	WorldWide	08.07.2016	08.13.2016	0.061124694376528114	0.012224938875305624	0.10268948655256724	0.4743276283618582	0.009779951100244499	0.3251833740831296	0.014669926650366748	86390.68712992672
uk.lizearle.com#	WorldWide	08.07.2016	08.13.2016	0.3333333333333333	0.0	0.0	0.3148148148148148	0.1388888888888889	0.16666666666666666	0.046296296296296294	22879.31161381126
very.co.uk*	WorldWide	08.07.2016	08.13.2016	0.3693511739459732	0.007573844988639233	0.03332491795001262	0.3317344105023984	0.07876798788184802	0.16107043675839436	0.018177227972734158	745727.7141681159
wallis-fashion.com*	WorldWide	08.07.2016	08.13.2016	0.25	0.0	0.75	0.0	0.0	0.0	0.0	1230.321931867637
warehouse.co.uk*	WorldWide	08.07.2016	08.13.2016	0.2846153846153846	0.0	0.05384615384615385	0.45897435897435895	0.010256410256410256	0.1641025641025641	0.028205128205128206	66547.97274936987
wayfair.com*	WorldWide	08.07.2016	08.13.2016	0.2958184178435152	0.036819952008182215	0.03375162267416703	0.3301207662955824	0.14004169780889816	0.1351638409189253	0.028244364895165415	4254036.601928424
westelm.co.uk*	WorldWide	08.07.2016	08.13.2016	0.4339622641509434	0.0	0.0	0.24528301886792453	0.04716981132075472	0.22641509433962265	0.04716981132075472	20002.840104691866
whistles.com*	WorldWide	08.07.2016	08.13.2016	0.22707423580786026	0.0	0.07860262008733625	0.4366812227074236	0.039301310043668124	0.20087336244541484	0.017467248908296942	36989.80925750856
whitestuff.com*	WorldWide	08.07.2016	08.13.2016	0.32971014492753625	0.03260869565217391	0.10869565217391304	0.2318840579710145	0.213768115942029	0.050724637681159424	0.03260869565217391	51312.50639368043
worldstores.co.uk*	WorldWide	08.07.2016	08.13.2016	0.24645892351274787	0.014164305949008499	0.0169971671388102	0.18980169971671387	0.3881019830028329	0.1359773371104816	0.0084985835694051	68350.62832009337
zalando.co.uk*	WorldWide	08.07.2016	08.13.2016	0.22920811778750497	0.008356545961002786	0.025069637883008356	0.3700756068444091	0.14564265817747712	0.1910067648229208	0.03064066852367688	388803.94811347843
zara.com*	WorldWide	08.07.2016	08.13.2016	0.3229940370331625	6.538340830630819E-4	0.0231457265404331	0.42737211005335285	0.011115179412072393	0.18014436656554034	0.034574746312375775	3968156.235418529
zarahome.com*	WorldWide	08.07.2016	08.13.2016	0.21554364471669218	7.656967840735069E-4	0.04249617151607963	0.5696784073506891	0.00880551301684533	0.14624808575803983	0.016462480857580397	255292.69226281898
boots.com*	WorldWide	08.06.2017	08.12.2017	0.1764952426549287	0.012257018361304186	0.023322817546829452	0.5866732049373308	0.0666455780975261	0.10451218027713963	0.030093958124941228	1267822.8731787961
lecreuset.co.uk*	WorldWide	08.06.2017	08.12.2017	0.125	0.0	0.075	0.525	0.125	0.125	0.025	6988.471057386413
simbasleep.com*	WorldWide	08.06.2017	08.12.2017	0.25296442687747034	0.019762845849802372	0.05928853754940711	0.35177865612648224	0.08893280632411067	0.07905138339920949	0.1482213438735178	20506.831531495423
uk.lizearle.com#	WorldWide	08.06.2017	08.12.2017	0.16701461377870563	0.0	0.09394572025052192	0.26722338204592905	0.07306889352818371	0.30480167014613785	0.09394572025052192	17668.79840011645
whistles.com*	WorldWide	08.06.2017	08.12.2017	0.32047477744807124	0.06429277942631059	0.01483679525222552	0.43422354104846694	0.04451038575667656	0.09396636993076163	0.027695351137487636	30801.9456632427
fitness-superstore.co.uk*	WorldWide	08.06.2017	08.12.2017	0.11130742049469969	0.022084805653710255	0.034452296819788	0.5371024734982334	0.1819787985865725	0.0865724381625442	0.026501766784452305	36426.97937840035
mulberry.com*	WorldWide	08.06.2017	08.12.2017	0.2867715078630898	0.04162812210915819	0.013876040703052732	0.30989824236817765	0.12950971322849217	0.13968547641073084	0.07863089731729882	32814.15563954006
sanderson-uk.com*	WorldWide	08.06.2017	08.12.2017	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1335.9038781265963
elc.co.uk*	WorldWide	08.06.2017	08.12.2017	0.15142857142857144	0.04285714285714286	0.15	0.5228571428571429	0.05	0.054285714285714284	0.02857142857142857	23587.59871310852
hobbs.co.uk*	WorldWide	08.06.2017	08.12.2017	0.20064987814784732	0.05523964256701869	0.12185215272136475	0.2859463850528026	0.05280259951259139	0.24289195775792044	0.04061738424045492	37881.70555511853
missselfridge.com*	WorldWide	08.06.2017	08.12.2017	0.29300663603879523	0.01276161306789178	0.030627871362940276	0.45125063808065335	0.033180193976518634	0.14701378254211334	0.03215926493108729	65607.886140381
disneystore.co.uk*	WorldWide	08.06.2017	08.12.2017	0.2888940955951264	0.027335207747578874	0.004100281162136831	0.40686504217432035	0.0267885035926273	0.14761012183692593	0.09840674789128394	88961.21124979744
