johnlewisweeklydistro.site	johnlewisweeklydistro.country	johnlewisweeklydistro.weekbegins	johnlewisweeklydistro.weekends	johnlewisweeklydistro.direct	johnlewisweeklydistro.displayads	johnlewisweeklydistro.mail	johnlewisweeklydistro.organic_search	johnlewisweeklydistro.paid_search	johnlewisweeklydistro.referrals	johnlewisweeklydistro.social	johnlewisweeklydistro.visits
boohoo.com*	WorldWide	08.07.2016	08.13.2016	0.3017874632713026	0.009794319294809012	0.0455435847208619	0.3514936336924584	0.009182174338883447	0.23285994123408424	0.049338883447600394	1071567.87215485
boots.com*	WorldWide	08.07.2016	08.13.2016	0.20746460746460746	0.0032175032175032173	0.014671814671814672	0.5763191763191763	0.06087516087516087	0.11956241956241956	0.01788931788931789	1489583.5383739125
bosch-home.co.uk*	WorldWide	08.07.2016	08.13.2016	0.20855614973262032	0.0	0.0	0.660427807486631	0.00267379679144385	0.12566844919786097	0.00267379679144385	69628.98175507507
canon.co.uk*	WorldWide	08.07.2016	08.13.2016	0.17340644276901987	0.0013708019191226869	0.0	0.7189856065798492	0.01644962302947224	0.07813570938999315	0.011651816312542838	254973.74304422783
clarks.co.uk*	WorldWide	08.07.2016	08.13.2016	0.25174337517433754	0.0299860529986053	0.07322175732217573	0.36262203626220363	0.09274755927475593	0.17364016736401675	0.01603905160390516	232632.2685731743
ctshirts.com*	WorldWide	08.07.2016	08.13.2016	0.426497277676951	0.007864488808227465	0.041742286751361164	0.23895946763460374	0.062310949788263764	0.16636418632788869	0.056261343012704176	191140.73573683796
currys.co.uk*	WorldWide	08.07.2016	08.13.2016	0.22195187888618545	0.010948905109489052	0.021086780210867802	0.45012165450121655	0.1420654230873209	0.13936198972695324	0.014463368477967017	1548368.1608908223
dabs.com*	WorldWide	08.07.2016	08.13.2016	0.5897435897435898	0.0	0.0	0.358974358974359	0.0	0.05128205128205128	0.0	6138.31406126727
dawsonsdepartmentstore.co.uk*	WorldWide	08.07.2016	08.13.2016	0.08	0.0	0.12	0.12	0.0	0.68	0.0	6020.030470123804
debenhams.com*	WorldWide	08.07.2016	08.13.2016	0.24560726008882022	0.0013516122803630044	0.04286541803436957	0.49700714423633907	0.05754006564973933	0.14500868893608804	0.01061981077428075	1001407.1810602852
decathlon.co.uk*	WorldWide	08.07.2016	08.13.2016	0.23487544483985764	0.0010167768174885613	0.028978139298423997	0.42399593289273	0.07574987290289781	0.20843924758515506	0.026944585663446874	322570.0727463149
dfs.co.uk*	WorldWide	08.07.2016	08.13.2016	0.1925925925925926	0.012962962962962963	0.0	0.5462962962962963	0.15555555555555556	0.08703703703703704	0.005555555555555556	102059.82470450757
direct.asda.com#	WorldWide	08.07.2016	08.13.2016	0.19763365468886943	0.04250657318141981	0.012489044697633655	0.24474145486415425	0.09531113058720421	0.35188431200701137	0.05543382997370727	697061.8707968192
direct.tesco.com#	WorldWide	08.07.2016	08.13.2016	1.0	0.0	0.0	0.0	0.0	0.0	0.0	716.5022153687871
disneystore.co.uk*	WorldWide	08.07.2016	08.13.2016	0.292894280762565	0.006932409012131715	0.010398613518197574	0.41594454072790293	0.01559792027729636	0.1854419410745234	0.07279029462738301	73175.4361951703
