site	country	dvisits	dusers	mvisits	musers	year	month
jobs.theguardian.com	120	255.5013007	255.5013007	0	0	17	1
jobs.theguardian.com	152	386.2874114	386.2874114	0	0	17	1
jobs.theguardian.com	344	3212.324398	3149.388216	2350.122716	370.0220031	17	1
jobs.theguardian.com	376	1524.178642	1469.228583	598.3670282	75.4763353	17	1
jobs.theguardian.com	440	1127.99995	1127.99995	0	0	17	1
jobs.theguardian.com	504	873.6820574	799.2811353	0	0	17	1
jobs.theguardian.com	760	70.1996738	70.1996738	0	0	17	1
jobs.theguardian.com	792	6057.81256	5762.930961	3864.510144	1499.375678	17	1
jobs.theguardian.com	246	1439.117204	1439.117204	0	0	17	1
jobs.theguardian.com	470	936.3290857	878.7363831	0	0	17	1
jobs.theguardian.com	566	2436.835771	2106.561752	0	0	17	1
jobs.theguardian.com	598	477.7097902	477.7097902	0	0	17	1
jobs.theguardian.com	630	1557.512364	1557.512364	0	0	17	1
jobs.theguardian.com	854	160.1834985	160.1834985	0	0	17	1
jobs.theguardian.com	533	101.296369	101.296369	0	0	17	1
jobs.theguardian.com	84	157.266895	157.266895	0	0	17	1
jobs.theguardian.com	116	28.38322701	28.38322701	0	0	17	1
jobs.theguardian.com	212	89.07777469	89.07777469	0	0	17	1
jobs.theguardian.com	276	8017.011524	7327.277458	6228.065186	1046.781336	17	1
jobs.theguardian.com	308	44.99017266	44.99017266	0	0	17	1
jobs.theguardian.com	372	8073.803155	7387.994205	0	0	17	1
jobs.theguardian.com	404	1754.536139	1725.386293	0	0	17	1
jobs.theguardian.com	724	10188.19286	9776.488081	0	0	17	1
jobs.theguardian.com	756	5453.227058	5186.490151	0	0	17	1
jobs.theguardian.com	788	926.4531339	856.8478017	0	0	17	1
jobs.theguardian.com	51	161.5838771	161.5838771	0	0	17	1
jobs.theguardian.com	275	179.267611	136.1242135	0	0	17	1
jobs.theguardian.com	50	856.5528823	830.2052079	0	0	17	1
jobs.theguardian.com	242	92.94575092	92.94575092	0	0	17	1
jobs.theguardian.com	434	763.1947087	564.2436307	0	0	17	1
jobs.theguardian.com	498	91.23061216	91.23061216	0	0	17	1
jobs.theguardian.com	818	3158.983866	3012.194201	940.4552693	257.4323111	17	1
jobs.theguardian.com	48	417.3976188	417.3976188	0	0	17	1
jobs.theguardian.com	112	262.3905236	262.3905236	0	0	17	1
jobs.theguardian.com	144	1825.482815	1825.482815	0	0	17	1
jobs.theguardian.com	208	614.2274261	614.2274261	0	0	17	1
jobs.theguardian.com	400	522.5245412	522.5245412	0	0	17	1
jobs.theguardian.com	496	183.2077263	183.2077263	0	0	17	1
jobs.theguardian.com	528	7372.763577	6650.368415	5263.763454	867.3294906	17	1
jobs.theguardian.com	688	1222.588278	1174.550369	0	0	17	1
jobs.theguardian.com	752	2220.921159	2220.921159	0	0	17	1
jobs.theguardian.com	784	10204.19476	9751.822415	6910.494143	3014.742032	17	1
jobs.theguardian.com	591	355.5062472	355.5062472	0	0	17	1
jobs.theguardian.com	398	224.5504346	224.5504346	0	0	17	1
jobs.theguardian.com	462	538.5341263	538.5341263	0	0	17	1
jobs.theguardian.com	558	100.6901297	100.6901297	0	0	17	1
jobs.theguardian.com	686	101.2646835	101.2646835	0	0	17	1
jobs.theguardian.com	12	732.8438756	673.7114982	0	0	17	1
jobs.theguardian.com	76	1457.359818	1271.110744	1502.684706	221.5505969	17	1
jobs.theguardian.com	268	96.31250413	96.31250413	0	0	17	1
jobs.theguardian.com	300	7909.473511	6852.185658	1983.885623	442.3247398	17	1
jobs.theguardian.com	364	936.4200499	936.4200499	0	0	17	1
jobs.theguardian.com	428	447.5639311	447.5639311	0	0	17	1
jobs.theguardian.com	524	326.6944599	267.0535284	0	0	17	1
jobs.theguardian.com	620	4021.681113	3698.703661	4274.61372	506.108662	17	1
jobs.theguardian.com	716	1547.927332	1278.486118	0	0	17	1
jobs.theguardian.com	780	1587.119178	1520.548926	0	0	17	1
jobs.theguardian.com	203	1467.18689	1467.18689	0	0	17	1
jobs.theguardian.com	170	1468.390305	1468.390305	0	0	17	1
jobs.theguardian.com	458	4952.068435	4823.59646	3985.401546	1107.02789	17	1
jobs.theguardian.com	554	2383.947974	2249.781194	1647.960763	0	17	1
jobs.theguardian.com	586	4568.585142	4514.393531	0	0	17	1
jobs.theguardian.com	682	4455.374573	4278.490701	1907.66388	580.9768455	17	1
jobs.theguardian.com	233	548.549905	414.2630913	0	0	17	1
jobs.theguardian.com	8	254.7812654	254.7812654	0	0	17	1
jobs.theguardian.com	40	2104.70486	1751.853513	0	0	17	1
jobs.theguardian.com	72	148.7658449	148.7658449	0	0	17	1
jobs.theguardian.com	104	52.27293165	45.218072	0	0	17	1
jobs.theguardian.com	328	89.87801155	89.87801155	0	0	17	1
jobs.theguardian.com	360	1520.30609	1474.394738	2829.180198	674.4725949	17	1
jobs.theguardian.com	392	2896.072134	2896.072134	0	0	17	1
jobs.theguardian.com	616	10489.57624	9113.158572	2601.028648	429.2684837	17	1
jobs.theguardian.com	840	37384.98036	36474.82106	16633.80438	3713.10573	17	1
jobs.theguardian.com	231	1256.138336	1256.138336	0	0	17	1
jobs.theguardian.com	807	354.1410527	354.1410527	0	0	17	1
jobs.theguardian.com	999	1260239.766	1182224.139	884976.516	652478.7948	17	1
jobs.theguardian.com	70	1910.467227	1727.726436	0	0	17	1
jobs.theguardian.com	262	281.8488671	281.8488671	0	0	17	1
jobs.theguardian.com	422	851.5896985	805.2104507	0	0	17	1
jobs.theguardian.com	454	1221.977066	1221.977066	0	0	17	1
jobs.theguardian.com	646	215.6684432	180.4889095	0	0	17	1
jobs.theguardian.com	710	9811.545293	8512.889229	7248.595044	3527.989138	17	1
jobs.theguardian.com	4	89.39929982	89.39929982	0	0	17	1
jobs.theguardian.com	36	5703.227944	5453.18375	6852.437846	2713.470092	17	1
jobs.theguardian.com	100	2042.614109	1984.339892	872.1369715	118.6108924	17	1
jobs.theguardian.com	196	799.391096	739.1227372	0	0	17	1
jobs.theguardian.com	356	13360.82494	12611.83931	13965.01888	7680.14964	17	1
jobs.theguardian.com	388	2310.693516	2133.577003	0	0	17	1
jobs.theguardian.com	484	2424.861612	2424.861612	6766.883054	1446.685162	17	1
jobs.theguardian.com	516	410.9735653	333.5026562	0	0	17	1
jobs.theguardian.com	548	145.7787373	145.7787373	0	0	17	1
jobs.theguardian.com	804	1316.060572	1270.356872	0	0	17	1
jobs.theguardian.com	643	1980.230267	1918.382336	943.5966527	162.2660078	17	1
jobs.theguardian.com	578	1776.526576	1698.978739	0	0	17	1
jobs.theguardian.com	642	6924.784928	6552.893164	1651.255595	215.2419009	17	1
jobs.theguardian.com	706	150.0264413	150.0264413	0	0	17	1
jobs.theguardian.com	834	20131.85436	20131.85436	0	0	17	1
jobs.theguardian.com	705	332.288835	332.288835	0	0	17	1
jobs.theguardian.com	32	1390.930424	1236.742856	138.785267	0	17	1
jobs.theguardian.com	96	239.3709559	214.5799573	0	0	17	1
jobs.theguardian.com	192	399.0883994	399.0883994	0	0	17	1
jobs.theguardian.com	288	2272.33837	1944.222253	0	0	17	1
jobs.theguardian.com	384	62.58213515	39.11383447	0	0	17	1
jobs.theguardian.com	480	689.2603815	689.2603815	0	0	17	1
jobs.theguardian.com	512	757.5239458	706.8794161	0	0	17	1
jobs.theguardian.com	608	4234.348357	4100.276295	2286.052475	948.0630075	17	1
jobs.theguardian.com	704	1316.127893	1199.470501	0	0	17	1
jobs.theguardian.com	736	54.29643193	54.29643193	0	0	17	1
jobs.theguardian.com	800	990.2967159	990.2967159	0	0	17	1
jobs.theguardian.com	31	282.0866512	282.0866512	0	0	17	1
jobs.theguardian.com	191	1381.207577	1208.653651	829.0121774	0	17	1
jobs.theguardian.com	703	219.0946884	219.0946884	946.4578782	139.3680678	17	1
jobs.theguardian.com	831	759.6924706	759.6924706	0	0	17	1
jobs.theguardian.com	158	1263.934765	1263.934765	0	0	17	1
jobs.theguardian.com	414	690.0639828	639.8851189	0	0	17	1
jobs.theguardian.com	702	1943.193794	1887.092079	5397.262266	1006.507318	17	1
jobs.theguardian.com	862	219.7540677	219.7540677	0	0	17	1
jobs.theguardian.com	894	928.9519287	928.9519287	0	0	17	1
jobs.theguardian.com	28	640.8355604	640.8355604	0	0	17	2
jobs.theguardian.com	60	94.07653695	94.07653695	0	0	17	2
jobs.theguardian.com	124	11530.52503	11171.82198	28391.86449	5188.234741	17	2
jobs.theguardian.com	156	963.3827255	963.3827255	0	0	17	2
jobs.theguardian.com	188	544.5018293	544.5018293	0	0	17	2
jobs.theguardian.com	348	2144.523951	2080.422367	0	0	17	2
jobs.theguardian.com	380	11991.25214	11484.43601	2570.656533	194.1775314	17	2
jobs.theguardian.com	604	349.2153567	349.2153567	0	0	17	2
jobs.theguardian.com	764	4502.496326	4478.446853	0	0	17	2
jobs.theguardian.com	860	120.1557797	120.1557797	0	0	17	2
jobs.theguardian.com	218	197.8017412	197.8017412	0	0	17	2
jobs.theguardian.com	250	17479.07483	15784.27631	0	0	17	2
jobs.theguardian.com	410	1355.737731	1268.002661	760.5861637	87.00216163	17	2
jobs.theguardian.com	634	6233.169352	5220.882065	0	0	17	2
jobs.theguardian.com	826	926071.9782	850970.2717	468859.5306	379660.9655	17	2
jobs.theguardian.com	858	786.3348569	643.3426478	0	0	17	2
jobs.theguardian.com	56	3181.619089	3090.194195	0	0	17	2
jobs.theguardian.com	120	174.9964029	174.9964029	0	0	17	2
jobs.theguardian.com	152	417.1369135	417.1369135	0	0	17	2
jobs.theguardian.com	344	2894.685929	2894.685929	1184.832517	105.8410923	17	2
jobs.theguardian.com	376	1679.039908	1572.827727	1517.531017	660.1442865	17	2
jobs.theguardian.com	440	279.512422	279.512422	0	0	17	2
jobs.theguardian.com	504	1311.451615	1267.57174	0	0	17	2
jobs.theguardian.com	760	49.52719607	49.52719607	0	0	17	2
jobs.theguardian.com	792	5058.750271	5058.750271	2671.670927	950.5863811	17	2
jobs.theguardian.com	246	1602.543521	1539.327974	0	0	17	2
jobs.theguardian.com	470	1823.86063	1823.86063	0	0	17	2
jobs.theguardian.com	566	3293.093755	3143.652006	0	0	17	2
jobs.theguardian.com	630	2952.525527	2672.235343	0	0	17	2
jobs.theguardian.com	662	1147.812929	1147.812929	0	0	17	2
jobs.theguardian.com	694	273.640436	273.640436	0	0	17	2
jobs.theguardian.com	20	704.6019005	704.6019005	0	0	17	2
jobs.theguardian.com	84	153.967992	153.967992	0	0	17	2
jobs.theguardian.com	116	123.6442371	123.6442371	0	0	17	2
jobs.theguardian.com	276	16337.26017	14861.15516	12668.56067	2526.233413	17	2
jobs.theguardian.com	372	7342.509366	6866.80565	14097.83035	1979.934654	17	2
jobs.theguardian.com	404	2355.517984	2218.785088	4886.612034	951.9643751	17	2
jobs.theguardian.com	724	10652.15373	10155.96799	23357.03802	3973.856719	17	2
jobs.theguardian.com	756	6354.404163	5813.986825	0	0	17	2
jobs.theguardian.com	788	805.2114345	805.2114345	0	0	17	2
jobs.theguardian.com	51	87.66421251	87.66421251	0	0	17	2
jobs.theguardian.com	499	500.023456	500.023456	0	0	17	2
jobs.theguardian.com	50	1396.498346	1396.498346	0	0	17	2
jobs.theguardian.com	434	498.4437318	450.0657298	0	0	17	2
jobs.theguardian.com	498	45.50845941	45.50845941	0	0	17	2
jobs.theguardian.com	690	188.9631095	188.9631095	0	0	17	2
jobs.theguardian.com	818	4181.552338	3916.014353	684.8981484	168.3033563	17	2
jobs.theguardian.com	882	317.2570286	317.2570286	0	0	17	2
jobs.theguardian.com	48	511.782642	511.782642	0	0	17	2
jobs.theguardian.com	112	207.5879903	207.5879903	0	0	17	2
jobs.theguardian.com	144	2040.42711	1889.252389	0	0	17	2
jobs.theguardian.com	208	1135.432435	1135.432435	0	0	17	2
jobs.theguardian.com	368	189.1338286	189.1338286	0	0	17	2
jobs.theguardian.com	400	547.0329586	547.0329586	0	0	17	2
jobs.theguardian.com	496	162.9200661	162.9200661	0	0	17	2
jobs.theguardian.com	528	11897.12079	10606.09649	2362.793072	261.1931412	17	2
jobs.theguardian.com	688	722.3840143	651.6346322	0	0	17	2
jobs.theguardian.com	752	3039.783171	2832.389604	0	0	17	2
jobs.theguardian.com	784	16393.70311	15524.13194	6787.388898	2651.946608	17	2
jobs.theguardian.com	591	170.2768494	170.2768494	0	0	17	2
jobs.theguardian.com	270	150.7817503	150.7817503	0	0	17	2
jobs.theguardian.com	398	133.1280298	133.1280298	0	0	17	2
jobs.theguardian.com	462	126.7636337	126.7636337	0	0	17	2
jobs.theguardian.com	686	665.4405227	665.4405227	0	0	17	2
jobs.theguardian.com	12	1577.342613	1296.159667	0	0	17	2
jobs.theguardian.com	44	203.7365008	203.7365008	0	0	17	2
jobs.theguardian.com	76	1692.892232	1692.892232	62.750432	0	17	2
jobs.theguardian.com	268	1175.115538	1175.115538	0	0	17	2
jobs.theguardian.com	300	4885.944694	4376.519811	843.8395415	228.5952661	17	2
jobs.theguardian.com	364	649.130917	551.9777809	0	0	17	2
jobs.theguardian.com	428	581.4438946	515.8073303	0	0	17	2
jobs.theguardian.com	524	476.7504615	476.7504615	0	0	17	2
jobs.theguardian.com	620	3795.741357	3596.568984	0	0	17	2
jobs.theguardian.com	716	1250.898697	1114.09153	0	0	17	2
jobs.theguardian.com	780	691.7845404	691.7845404	0	0	17	2
jobs.theguardian.com	203	5757.957253	4671.518225	0	0	17	2
jobs.theguardian.com	170	2499.376752	2291.569865	0	0	17	2
jobs.theguardian.com	426	847.5987091	847.5987091	0	0	17	2
jobs.theguardian.com	458	7156.618582	6574.007354	5939.7798	2235.669961	17	2
jobs.theguardian.com	554	5460.408572	5045.9737	0	0	17	2
jobs.theguardian.com	586	6150.610499	5699.033648	0	0	17	2
jobs.theguardian.com	682	3215.462624	3073.022941	2519.008299	935.0312535	17	2
jobs.theguardian.com	233	181.5655439	181.5655439	0	0	17	2
jobs.theguardian.com	8	75.63652015	75.63652015	0	0	17	2
jobs.theguardian.com	40	2169.539939	1584.234728	0	0	17	2
jobs.theguardian.com	72	893.491919	839.2568939	0	0	17	2
jobs.theguardian.com	104	28.76616692	24.32912885	0	0	17	2
jobs.theguardian.com	328	137.5851475	137.5851475	0	0	17	2
jobs.theguardian.com	360	2366.89896	2366.89896	8597.213973	2709.44079	17	2
jobs.theguardian.com	392	3561.740181	3561.740181	4951.015854	552.5600913	17	2
jobs.theguardian.com	616	5371.540347	5259.516497	1079.033066	74.98376106	17	2
jobs.theguardian.com	840	44101.33886	41746.17902	27699.87146	4194.886583	17	2
jobs.theguardian.com	231	612.1733786	612.1733786	0	0	17	2
jobs.theguardian.com	807	180.7112575	180.7112575	0	0	17	2
jobs.theguardian.com	999	1306087.903	1209772.158	669366.9829	426719.6552	17	2
jobs.theguardian.com	70	4451.776158	4153.024813	0	0	17	2
jobs.theguardian.com	422	1516.320854	1437.232159	0	0	17	2
jobs.theguardian.com	454	11298.08343	11298.08343	0	0	17	2
jobs.theguardian.com	646	626.78799	626.78799	0	0	17	2
jobs.theguardian.com	710	5596.991573	5165.756453	7331.659496	3565.761178	17	2
jobs.theguardian.com	4	113.0321602	113.0321602	0	0	17	2
jobs.theguardian.com	36	6397.891029	6397.891029	13005.75183	1207.952838	17	2
jobs.theguardian.com	100	2178.850912	2178.850912	0	0	17	2
jobs.theguardian.com	196	1129.387873	1129.387873	0	0	17	2
jobs.theguardian.com	356	19598.19958	19319.3323	14855.82048	9394.914812	17	2
jobs.theguardian.com	388	470.1674452	470.1674452	0	0	17	2
jobs.theguardian.com	484	1870.451317	1870.451317	2516.631033	300.170992	17	2
jobs.theguardian.com	516	296.9185003	296.9185003	0	0	17	2
jobs.theguardian.com	804	961.422114	949.5906045	1230.798265	222.9083704	17	2
jobs.theguardian.com	643	2426.858296	2426.858296	408.7134888	37.09833492	17	2
jobs.theguardian.com	418	28.46181911	28.46181911	0	0	17	2
jobs.theguardian.com	578	1704.658211	1631.177123	0	0	17	2
jobs.theguardian.com	642	4654.385064	4256.378081	1279.785031	237.5701951	17	2
jobs.theguardian.com	834	2528.561796	2363.945504	0	0	17	2
jobs.theguardian.com	705	234.6491305	156.9702284	0	0	17	2
jobs.theguardian.com	833	297.3461081	297.3461081	0	0	17	2
jobs.theguardian.com	32	1840.752873	1840.752873	0	0	17	2
jobs.theguardian.com	96	161.2838951	161.2838951	0	0	17	2
jobs.theguardian.com	288	1860.549276	1702.489271	0	0	17	2
jobs.theguardian.com	384	39.49226642	24.68266651	0	0	17	2
jobs.theguardian.com	480	620.1398962	620.1398962	0	0	17	2
jobs.theguardian.com	512	1945.382663	1945.382663	0	0	17	2
jobs.theguardian.com	608	4004.121614	3734.929988	2205.183435	968.6270905	17	2
jobs.theguardian.com	704	8230.57428	7412.097153	0	0	17	2
jobs.theguardian.com	736	141.4146899	141.4146899	0	0	17	2
jobs.theguardian.com	800	1321.696794	1261.125245	0	0	17	2
jobs.theguardian.com	832	343.0424093	343.0424093	0	0	17	2
jobs.theguardian.com	31	130.9296428	130.9296428	0	0	17	2
jobs.theguardian.com	191	1053.564131	987.9312871	705.6443378	153.5358677	17	2
jobs.theguardian.com	703	260.21829	260.21829	0	0	17	2
jobs.theguardian.com	158	752.7457702	752.7457702	406.5836456	111.5744995	17	2
jobs.theguardian.com	414	854.8454756	854.8454756	0	0	17	2
jobs.theguardian.com	446	441.5180383	441.5180383	0	0	17	2
jobs.theguardian.com	670	1498.585003	1498.585003	0	0	17	2
jobs.theguardian.com	702	2725.903838	2652.933247	2926.10598	227.9893525	17	2
jobs.theguardian.com	862	148.548694	148.548694	0	0	17	2
jobs.theguardian.com	894	297.4506737	297.4506737	0	0	17	2
jobs.theguardian.com	28	682.4594201	682.4594201	0	0	17	3
jobs.theguardian.com	124	12844.62406	12503.4427	8913.45039	3304.652376	17	3
jobs.theguardian.com	156	920.5858153	843.286649	0	0	17	3
jobs.theguardian.com	188	369.1032765	369.1032765	0	0	17	3
jobs.theguardian.com	348	585.2959742	585.2959742	0	0	17	3
jobs.theguardian.com	380	10935.05293	10510.04228	1504.008524	550.523798	17	3
jobs.theguardian.com	508	192.03627	192.03627	0	0	17	3
jobs.theguardian.com	604	1083.557187	1083.557187	0	0	17	3
jobs.theguardian.com	764	3999.513119	3872.695674	0	0	17	3
jobs.theguardian.com	860	91.82687099	91.82687099	0	0	17	3
jobs.theguardian.com	218	112.6204696	112.6204696	0	0	17	3
jobs.theguardian.com	250	17856.16497	16647.30343	0	0	17	3
jobs.theguardian.com	410	1523.494684	1523.494684	0	0	17	3
jobs.theguardian.com	442	340.4625986	340.4625986	0	0	17	3
jobs.theguardian.com	634	4455.670731	3983.457222	0	0	17	3
jobs.theguardian.com	826	856770.2361	788871.5881	540953.9216	406098.6448	17	3
jobs.theguardian.com	858	122.3026316	122.3026316	0	0	17	3
jobs.theguardian.com	56	3471.055843	3357.005506	0	0	17	3
jobs.theguardian.com	120	225.5972266	202.1427743	0	0	17	3
jobs.theguardian.com	152	804.1717316	804.1717316	0	0	17	3
jobs.theguardian.com	344	3166.752263	3077.657154	76.50205283	0	17	3
jobs.theguardian.com	376	1092.435418	1092.435418	3249.187154	1379.464429	17	3
jobs.theguardian.com	440	942.0381835	942.0381835	0	0	17	3
jobs.theguardian.com	504	2217.440918	2170.576347	0	0	17	3
jobs.theguardian.com	600	141.2069474	141.2069474	0	0	17	3
jobs.theguardian.com	760	106.0022872	106.0022872	0	0	17	3
jobs.theguardian.com	792	7646.109571	7534.023961	56.22898105	0	17	3
jobs.theguardian.com	887	68.01317099	68.01317099	0	0	17	3
jobs.theguardian.com	246	1507.782197	1507.782197	0	0	17	3
jobs.theguardian.com	470	499.5755967	499.5755967	0	0	17	3
jobs.theguardian.com	566	3554.698505	3476.890908	0	0	17	3
jobs.theguardian.com	598	333.2489558	333.2489558	0	0	17	3
jobs.theguardian.com	630	1502.273451	1502.273451	0	0	17	3
jobs.theguardian.com	52	360.7012125	360.7012125	0	0	17	3
jobs.theguardian.com	84	193.3173094	193.3173094	0	0	17	3
jobs.theguardian.com	116	240.5945876	240.5945876	0	0	17	3
jobs.theguardian.com	276	19731.36751	18152.59308	5669.666044	2671.888858	17	3
jobs.theguardian.com	340	101.2844522	101.2844522	0	0	17	3
jobs.theguardian.com	372	7223.169194	7014.29432	9299.670384	4884.357494	17	3
jobs.theguardian.com	404	2807.783589	2664.871322	11476.50436	5127.694918	17	3
jobs.theguardian.com	724	10083.50151	9752.215112	5356.840433	2633.827679	17	3
jobs.theguardian.com	756	9350.018938	8753.990694	0	0	17	3
jobs.theguardian.com	788	590.7964677	590.7964677	0	0	17	3
jobs.theguardian.com	51	364.7003071	364.7003071	0	0	17	3
jobs.theguardian.com	275	154.2035563	154.2035563	0	0	17	3
jobs.theguardian.com	50	1948.925825	1948.925825	0	0	17	3
jobs.theguardian.com	242	49.42374302	49.42374302	0	0	17	3
jobs.theguardian.com	434	261.1105972	261.1105972	0	0	17	3
jobs.theguardian.com	498	151.5722814	151.5722814	0	0	17	3
jobs.theguardian.com	690	295.3635176	184.6021985	0	0	17	3
jobs.theguardian.com	818	4985.855386	4714.492212	939.3454323	439.3517808	17	3
jobs.theguardian.com	48	797.4480377	672.6038041	0	0	17	3
jobs.theguardian.com	112	307.5137496	307.5137496	0	0	17	3
jobs.theguardian.com	144	1659.303305	1659.303305	0	0	17	3
jobs.theguardian.com	208	1786.810974	1786.810974	0	0	17	3
jobs.theguardian.com	368	309.0055527	233.8585286	0	0	17	3
jobs.theguardian.com	400	1069.434272	1069.434272	0	0	17	3
jobs.theguardian.com	496	168.1892967	168.1892967	0	0	17	3
jobs.theguardian.com	528	10157.67036	9660.312205	0	0	17	3
jobs.theguardian.com	624	2557.232751	2557.232751	0	0	17	3
jobs.theguardian.com	688	782.2563414	782.2563414	0	0	17	3
jobs.theguardian.com	752	2420.056689	2305.322464	0	0	17	3
jobs.theguardian.com	784	14506.65728	13814.54602	4958.078791	2438.802552	17	3
jobs.theguardian.com	591	317.0613903	317.0613903	0	0	17	3
jobs.theguardian.com	398	149.3424649	133.3910787	0	0	17	3
jobs.theguardian.com	462	344.1091696	344.1091696	0	0	17	3
jobs.theguardian.com	558	770.7324756	511.7356992	0	0	17	3
jobs.theguardian.com	686	75.6270515	75.6270515	0	0	17	3
jobs.theguardian.com	12	1914.875784	1772.760455	0	0	17	3
jobs.theguardian.com	76	6849.473854	6245.766177	6045.531692	2910.243431	17	3
jobs.theguardian.com	204	114.6534634	88.84239161	0	0	17	3
jobs.theguardian.com	268	768.0471504	768.0471504	0	0	17	3
jobs.theguardian.com	300	8078.040661	7302.799756	0	0	17	3
jobs.theguardian.com	332	35.33086281	35.33086281	0	0	17	3
jobs.theguardian.com	364	1205.154914	1205.154914	0	0	17	3
jobs.theguardian.com	428	356.5157376	319.2614647	0	0	17	3
jobs.theguardian.com	492	192.4324989	192.4324989	0	0	17	3
jobs.theguardian.com	524	310.351281	310.351281	0	0	17	3
jobs.theguardian.com	620	4108.375034	4003.380348	0	0	17	3
jobs.theguardian.com	716	1378.823367	1328.648761	0	0	17	3
jobs.theguardian.com	780	1131.151687	1131.151687	0	0	17	3
jobs.theguardian.com	203	2850.00274	2782.226504	0	0	17	3
jobs.theguardian.com	170	1462.737071	1462.737071	0	0	17	3
jobs.theguardian.com	458	7773.700693	7724.660438	5829.659406	2832.170359	17	3
jobs.theguardian.com	554	4511.386199	4131.414031	0	0	17	3
jobs.theguardian.com	586	7629.970503	7448.459978	0	0	17	3
jobs.theguardian.com	682	3854.723705	3854.723705	2841.544255	1340.326481	17	3
jobs.theguardian.com	233	418.4444349	418.4444349	0	0	17	3
jobs.theguardian.com	8	188.3605417	188.3605417	0	0	17	3
jobs.theguardian.com	40	3526.73804	2949.229619	0	0	17	3
jobs.theguardian.com	72	945.1700252	945.1700252	0	0	17	3
jobs.theguardian.com	104	213.3183052	213.3183052	0	0	17	3
jobs.theguardian.com	328	123.2418257	123.2418257	0	0	17	3
jobs.theguardian.com	360	2732.14351	2667.179195	2697.895344	1210.235073	17	3
jobs.theguardian.com	392	6351.114356	6351.114356	0	0	17	3
jobs.theguardian.com	616	4419.76428	4329.17977	1582.708961	689.688292	17	3
jobs.theguardian.com	776	167.4838633	167.4838633	0	0	17	3
jobs.theguardian.com	840	48724.91732	45760.35543	29713.17274	22298.68381	17	3
jobs.theguardian.com	231	1183.997587	1183.997587	0	0	17	3
jobs.theguardian.com	807	484.6200126	484.6200126	0	0	17	3
jobs.theguardian.com	999	1249351.65	1163386.296	676322.7388	481183.1968	17	3
jobs.theguardian.com	70	4149.567369	3366.108467	0	0	17	3
jobs.theguardian.com	422	1617.470863	1569.723943	0	0	17	3
jobs.theguardian.com	454	768.7312497	768.7312497	0	0	17	3
jobs.theguardian.com	646	62.38243971	62.38243971	0	0	17	3
jobs.theguardian.com	710	6133.296673	5633.843163	6979.963187	3326.490538	17	3
jobs.theguardian.com	4	1325.984484	1325.984484	0	0	17	3
jobs.theguardian.com	36	8066.947961	7572.335599	5181.029891	2568.72719	17	3
jobs.theguardian.com	100	883.1476796	883.1476796	0	0	17	3
jobs.theguardian.com	196	1288.223824	1288.223824	0	0	17	3
jobs.theguardian.com	356	20772.81776	20395.11175	16818.97002	11696.92862	17	3
jobs.theguardian.com	388	839.2388874	839.2388874	0	0	17	3
jobs.theguardian.com	484	953.080197	953.080197	912.26962	396.5292069	17	3
jobs.theguardian.com	516	832.6335976	832.6335976	0	0	17	3
jobs.theguardian.com	804	900.6181704	900.6181704	248.9505101	80.62977054	17	3
jobs.theguardian.com	643	2099.897701	1941.823586	381.4247192	154.0526285	17	3
jobs.theguardian.com	450	26.70376143	26.70376143	0	0	17	3
jobs.theguardian.com	578	525.9372331	525.9372331	0	0	17	3
jobs.theguardian.com	642	3838.662845	3572.205688	710.2316416	215.5970449	17	3
jobs.theguardian.com	706	679.4354542	630.4009867	0	0	17	3
jobs.theguardian.com	834	2203.683951	2163.725658	0	0	17	3
jobs.theguardian.com	32	591.6430901	591.6430901	0	0	17	3
jobs.theguardian.com	64	119.3215696	119.3215696	0	0	17	3
jobs.theguardian.com	96	391.5432351	391.5432351	0	0	17	3
jobs.theguardian.com	288	1638.977223	1585.066761	0	0	17	3
jobs.theguardian.com	320	470.7693496	470.7693496	0	0	17	3
jobs.theguardian.com	384	207.2690049	207.2690049	0	0	17	3
jobs.theguardian.com	480	729.9916313	660.229258	0	0	17	3
jobs.theguardian.com	512	1054.038862	1054.038862	0	0	17	3
jobs.theguardian.com	608	5387.302079	5233.713121	3192.017443	1695.606627	17	3
jobs.theguardian.com	704	9654.529259	9396.754845	0	0	17	3
jobs.theguardian.com	736	153.4157798	153.4157798	0	0	17	3
jobs.theguardian.com	800	1042.809937	1001.6985	0	0	17	3
jobs.theguardian.com	832	350.046663	350.046663	0	0	17	3
jobs.theguardian.com	31	76.26733449	76.26733449	0	0	17	3
jobs.theguardian.com	191	829.9509039	829.9509039	314.8249836	89.22615802	17	3
jobs.theguardian.com	703	1526.859506	1310.439976	0	0	17	3
jobs.theguardian.com	158	1971.383844	1907.228823	419.1402189	148.852863	17	3
jobs.theguardian.com	222	128.6716355	128.6716355	0	0	17	3
jobs.theguardian.com	414	742.1539474	742.1539474	0	0	17	3
jobs.theguardian.com	702	2985.985378	2741.605618	0	0	17	3
jobs.theguardian.com	894	89.64597328	89.64597328	0	0	17	3
jobs.theguardian.com	124	9243.791924	8851.842	0	0	17	4
jobs.theguardian.com	156	513.9370748	502.6402405	0	0	17	4
jobs.theguardian.com	316	169.8829115	169.8829115	0	0	17	4
jobs.theguardian.com	348	1370.527607	1370.527607	0	0	17	4
jobs.theguardian.com	380	12438.98681	12323.31827	20047.50608	9777.348724	17	4
jobs.theguardian.com	604	2004.973554	1799.018078	0	0	17	4
