monthlycountrydis.site	monthlycountrydis.country	monthlycountrydis.dvisits	monthlycountrydis.dusers	monthlycountrydis.mvisits	monthlycountrydis.musers	monthlycountrydis.year	monthlycountrydis.month
chitai-gorod.ru*	818	188.11188152656888	188.11188152656888	0.0	0.0	17	3
chitai-gorod.ru*	112	7012.80505644596	6684.069375504123	0.0	0.0	17	3
chitai-gorod.ru*	528	12103.099537701506	10894.562335975177	5047.963240972906	2693.515983105798	17	3
chitai-gorod.ru*	752	1580.9454483295115	1268.104701360379	0.0	0.0	17	3
chitai-gorod.ru*	398	4280.651839755327	4168.584074887442	0.0	0.0	17	3
chitai-gorod.ru*	76	195.49195367507542	195.49195367507542	0.0	0.0	17	3
chitai-gorod.ru*	268	2265.839307038882	1974.2826453918606	0.0	0.0	17	3
chitai-gorod.ru*	300	175.6538268196378	175.6538268196378	0.0	0.0	17	3
chitai-gorod.ru*	428	4247.121201745287	3800.998706860517	0.0	0.0	17	3
chitai-gorod.ru*	620	140.03082557148474	140.03082557148474	0.0	0.0	17	3
chitai-gorod.ru*	203	609.5463136800231	609.5463136800231	0.0	0.0	17	3
chitai-gorod.ru*	233	3400.5875631363488	2362.0703559339163	0.0	0.0	17	3
chitai-gorod.ru*	40	454.9123407521838	366.32314148146895	0.0	0.0	17	3
chitai-gorod.ru*	392	625.5908003445765	625.5908003445765	0.0	0.0	17	3
chitai-gorod.ru*	616	1530.6824265472314	1420.4390056369016	0.0	0.0	17	3
chitai-gorod.ru*	840	11942.188990824794	9503.709500230338	0.0	0.0	17	3
chitai-gorod.ru*	422	134.36052613287637	83.97532883304771	0.0	0.0	17	3
chitai-gorod.ru*	36	168.31932509715924	168.31932509715924	0.0	0.0	17	3
chitai-gorod.ru*	100	224.53602127731986	224.53602127731986	0.0	0.0	17	3
chitai-gorod.ru*	196	158.27947260906384	158.27947260906384	0.0	0.0	17	3
chitai-gorod.ru*	324	226.17693304175367	226.17693304175367	0.0	0.0	17	3
chitai-gorod.ru*	356	354.3176986494415	272.5520758841858	0.0	0.0	17	3
chitai-gorod.ru*	804	27551.552112499252	25871.55105104291	24523.524324666763	14433.235843065315	17	3
chitai-gorod.ru*	643	1764570.7487423534	1555778.5969815527	2096157.0793940967	1678422.5741810477	17	4
chitai-gorod.ru*	578	1510.3108978167386	1350.8095417266125	0.0	0.0	17	4
