ga_learningset.site	ga_learningset.country	ga_learningset.pageviewmobile	ga_learningset.pageviewonline	ga_learningset.uniqmobile	ga_learningset.uniqonline	ga_learningset.visitsmobile	ga_learningset.visitsonline	ga_learningset.est_visits_mobile	ga_learningset.est_visits_desktop	ga_learningset.month	ga_learningset.year
domnausievicha.ru	643	40716	27080	20496	8911	22454	9268	6119.336765	29047.96266	5	17
domodedovotown.ru	643	13691	15564	3931	4547	4615	5397	3700.799794	4521.948438	4	17
domofond.ru	643	3.38E+07	9.51E+07	2745940	3712761	3623314	5085008	4868793.921	5369190.245	4	17
domokna.ru	643	7277	16725	2230	4199	2508	4641	5538.200143	6453.9943	5	17
domokna.ru	643	5568	14954	1849	3349	2035	3750	4034.536733	3302.220217	6	17
domoplius.lt	643	7964	8267	602	783	722	987	1247.881401	2573.312799	5	17
domoplius.lt	643	9071	7004	768	790	934	908	861.4100289	2518.724531	6	17
domos.ru	643	23281	38337	5631	7916	6304	9301	9706.703655	4448.618404	4	17
domos.ru	643	17508	32762	4705	5788	5262	6865	7914.549324	8868.394017	5	17
domos.ru	643	20366	51240	5915	13032	6515	14230	9374.626114	14924.75447	6	17
domosti.ru	643	64981	92646	18739	29924	20384	33124	34174.46028	25280.7719	5	17
domosti.ru	643	64917	101406	19626	34034	21302	37216	34977.99951	23236.44786	6	17
domostroynn.ru	643	108187	174045	29771	44420	34355	51377	45834.84758	41869.37068	4	17
domostroynn.ru	643	100106	156773	25647	38594	29823	45104	39142.70584	44858.86295	5	17
domostroynn.ru	643	92543	134320	25409	34832	29278	40414	42125.58469	48412.12757	6	17
domotehnika.by	643	1105	1506	277	583	322	621	696.306523	3638.380485	4	17
domotehnika.by	643	458	3578	131	1808	139	1852	642.6859777	327.205802	5	17
domotekhnika.ru	643	281199	404189	47029	56184	56565	81128	98741.93022	102379.425	4	17
domotekhnika.ru	643	298478	393802	49916	57807	59693	76575	101608.9989	141730.1414	5	17
domotekhnika.ru	643	345058	430367	58901	63925	70041	83486	120040.4568	137816.5729	6	17
domovenok.su	643	80096	64836	20723	12177	24651	14523	15384.13333	22689.9551	4	17
domovenok.su	643	97473	60093	22618	11831	28749	14272	16577.06856	86149.52391	5	17
domovenok.su	643	249548	62888	29609	11732	58643	14872	14073.87455	77524.01328	6	17
domovita.by	643	19487	16229	2540	4436	3159	4906	3520.850732	6363.63385	4	17
domovita.by	643	20282	19777	2592	4723	3188	5335	3662.700563	6775.944502	5	17
domovita.by	643	14790	19473	2522	3742	3024	4259	3544.125565	1822.715158	6	17
domozon.by	643	574	2502	263	713	288	777	910.957095	7280.423972	6	17
dompick.ru	643	6394	8373	2028	2195	2199	2360	2432.224232	5664.452888	4	17
dompick.ru	643	6857	8955	2123	2334	2313	2518	2364.918351	2374.80757	5	17
dompodberem.ru	643	11468	19623	5348	8520	5782	9159	7598.584124	8369.356928	4	17
dompodberem.ru	643	11859	18112	5680	8357	6074	8910	8319.238795	11102.85931	5	17
dompodberem.ru	643	10229	16209	4977	7346	5350	7893	6638.216062	8649.381825	6	17
domru.ru	643	3996271	1.42E+07	728480	1658161	939739	2281151	3770414.564	6809956.259	4	17
domru.ru	643	1918141	9881574	349744	1384754	461616	2074296	3875620.291	6830027.206	5	17
domru.ru	643	3797036	1.34E+07	703785	1543399	901693	2351234	3773539.505	6393095.354	6	17
domson.ru	643	54150	99595	8419	12202	9940	14886	9096.245622	12147.31662	4	17
domson.ru	643	53295	90689	8219	11580	9756	13888	9351.009506	6249.115341	5	17
domson.ru	643	50917	83723	7927	10450	9311	12489	8982.639221	9147.400594	6	17
domstoy.ru	643	38174	42445	19273	23690	20580	24821	23382.22085	42815.45297	4	17
domstoy.ru	643	49099	49082	25282	28048	27161	29266	30128.62473	54560.26949	5	17
domstoy.ru	643	38756	34781	20325	20497	21790	21458	22377.50892	55598.03746	6	17
domvesta.ru	643	249611	289080	33724	32908	37548	37032	25820.34945	44417.97283	6	17
domvgovorovo.ru	643	111686	339544	28194	59837	33178	71848	44003.81147	33492.17819	4	17
domvgovorovo.ru	643	96896	280253	23918	50824	28323	60786	31573.79119	20745.49832	5	17
domvgovorovo.ru	643	55916	165733	13942	28620	16254	33697	21221.38593	13752.02523	6	17
domvkuzminkah.ru	643	58055	49169	24922	9328	31081	11060	6176.148628	93087.73552	4	17
domvkuzminkah.ru	643	76758	41115	34547	8637	42543	9944	5990.146861	163198.854	5	17
domvkuzminkah.ru	643	56322	30100	24906	6214	30437	7026	4440.571411	101977.9608	6	17
domvmnevnikah.ru	643	50390	32395	16169	6360	19650	7567	4105.786893	22675.50135	4	17
domvmnevnikah.ru	643	66572	34912	26689	6574	31393	7661	4399.140343	80731.45531	5	17
domvmnevnikah.ru	643	38985	33128	13334	7395	15742	8592	5042.693072	12628.23735	6	17
domvtroparevo.ru	643	87405	158423	29971	41142	33132	45671	25954.86739	15493.60864	4	17
domvtroparevo.ru	643	64457	101913	27885	34237	30950	37925	20420.29069	31280.18191	5	17
domvtroparevo.ru	643	23983	35981	13180	13212	14576	14775	10560.62442	20533.67522	6	17
domvvidnom.ru	643	70789	136460	27655	45330	32885	60934	41266.6526	39553.06052	4	17
domvvidnom.ru	643	68727	137141	29507	54931	35522	74212	39287.30178	65941.70962	5	17
domvvidnom.ru	643	58684	99083	30192	44137	36190	54269	34709.70144	71644.15695	6	17
don-plaza.ru	643	3800	9400	1761	2922	2004	3368	3144.351757	2762.290645	4	17
donatello.ru	643	19191	22538	5185	4013	5884	4594	6695.650438	7478.46635	5	17
donatello.ru	643	17114	18958	4688	3115	5253	3625	6411.637217	10231.2921	6	17
donatetoafrica.org	643	973	949	876	835	904	863	689.156197	8446.837874	4	17
donatetoafrica.org	643	1060	1020	924	930	968	962	760.8316049	7236.246037	5	17
donatetoafrica.org	643	824	844	712	774	743	791	477.0880773	8952.770366	6	17
donatmg.eu	643	12319	9600	10535	7237	11486	7512	4085.481561	16715.78146	4	17
donatmg.eu	643	20901	13883	18156	10631	19331	11000	5541.46433	32804.04051	5	17
donatmg.eu	643	3770	4007	2509	2323	3371	2511	1580.128511	15353.17107	6	17
donauzentrum.at	643	167	310	32	68	38	77	59.36549044	6551.305279	5	17
donbass.ua	643	47794	45866	37148	36314	39437	37785	36793.10274	91318.5745	4	17
donbass.ua	643	39880	40149	30040	30756	32211	32372	37646.10616	61195.54362	5	17
donbass.ua	643	43746	40871	33601	32397	35965	33754	37567.83996	66072.63347	6	17
donbio.ru	643	5137	23187	2760	10648	2862	10762	949.8093257	10773.02911	4	17
donfreeporn.com	643	8242	9536	2325	3266	2423	3393	5386.572379	8267.701668	4	17
donfreeporn.com	643	7456	7932	1821	2403	1897	2478	4773.656454	8977.249934	5	17
donfreeporn.com	643	6530	6830	1661	2038	1746	2097	3967.144328	4492.611783	6	17
donklephant.net	643	317	193	228	149	236	151	426.9592006	1766.439357	4	17
donklephant.net	643	196	125	154	106	161	106	270.7048858	2267.217958	5	17
donnaglamour.it	643	1706	834	95	360	116	360	59.0777038	3479.399372	5	17
donnaglamour.it	643	622	853	98	331	117	342	66.48299957	987.5368057	6	17
donnerdeal.com	643	355	479	239	131	321	173	180.3458427	8620.241622	5	17
donnerdeal.com	643	595	137	394	52	541	69	216.5250372	7763.342772	6	17
donorsearch.org	643	25806	43367	16766	29110	19920	35627	44217.93128	55733.54427	4	17
donorsearch.org	643	20915	35955	14219	24661	16489	29623	38608.66506	49641.7691	5	17
donorsearch.org	643	106922	127511	61898	60798	68314	67665	130919.1478	216783.1458	6	17
donquijote.org	643	5055	8204	2958	3560	3381	3951	5965.01997	23186.86103	4	17
donquijote.org	643	4694	7049	2772	3308	3131	3600	5639.652584	9050.144137	5	17
donquijote.org	643	4805	6386	2637	3074	2941	3389	4497.179473	14439.23141	6	17
dontpaniconline.com	643	8	263	8	206	8	216	756.9706091	4005.828042	4	17
dontsova.ru	643	17514	18068	3550	2418	3936	2586	3274.882137	13315.39034	4	17
dontsova.ru	643	14513	13695	2771	1771	3114	1899	2532.734148	10128.84562	5	17
dontsova.ru	643	15393	15082	2804	1972	3095	2133	3269.044021	8484.863905	6	17
doordash.com	643	105	945	105	945	105	945	1893.491234	4505.703213	5	17
doordash.com	643	392	4022	392	2300	392	2492	855.5196669	0	6	17
doorlock.ru	643	7663	46979	2817	12559	3091	15326	11591.82203	9803.898262	6	17
dop-center.ru	643	13354	20330	6929	8870	7481	9678	13557.31294	17847.03195	4	17
dop-center.ru	643	12279	18834	6303	8182	6861	8903	13529.65844	26704.9529	5	17
dop-center.ru	643	11697	17089	6192	7530	6701	8220	12964.13023	8232.967978	6	17
dopomoga.ua	643	272	539	185	322	196	331	382.9181274	0	4	17
dopomoga.ua	643	305	528	154	354	161	365	295.6578938	0	5	17
dore.ua	643	531	953	213	595	217	623	746.2793572	1152.777583	4	17
doreenbeads.com	643	42	1568	26	440	28	503	2381.313047	16421.79613	5	17
doreenbeads.com	643	29	1811	22	432	23	498	1888.129315	13930.34294	6	17
dorian.ru	643	74082	166830	15910	28191	18653	34362	24217.48379	4884.599229	4	17
dorian.ru	643	71069	161825	15029	26579	17520	32548	25089.56165	34469.36839	5	17
dorian.ru	643	76337	176008	16908	30067	19786	36497	31056.27327	66316.63556	6	17
dorkly.com	643	10284	15869	4848	6369	5652	7340	27404.57044	11218.69049	4	17
dorkly.com	643	9688	15949	4189	6002	5005	6888	26098.11096	57220.59985	5	17
dorkly.com	643	10604	14760	4601	5586	5516	6359	23597.85156	70254.15801	6	17
dorkomteh.ru	643	7202	28171	4637	15259	5042	16657	15672.75623	4485.524878	4	17
dorkomteh.ru	643	7959	30284	5084	15431	5567	16947	14124.74636	21403.63642	5	17
dorkomteh.ru	643	8462	27512	5586	14572	6051	15984	13663.97743	8132.873035	6	17
dorognoe.ru	643	204417	553055	76427	240377	112650	460659	205405.9488	127971.2148	4	17
dorognoe.ru	643	226827	512054	83665	225964	120553	436812	211915.0878	161664.7118	5	17
dorognoe.ru	643	224443	496200	84993	222014	127311	421058	213359.7023	159129.7345	6	17
doskaigra.ru	643	3473	2042	2653	1626	3006	1864	2143.191924	1644.851665	4	17
dosok.net	643	8705	10115	3331	3567	3517	3737	7180.243325	4776.885004	4	17
dosok.net	643	8747	9476	3207	3240	3411	3386	6407.335426	23752.83445	5	17
dosok.net	643	7010	7351	2662	2698	2847	2820	5715.769402	7655.862886	6	17
dosrost-61.ru	643	61027	20725	6271	2529	7597	2888	2949.265127	12804.19018	5	17
dosrost-61.ru	643	85411	24475	10726	3258	12634	3654	4473.472114	11428.29281	6	17
dost.ru	643	6829	15897	4354	9171	4575	9502	8709.982247	13571.16838	4	17
dost.ru	643	7363	18479	4820	10602	5047	10983	11853.0296	22575.34076	5	17
dost.ru	643	19046	24107	8946	11713	9526	12225	11232.04338	44000.15162	6	17
dostavka-alendvic.ru	643	67972	62151	6801	5817	7938	6624	9070.417322	8189.454739	6	17
dostavka-tsvetov.com	643	72017	65833	10393	7864	11979	9343	10506.80439	21811.05732	5	17
dostavka-tsvetov.com	643	59127	51607	9327	6237	10687	7378	8489.593001	16495.90511	6	17
dostavka05.ru	643	257163	66497	27722	5435	36417	7311	12498.88044	50299.28223	4	17
dostavka05.ru	643	66955	15750	6972	1164	9733	1575	10792.05638	76635.39789	6	17
dostavka1.com	643	43919	35728	8072	8073	9369	9164	9335.373048	7339.697543	5	17
dostavka1.com	643	43974	35322	7966	8186	9202	9288	10526.17799	5784.910379	6	17
dostavkalinz.ru	643	13938	24705	2603	4161	3100	4923	4812.622933	22648.48929	5	17
dostavkalinz.ru	643	15130	39443	3407	10084	3821	10735	5001.716273	4027.865311	6	17
dostavkatsvetov.org	643	17628	32582	5238	7092	5828	8400	6591.099993	7470.302643	5	17
dostavkatsvetov.org	643	16494	39449	4622	7026	5200	8534	5944.999073	8054.521778	6	17
dostupokna.ru	643	39860	42099	5710	10822	6849	13217	14077.78814	18856.66591	4	17
dostupokna.ru	643	39665	47471	5999	11560	7490	14156	16588.66559	17964.65578	5	17
dostupokna.ru	643	29018	50968	6858	12270	8430	15257	16048.54104	20960.28525	6	17
dostyp.com.ua	643	713	1809	473	1101	498	1161	2900.60919	0	6	17
dosug-abakan.ru	643	14567	13005	6372	4850	7145	5479	4473.184455	25040.94465	4	17
dosug-abakan.ru	643	18340	15012	8949	6301	9906	7086	7087.096867	24936.61089	5	17
dosug-abakan.ru	643	18796	14202	10159	6710	11162	7405	8044.563019	44857.61304	6	17
dot.gov	643	297	4255	244	1340	251	1576	6648.848056	5782.362821	4	17
dot.gov	643	350	4186	161	1385	182	1579	5708.138459	5648.428354	5	17
dota2bestyolo.com	643	471521	1027616	22782	37192	71179	103022	129751.2309	75753.4188	4	17
dota2bestyolo.com	643	354346	834004	18787	31972	56319	87170	111648.3099	49178.15609	5	17
dota2bestyolo.com	643	254951	747319	16407	30529	45592	82505	111297.9694	39381.27699	6	17
dotabuff.com	643	1933055	1.07E+07	286764	1073995	453877	2301104	2472334.863	903587.7281	4	17
dotabuff.com	643	2181475	1.25E+07	302977	1205337	499176	2531291	2874465.863	1037495.399	5	17
dotabuff.com	643	1800544	1.25E+07	267249	1169303	430393	2541275	2846506.703	864200.5861	6	17
dotandbo.com	643	858	1168	325	301	353	335	547.9043823	2017.911933	4	17
dotandbo.com	643	843	1161	263	268	297	307	372.9298956	1963.406058	5	17
dotcms.com	643	2226	3139	782	960	868	1090	724.6597157	8076.727269	4	17
dotcms.com	643	1344	3327	472	720	510	877	399.2405139	12098.79397	5	17
dotmed.com	643	654	10604	154	2777	229	4159	4662.014695	0	4	17
dotmed.com	643	593	11015	150	2581	212	3831	4920.506735	0	5	17
dotmed.com	643	634	11600	153	2615	210	3900	4607.263283	0	6	17
dotmsr.com	643	1702	3095	1167	2467	1305	2564	276.6597231	23000.09699	5	17
dotmsr.com	643	701	1265	569	1123	635	1135	229.5727159	6618.209595	6	17
dou.ua	643	21218	70117	13035	37290	14518	42436	132049.9995	49409.89986	5	17
dou.ua	643	20008	66513	12873	34287	14368	39878	137568.2528	27698.57432	6	17
doublecheck.ch	643	1009	192	861	156	954	168	85.50549565	5770.11263	4	17
doublecheck.ch	643	811	193	708	131	779	138	88.40366135	9349.771903	5	17
doublecheck.ch	643	612	152	516	103	565	106	66.90596204	8791.404809	6	17
doutissima.com.br	643	506	626	296	586	304	586	126.7495952	3361.898837	4	17
dovanusala.lt	643	84	88	24	54	29	58	55.53993532	1409.166488	5	17
doverie-tv.ru	643	16224	27738	6498	8222	7586	9857	11614.39467	35188.51038	5	17
doverie-tv.ru	643	14884	24033	5517	7063	6456	8539	10342.30081	23617.0569	6	17
doveriemed.com	643	2792	2279	1396	955	1529	1027	2116.804886	8289.36409	4	17
doveriemed.com	643	2578	1874	1160	866	1291	944	1926.849386	10936.05418	5	17
doveriemed.com	643	2108	1523	1195	786	1309	824	1408.608646	11800.86785	6	17
doviz.com	643	1276	103890	513	3698	894	5033	1997.704902	6881.580553	4	17
doviz.com	643	270	60094	140	4089	150	5645	2126.962436	3329.554636	5	17
doviz.com	643	555	113081	351	4760	402	6641	1922.701202	0	6	17
downhill24.bike	643	104	116	34	53	37	54	109.4961927	4209.284372	5	17
download-music-vkontakte.org	643	183542	1767262	141876	836261	151863	965015	817669.5431	1478135.231	5	17
download-music-vkontakte.org	643	238834	1849624	185351	855721	198214	1004054	868078.4866	1138188.941	6	17
download-torrent-now.com	643	54	226	33	166	33	170	191.5772418	942.5473858	4	17
download.ru	643	1408	13637	883	10223	1008	11208	13783.79214	4618.747505	4	17
download.ru	643	1652	13068	929	9609	1071	10417	14748.88532	22633.87241	5	17
download.ru	643	2125	12588	1113	8874	1300	9815	15318.35091	4162.512309	6	17
downstreamtoday.com	643	33	235	19	98	22	134	954.8197057	0	4	17
doxxod.com	643	1374	24984	1090	19849	1141	20705	34033.01414	10815.56048	5	17
dozor.com.ua	643	671	722	558	642	581	676	2098.000736	4803.834773	4	17
dozor.com.ua	643	426	548	353	512	376	577	1455.337055	0	5	17
dozor.com.ua	643	422	472	336	432	367	463	1366.238947	0	6	17
dozor.kharkov.ua	643	2806	24497	2160	15706	2263	16624	7026.769262	18957.88738	4	17
dozor.kharkov.ua	643	2684	21095	2204	12630	2251	13355	6772.265097	7357.827766	5	17
dozor.kharkov.ua	643	3381	21901	2926	14942	2972	15646	7515.925282	9331.032597	6	17
dp.ru	643	2716343	4917312	1603220	1741280	1749644	1970868	2444991.269	1114954.699	4	17
dp.ru	643	1922274	3425483	1154088	1223749	1261967	1396041	1996230.16	829371.2043	5	17
dp.ru	643	2337177	3490607	1080731	1204702	1183865	1379169	2012630.042	944708.0719	6	17
dpd.kz	643	1665	3132	687	1302	858	1655	2476.548888	5416.535189	4	17
dpd.kz	643	1635	3050	678	1271	839	1580	2964.860598	471.2912671	5	17
dpd.ru	643	437871	2289739	135872	363978	173768	575764	513658.3542	390781.1051	4	17
dpd.ru	643	422996	2272408	134427	360629	172092	574619	491358.6415	449098.4215	5	17
dpd.ru	643	396429	2198872	129822	347373	164073	557577	499606.0272	300217.4875	6	17
dpflixxx.com	643	607	1135	100	183	102	188	372.881897	0	5	17
dpflixxx.com	643	626	1076	148	212	149	217	240.4864925	0	6	17
draganchuk.com.ua	643	79	32	25	18	30	18	52.19168692	3729.357844	6	17
dragonage.com	643	1136	7836	253	1336	294	1455	5186.401618	0	4	17
dragonballpunch.com	643	205	354	124	214	131	233	604.6928324	0	5	17
dramabeans.com	643	7275	11403	1532	2299	2880	4388	4542.742152	5514.815929	4	17
dramabeans.com	643	2482	11983	1151	2363	1350	3952	6818.422389	6004.564927	5	17
dramabeans.com	643	2685	8864	1139	2219	1378	3707	7406.269883	2591.508851	6	17
drawingreferences.com	643	41	194	34	99	34	107	338.0985402	1051.676385	5	17
drawingtutorials101.com	643	1545	5952	426	701	619	924	3474.140957	11204.38898	4	17
drawingtutorials101.com	643	1876	3020	646	739	742	862	3839.654974	6631.7431	5	17
draxe.com	643	2038	7765	1631	4588	1751	4924	5557.55113	5011.616403	4	17
draxe.com	643	2239	4462	1501	2980	1675	3449	6027.006769	11599.11474	5	17
draxe.com	643	2771	6040	1985	3509	2216	4115	7277.546985	4397.304111	6	17
dream-makers.com.ua	643	142	332	90	172	93	176	184.015841	3229.625363	4	17
dream-ts.com	643	2560	5240	810	957	966	1280	6474.562106	194.6304703	6	17
dream11.com	643	246	82	246	82	246	82	76.92545917	7621.315541	6	17
dreambikes.ru	643	184264	217225	84420	73489	98487	84491	134881.4107	171126.8078	5	17
dreambikes.ru	643	80280	99442	39222	35829	45738	40770	79920.42132	78038.04755	6	17
dreamcss.com	643	261	2481	179	620	204	881	1562.870931	4392.904818	4	17
dreamers.id	643	144	344	97	263	101	271	900.8073254	3706.971666	4	17
dreamers.id	643	71	352	57	279	57	279	653.5428537	159.4665546	5	17
dreamies.ru	643	18586	23348	15557	19670	16133	20046	8105.443794	80218.59917	4	17
dreamies.ru	643	21053	24934	17494	21731	18315	22160	10706.50271	61452.44208	5	17
dreamies.ru	643	19043	25697	15903	22759	16709	23129	9242.60718	65492.88356	6	17
dreamincode.net	643	547	8485	422	6855	475	7529	33129.39068	20644.79135	4	17
dreamincode.net	643	573	8201	427	6555	479	7206	33528.43776	0	5	17
dreamkas.ru	643	63680	393151	23640	77482	28950	103487	136153.6977	67246.76954	4	17
dreamkas.ru	643	59187	444991	21336	83894	26066	112595	146178.8595	57719.55061	5	17
dreamkas.ru	643	87307	577823	30593	113516	36779	150415	214817.655	73530.43801	6	17
dreamkyiv.com	643	159	144	130	117	133	121	197.3100388	3406.803047	4	17
dreamkyiv.com	643	143	141	121	119	123	126	292.9646339	3273.525735	5	17
dreamkyiv.com	643	108	97	104	81	104	83	143.3096909	1205.487645	6	17
dreamland.ge	643	944	2392	269	784	320	834	225.1069689	18675.57747	4	17
dreamland.ge	643	1418	5190	351	881	409	1026	541.2553271	2518.354356	5	17
dreamland.ge	643	1311	4445	374	865	434	986	783.5073848	15553.22411	6	17
dreamleaguesoccer-kits.com	643	742	52	503	42	559	44	134.5347292	12083.03928	5	17
dreams.co.uk	643	186	622	126	279	129	294	349.8750584	8041.036132	5	17
dreams.co.uk	643	204	619	113	241	117	252	309.7805203	1807.679852	6	17
dreamscasino.com	643	62	627	13	69	14	80	266.4803606	0	5	17
dreamscasino.com	643	89	945	23	97	27	118	256.477417	0	6	17
dreamshoes.in.ua	643	1787	2015	515	510	544	532	912.1832808	14236.97299	6	17
dreamstime.com	643	184364	1254773	72869	192074	86960	294478	694434.2756	351219.2797	5	17
dreamstime.com	643	170932	1344885	68466	177938	80897	281603	659406.1376	351685.8549	6	17
dreamteamfc.com	643	166	117	26	30	46	38	1262.709154	5105.870945	5	17
dreamteamfc.com	643	3	62	3	16	3	17	2472.622302	3985.03013	6	17
dreamturk.com.tr	643	144	401	40	95	47	136	141.9298855	2014.476147	5	17
dreamturk.com.tr	643	64	121	21	52	25	59	111.7405395	15506.8689	6	17
dreamtv.com.tr	643	282	196	98	89	125	104	240.1758238	0	5	17
dress-trends.com	643	422	582	339	364	348	376	658.0228453	2642.505707	4	17
dress-trends.com	643	142	361	117	270	120	281	645.2589478	1242.991094	5	17
dressgal.com	643	2479	4118	754	1087	832	1259	1471.54983	16828.51259	4	17
dressgal.com	643	1864	3018	547	840	625	999	1427.157191	5884.82346	5	17
dressgal.com	643	1863	2329	448	626	525	823	914.2231407	8362.820297	6	17
dresslily.com	643	6179	77678	1715	14364	1839	16835	15618.26808	56221.51127	4	17
dresslily.com	643	7503	100435	1899	15042	2160	17795	17325.84498	10638.61022	5	17
dresslink.com	643	80723	129025	16244	18500	18999	22598	28889.94993	116878.8062	4	17
dresslink.com	643	78487	127104	13713	17968	15963	22239	28623.90412	161569.2172	5	17
dresslink.com	643	28507	42575	7357	8973	8354	10777	25338.974	126207.7433	6	17
dressone.ru	643	143339	218726	30929	60738	36273	65538	13630.9349	14263.00295	4	17
dressone.ru	643	135582	201175	29308	59078	35134	63856	13622.53038	21437.319	5	17
dressone.ru	643	137699	230062	31700	71593	37461	76608	14510.73406	12472.74025	6	17
dressupmix.com	643	3983	237781	1888	97124	2267	137954	48244.34368	25203.86599	4	17
dressupmix.com	643	3545	196726	2219	122236	2873	173402	43232.79269	22858.83941	5	17
dressupmix.com	643	2373	188040	2381	148421	2952	212019	40688.65053	4501.077782	6	17
dresswe.com	643	2699	2373	704	768	785	812	1181.25338	4953.494714	4	17
dresswe.com	643	488	847	210	311	219	323	1283.677967	2635.669356	5	17
