monthlycountrydis.site	monthlycountrydis.country	monthlycountrydis.dvisits	monthlycountrydis.dusers	monthlycountrydis.mvisits	monthlycountrydis.musers	monthlycountrydis.year	monthlycountrydis.month
zavvi.com	203	0.0	0.0	2117.2974858382563	0.0	17	1
zavvi.com	191	0.0	0.0	4548.899477126375	0.0	17	1
zavvi.com	703	0.0	0.0	0.0	0.0	17	1
zavvi.com	643	0.0	0.0	0.0	0.0	17	1
zavvi.com	36	0.0	0.0	4576.379211989104	0.0	17	1
zavvi.com	356	0.0	0.0	0.0	0.0	17	1
zavvi.com	484	0.0	0.0	4898.835332211032	0.0	17	1
zavvi.com	804	0.0	0.0	0.0	0.0	17	1
zavvi.com	76	0.0	0.0	1462.893369057444	0.0	17	1
zavvi.com	300	0.0	0.0	2471.8750191964864	0.0	17	1
zavvi.com	620	0.0	0.0	4807.09459367286	0.0	17	1
zavvi.com	528	0.0	0.0	0.0	0.0	17	1
zavvi.com	752	0.0	0.0	148649.57895844337	0.0	17	1
zavvi.com	246	0.0	0.0	26756.254328366864	0.0	17	2
zavvi.com	191	0.0	0.0	4115.037260818005	0.0	17	2
zavvi.com	703	0.0	0.0	0.0	0.0	17	2
zavvi.com	616	0.0	0.0	0.0	0.0	17	2
zavvi.com	840	0.0	0.0	15279.676641366686	0.0	17	2
zavvi.com	578	0.0	0.0	0.0	0.0	17	3
zavvi.com	528	0.0	0.0	0.0	0.0	17	3
zavvi.com	752	0.0	0.0	79304.43444519286	0.0	17	3
zavvi.com	784	0.0	0.0	509.397544603755	0.0	17	3
zavvi.com	246	0.0	0.0	0.0	0.0	17	3
zavvi.com	344	0.0	0.0	17347.20283228036	0.0	17	3
zavvi.com	792	0.0	0.0	0.0	0.0	17	3
zavvi.com	76	0.0	0.0	3006.066829487521	0.0	17	4
zavvi.com	620	0.0	0.0	0.0	0.0	17	4
zavvi.com	124	0.0	0.0	24702.353756056105	0.0	17	4
zavvi.com	380	0.0	0.0	0.0	0.0	17	4
zavvi.com	764	0.0	0.0	8656.165134311614	0.0	17	4
zavvi.com	158	0.0	0.0	7301.4288180371095	0.0	17	5
zavvi.com	818	0.0	0.0	0.0	0.0	17	5
zavvi.com	36	0.0	0.0	0.0	0.0	17	5
zavvi.com	804	0.0	0.0	0.0	0.0	17	5
zavvi.com	554	0.0	0.0	0.0	0.0	17	5
zavvi.com	276	0.0	0.0	59502.37480971751	0.0	17	5
zavvi.com	372	0.0	0.0	38162.52573959069	0.0	17	5
zavvi.com	724	0.0	0.0	10087.638521487479	0.0	17	5
zavvi.com	756	0.0	0.0	0.0	0.0	17	5
zavvi.com	999	0.0	0.0	731012.128383128	0.0	17	5
zavvi.com	36	0.0	0.0	0.0	0.0	17	6
zavvi.com	356	0.0	0.0	2122.8728950561754	0.0	17	6
zavvi.com	484	0.0	0.0	1562.220529888581	0.0	17	6
zavvi.com	804	0.0	0.0	0.0	0.0	17	6
zavvi.com	999	0.0	0.0	715651.5707481898	0.0	17	1
zavvi.com	999	0.0	0.0	450398.04340920964	0.0	17	2
zavvi.com	807	0.0	0.0	0.0	0.0	17	1
zavvi.com	246	0.0	0.0	0.0	0.0	17	1
zavvi.com	710	0.0	0.0	1060.9358556581801	0.0	17	1
zavvi.com	578	0.0	0.0	0.0	0.0	17	1
zavvi.com	32	0.0	0.0	0.0	0.0	17	1
zavvi.com	608	0.0	0.0	552.8079544246432	0.0	17	1
zavvi.com	250	0.0	0.0	7250.880320602952	0.0	17	1
zavvi.com	410	0.0	0.0	1540.7476131612304	0.0	17	1
zavvi.com	826	0.0	0.0	375521.22573461296	0.0	17	1
zavvi.com	554	0.0	0.0	0.0	0.0	17	1
zavvi.com	124	0.0	0.0	0.0	0.0	17	1
zavvi.com	156	0.0	0.0	17705.728669780583	0.0	17	1
zavvi.com	348	0.0	0.0	10502.59878412652	0.0	17	1
zavvi.com	380	0.0	0.0	9024.44133915707	0.0	17	1
zavvi.com	203	0.0	0.0	0.0	0.0	17	2
zavvi.com	276	0.0	0.0	22226.388362887	0.0	17	1
zavvi.com	372	0.0	0.0	41136.98309831839	0.0	17	1
zavvi.com	724	0.0	0.0	15376.790233496296	0.0	17	1
zavvi.com	233	0.0	0.0	0.0	0.0	17	2
zavvi.com	807	0.0	0.0	0.0	0.0	17	2
zavvi.com	158	0.0	0.0	1795.354361822796	0.0	17	2
zavvi.com	152	0.0	0.0	1299.2535293659985	0.0	17	1
zavvi.com	440	0.0	0.0	683.2457618495117	0.0	17	1
zavvi.com	792	0.0	0.0	1970.2792535492874	0.0	17	1
zavvi.com	578	0.0	0.0	0.0	0.0	17	2
zavvi.com	616	0.0	0.0	3515.184551048523	0.0	17	1
zavvi.com	840	0.0	0.0	32751.226238615458	0.0	17	1
zavvi.com	643	0.0	0.0	13825.346311754323	0.0	17	2
zavvi.com	250	0.0	0.0	0.0	0.0	17	2
zavvi.com	410	0.0	0.0	1596.2613690515377	0.0	17	2
zavvi.com	826	0.0	0.0	292576.897662155	0.0	17	2
zavvi.com	32	0.0	0.0	0.0	0.0	17	2
zavvi.com	528	0.0	0.0	0.0	0.0	17	2
zavvi.com	752	0.0	0.0	0.0	0.0	17	2
zavvi.com	784	0.0	0.0	4375.522293732285	0.0	17	2
zavvi.com	458	0.0	0.0	0.0	0.0	17	2
zavvi.com	554	0.0	0.0	0.0	0.0	17	2
zavvi.com	76	0.0	0.0	2360.832137212837	0.0	17	2
zavvi.com	300	0.0	0.0	2419.8597001422168	0.0	17	2
zavvi.com	428	0.0	0.0	0.0	0.0	17	2
zavvi.com	620	0.0	0.0	17439.468928769387	0.0	17	2
zavvi.com	124	0.0	0.0	14287.577908015155	0.0	17	2
zavvi.com	156	0.0	0.0	25399.938191278925	0.0	17	2
zavvi.com	348	0.0	0.0	6224.466963073268	0.0	17	2
zavvi.com	380	0.0	0.0	2287.7523183689236	0.0	17	2
zavvi.com	276	0.0	0.0	3572.9650187260104	0.0	17	2
zavvi.com	372	0.0	0.0	0.0	0.0	17	2
zavvi.com	724	0.0	0.0	13284.536622495043	0.0	17	2
zavvi.com	36	0.0	0.0	0.0	0.0	17	2
zavvi.com	100	0.0	0.0	0.0	0.0	17	2
zavvi.com	356	0.0	0.0	659.1722778278936	0.0	17	2
zavvi.com	484	0.0	0.0	0.0	0.0	17	2
zavvi.com	804	0.0	0.0	0.0	0.0	17	2
zavvi.com	152	0.0	0.0	0.0	0.0	17	2
zavvi.com	344	0.0	0.0	0.0	0.0	17	2
zavvi.com	792	0.0	0.0	2141.1231142325537	0.0	17	2
zavvi.com	233	0.0	0.0	0.0	0.0	17	3
zavvi.com	158	0.0	0.0	2291.0833069562073	0.0	17	3
zavvi.com	807	0.0	0.0	0.0	0.0	17	3
zavvi.com	191	0.0	0.0	0.0	0.0	17	3
zavvi.com	703	0.0	0.0	0.0	0.0	17	3
zavvi.com	818	0.0	0.0	995.2099596048153	0.0	17	3
zavvi.com	218	0.0	0.0	1529.6146717175557	0.0	17	3
zavvi.com	250	0.0	0.0	36840.805637707155	0.0	17	3
zavvi.com	410	0.0	0.0	0.0	0.0	17	3
zavvi.com	826	0.0	0.0	227206.76324444092	0.0	17	3
zavvi.com	458	0.0	0.0	0.0	0.0	17	3
zavvi.com	608	0.0	0.0	2828.443254205389	0.0	17	3
zavvi.com	704	0.0	0.0	0.0	0.0	17	3
zavvi.com	76	0.0	0.0	4366.937075557918	0.0	17	3
zavvi.com	300	0.0	0.0	3457.513862897907	0.0	17	3
zavvi.com	620	0.0	0.0	4452.505029883056	0.0	17	3
zavvi.com	124	0.0	0.0	1088.459660171895	0.0	17	3
zavvi.com	156	0.0	0.0	11349.533171589188	0.0	17	3
zavvi.com	348	0.0	0.0	0.0	0.0	17	3
zavvi.com	380	0.0	0.0	5494.950381579234	0.0	17	3
zavvi.com	276	0.0	0.0	13900.236501051679	0.0	17	3
zavvi.com	372	0.0	0.0	0.0	0.0	17	3
zavvi.com	724	0.0	0.0	581.9909528614887	0.0	17	3
zavvi.com	36	0.0	0.0	0.0	0.0	17	3
zavvi.com	100	0.0	0.0	0.0	0.0	17	3
zavvi.com	356	0.0	0.0	350.3151627829616	0.0	17	3
zavvi.com	484	0.0	0.0	2804.4260098517884	0.0	17	3
zavvi.com	804	0.0	0.0	0.0	0.0	17	3
zavvi.com	616	0.0	0.0	7760.97996430752	0.0	17	3
zavvi.com	840	0.0	0.0	55916.9274280476	0.0	17	3
zavvi.com	158	0.0	0.0	16704.975403767232	0.0	17	4
zavvi.com	807	0.0	0.0	0.0	0.0	17	4
zavvi.com	214	0.0	0.0	213.06009645084688	0.0	17	4
zavvi.com	246	0.0	0.0	0.0	0.0	17	4
zavvi.com	703	0.0	0.0	0.0	0.0	17	4
zavvi.com	710	0.0	0.0	896.0339180005233	0.0	17	4
zavvi.com	818	0.0	0.0	187.7195544196805	0.0	17	4
zavvi.com	578	0.0	0.0	0.0	0.0	17	4
zavvi.com	643	0.0	0.0	3502.62975341412	0.0	17	4
zavvi.com	218	0.0	0.0	407.68108090226946	0.0	17	4
zavvi.com	250	0.0	0.0	5113.617737096578	0.0	17	4
zavvi.com	410	0.0	0.0	0.0	0.0	17	4
zavvi.com	826	0.0	0.0	295394.841734339	0.0	17	4
zavvi.com	528	0.0	0.0	0.0	0.0	17	4
zavvi.com	752	0.0	0.0	123431.93405740651	0.0	17	4
zavvi.com	784	0.0	0.0	1880.115444052218	0.0	17	4
zavvi.com	608	0.0	0.0	0.0	0.0	17	4
zavvi.com	704	0.0	0.0	0.0	0.0	17	4
zavvi.com	554	0.0	0.0	0.0	0.0	17	4
zavvi.com	276	0.0	0.0	10279.506969604612	0.0	17	4
zavvi.com	372	0.0	0.0	0.0	0.0	17	4
zavvi.com	724	0.0	0.0	0.0	0.0	17	4
zavvi.com	756	0.0	0.0	0.0	0.0	17	4
zavvi.com	36	0.0	0.0	0.0	0.0	17	4
zavvi.com	356	0.0	0.0	1204.0533110396414	0.0	17	4
zavvi.com	484	0.0	0.0	1715.5072412560557	0.0	17	4
zavvi.com	804	0.0	0.0	0.0	0.0	17	4
zavvi.com	56	0.0	0.0	0.0	0.0	17	4
zavvi.com	152	0.0	0.0	2787.7418458031434	0.0	17	4
zavvi.com	344	0.0	0.0	510.0525612696865	0.0	17	4
zavvi.com	40	0.0	0.0	0.0	0.0	17	4
zavvi.com	392	0.0	0.0	12388.522921398984	0.0	17	4
zavvi.com	616	0.0	0.0	6304.219380767698	0.0	17	4
zavvi.com	840	0.0	0.0	45251.32144326202	0.0	17	4
zavvi.com	703	0.0	0.0	0.0	0.0	17	5
zavvi.com	630	0.0	0.0	15333.305886147016	0.0	17	5
zavvi.com	578	0.0	0.0	0.0	0.0	17	5
zavvi.com	710	0.0	0.0	1350.7159033799435	0.0	17	5
zavvi.com	643	0.0	0.0	2719.3459391770766	0.0	17	5
zavvi.com	999	0.0	0.0	684669.883513939	0.0	17	6
zavvi.com	32	0.0	0.0	1485.9190699859344	0.0	17	5
