ga_analysis.dt	ga_analysis.site	ga_analysis.country	ga_analysis.pageviewmobile	ga_analysis.pageviewonline	ga_analysis.uniqmobile	ga_analysis.uniqonline	ga_analysis.visitsmobile	ga_analysis.visitsonline	ga_analysis.source	ga_analysis.weight	ga_analysis.year	ga_analysis.month	ga_analysis.panel_mobile_raw_visits	ga_analysis.panel_mobile_est_visits	ga_analysis.panel_desktop_raw_visits	ga_analysis.panel_desktop_est_visits
201702	bodystore.dk	208	183004.0	182762.0	44234.0	26804.0	53198.0	33482.0	ga	0.3	17	2	13.0	352902.1200629676	232.88571428571424	34279.43836269676
201705	carthrottle.com	208	33520.0	14454.0	26610.0	9643.0	30591.0	11682.0	qc	0.5	17	5	1.0	95724.57239981309	99.6	14495.915596803332
201705	cyclist.co.uk	208	2279.0	2029.0	1512.0	1339.0	1659.0	1458.0	qc	0.5	17	5	0.0	0.0	43.500000000000014	6642.175869928233
201705	eldorado.ru	208	1356.0	4533.0	368.0	1032.0	384.0	1066.0	ga	0.3	17	5	1.0	31754.224398704147	14.0	2251.363982397713
201701	eurogamer.dk	208	35926.0	20759.0	22110.0	13327.0	26674.0	15211.0	ga	0.3	17	1	3.0	152013.93989474117	125.99999999999997	13627.380047822215
201701	gameofglam.com	208	125685.0	6725.0	6208.0	464.0	6740.0	471.0	ga	0.3	17	1	1.0	46329.52484534412	2.0	225.2186476960693
201704	gaveideer.dk	208	50208.0	47023.0	13402.0	9162.0	15552.0	10480.0	ga	0.3	17	4	0.0	27632.82826015017	35.2	5777.4768773439255
201701	helseplus.dk	208	30700.0	46698.0	8189.0	8799.0	9149.0	9808.0	ga	0.3	17	1	1.0	37083.97097888874	36.8	4710.136484668595
201705	koraextra.com	208	3371.0	3042.0	956.0	738.0	1164.0	986.0	ga	0.3	17	5	1.0	65361.34318380657	3.0	484.7393096981137
201701	laughingsquid.com	208	2970.0	2918.0	2352.0	1901.0	2623.0	2230.0	qc	0.5	17	1	1.0	19049.31958719447	32.2	3354.123354684498
201704	memory4less.com	208	59.0	251.0	32.0	175.0	36.0	189.0	ga	0.3	17	4	0.0	2311.1634568750196	3.0	598.5759766093106
201703	vielerporno.com	208	23343.0	10145.0	4783.0	2786.0	4981.0	2896.0	ga	0.3	17	3	2.0	60876.88940904971	9.0	1474.411968840497
201702	whisper.sh	208	2797.0	411.0	1733.0	246.0	2182.0	283.0	ga	0.3	17	2	0.0	0.0	53.6	8144.021333604517
201704	youm7.com	208	180857.0	28102.0	15709.0	2085.0	25038.0	3477.0	ga	0.3	17	4	7.0	155446.56697258918	20.400000000000002	4077.453521035214
201704	aktualne.cz	208	16909.0	41502.0	3634.0	5159.0	5633.0	10784.0	ga	0.3	17	4	0.0	0.0	37.28571428571429	7187.179206562379
201701	aljazeera.com	208	76021.0	90064.0	38143.0	43286.0	43640.0	51880.0	ga	0.3	17	1	2.0	31755.11836865541	406.5709956709956	54652.796268937236
201702	apkpure.com	208	11586.0	5400.0	3956.0	1833.0	4426.0	1966.0	ga	0.3	17	2	0.0	0.0	75.6	11300.397175256847
201702	biedronka.pl	208	5763.0	11615.0	1178.0	2469.0	1370.0	2779.0	ga	0.3	17	2	0.0	0.0	23.6	4732.136639586888
201701	citilink.ru	208	444.0	4249.0	111.0	703.0	111.0	999.0	ga	0.3	17	1	2.0	45229.329825745364	22.085714285714285	2990.7825482689464
201705	corning.com	208	68.0	169.0	28.0	72.0	32.0	81.0	ga	0.3	17	5	1.0	68361.66785807392	10.0	1577.1454616767942
201703	draxe.com	208	14431.0	13206.0	7651.0	8213.0	8954.0	8852.0	ga	0.3	17	3	2.0	34804.2356870228	128.59999999999997	19484.70150294682
201704	dssmithwebshop.dk	208	5281.0	23093.0	1908.0	4300.0	2163.0	4958.0	ga	0.3	17	4	0.0	0.0	12.0	2053.1037682196265
201705	fr.de	208	2311.0	3142.0	1137.0	1249.0	1215.0	1629.0	ga	0.3	17	5	0.0	0.0	3.0	493.57387702703045
201701	futbolarena.com	208	21168.0	3406.0	3768.0	648.0	5193.0	884.0	ga	0.3	17	1	3.0	31272.609501894032	2.0	224.7319202463136
201702	gamestar.de	208	4519.0	9325.0	1400.0	2773.0	1849.0	3550.0	ga	0.3	17	2	0.0	0.0	55.27142857142858	7143.545397428557
201703	listverse.com	208	18603.0	19280.0	7469.0	11726.0	8923.0	12819.0	ga	0.3	17	3	2.0	55413.42622734676	139.2	21398.979270401163
201705	livefreefun.com	208	3832.0	28404.0	437.0	1326.0	564.0	1557.0	ga	0.3	17	5	0.0	0.0	5.0	742.3614603363598
201701	moteris.lt	208	1017.0	5462.0	566.0	2961.0	622.0	3401.0	ga	0.3	17	1	0.0	0.0	11.0	1518.925449592918
201704	motors.co.uk	208	1845.0	1935.0	804.0	548.0	846.0	572.0	ga	0.3	17	4	1.0	67054.24032415757	5.0	811.7387503673942
201702	novaturas.lt	208	8906.0	8250.0	461.0	524.0	545.0	639.0	ga	0.3	17	2	1.0	24678.033101026762	2.0	380.13511659769676
201704	olx.co.za	208	4071.0	19448.0	630.0	1050.0	645.0	1185.0	ga	0.3	17	4	1.0	49862.69307930847	2.0	306.30710123678756
201703	operationsports.com	208	356.0	636.0	154.0	171.0	178.0	272.0	qc	0.5	17	3	0.0	0.0	32.6	4867.598104048003
201704	recwebcam.com	208	3015.0	12511.0	1085.0	3226.0	1105.0	3485.0	ga	0.3	17	4	1.0	29468.091313805897	40.800000000000004	6836.578190130076
201703	roadtrippers.com	208	13409.0	61665.0	1326.0	1718.0	1471.0	2033.0	ga	0.3	17	3	1.0	28404.145530041304	17.6	2848.7467393721545
201701	rollingstone.com	208	88540.0	61834.0	62274.0	44753.0	68302.0	47406.0	qc	0.5	17	1	3.0	104274.50919162313	477.5000000000001	59269.96570971537
201703	sonymobile.com	208	441.0	68.0	224.0	19.0	261.0	22.0	ga	0.3	17	3	148.0	1676443.1951238615	76.6857142857143	11819.419574252675
201704	stereophile.com	208	14303.0	17254.0	4869.0	4743.0	5843.0	5682.0	qc	0.5	17	4	0.0	0.0	38.6	6816.292398061601
201704	wickedweasel.com	208	22913.0	27057.0	3284.0	2785.0	3922.0	3141.0	ga	0.3	17	4	0.0	0.0	10.0	2116.297176745879
201701	alarabiya.net	208	176042.0	92408.0	46814.0	22500.0	69598.0	32832.0	ga	0.3	17	1	8.0	199982.51728498662	136.39999999999998	20344.634333120546
201704	alistapart.com	208	269.0	1542.0	183.0	897.0	213.0	1087.0	qc	0.5	17	4	0.0	0.0	28.200000000000003	4631.471667923233
201705	blivuartignu.com	208	63783.0	17208.0	35037.0	7386.0	43487.0	8945.0	ga	0.3	17	5	1.0	70365.27089397443	15.0	2251.9642210614934
201702	brickset.com	208	51127.0	74801.0	11126.0	10387.0	17274.0	16678.0	qc	0.5	17	2	0.0	0.0	111.79999999999997	17399.081090504733
201703	dailymaverick.co.za	208	1068.0	987.0	605.0	615.0	685.0	700.0	ga	0.3	17	3	0.0	0.0	3.0	504.1938291788425
201703	dingit.tv	208	42476.0	1097962.0	25729.0	241575.0	30149.0	279260.0	ga	0.3	17	3	14.0	407672.2670332109	875.0857142857145	134957.80231900656
201704	doviz.com	208	2192.0	14971.0	1038.0	2367.0	1412.0	3340.0	ga	0.3	17	4	0.0	0.0	23.400000000000002	3835.4679403800765
201702	fittips4life.com	208	7957.0	5988.0	1761.0	807.0	1856.0	838.0	ga	0.3	17	2	0.0	0.0	8.0	1214.2255422207259
201703	gaspadine.lt	208	6004.0	1925.0	2229.0	760.0	2493.0	831.0	ga	0.3	17	3	1.0	50240.705219111165	5.0	655.1479619753977
201701	goldenfrog.com	208	335.0	1580.0	151.0	569.0	232.0	1005.0	ga	0.3	17	1	0.0	0.0	37.0	4420.005551986622
201704	haynes.com	208	2937.0	4511.0	873.0	1127.0	950.0	1203.0	ga	0.3	17	4	0.0	0.0	6.0	1076.9075818382973
201701	littlethings.com	208	521553.0	105131.0	359646.0	80072.0	414158.0	89444.0	qc	0.5	17	1	3.0	285505.90546020714	733.5999999999999	96943.89485088448
201702	lovehoney.co.uk	208	17548.0	18721.0	3272.0	2693.0	3392.0	2976.0	ga	0.3	17	2	3.0	100484.4870813313	32.2	5656.572315086512
201701	nerdwallet.com	208	1176.0	1983.0	894.0	1186.0	937.0	1208.0	ga	0.3	17	1	1.0	40517.127202955184	11.0	1366.2700548665387
201703	skelbiu.lt	208	349384.0	212958.0	21518.0	12863.0	28571.0	17723.0	ga	0.3	17	3	12.0	227420.46958695937	50.28571428571429	8135.727339846631
201703	teespring.com	208	21461.0	32724.0	10456.0	11051.0	11124.0	13011.0	ga	0.3	17	3	0.0	0.0	141.0	20153.001746521208
201701	upfifacoins.com	208	12746.0	15124.0	7022.0	5035.0	8301.0	5649.0	ga	0.3	17	1	0.0	0.0	27.0	2896.134430565613
201703	znanylekarz.pl	208	4328.0	9656.0	1183.0	2058.0	1525.0	2546.0	ga	0.3	17	3	1.0	17205.44946391238	11.0	1916.6006677323821
201702	bettingexpert.com	208	44034.0	68830.0	8068.0	7917.0	11141.0	11746.0	ga	0.3	17	2	0.0	24077.563887771365	70.00952380952381	11110.993230612732
201705	busbud.com	208	5535.0	6941.0	1711.0	1820.0	2054.0	2229.0	ga	0.3	17	5	1.0	61162.83029649301	22.200000000000003	3462.2012365969663
201703	dailyburn.com	208	6852.0	5795.0	5261.0	4019.0	5813.0	4290.0	ga	0.3	17	3	0.0	0.0	52.00000000000001	7579.977433340001
201705	dewalt.de	208	199.0	276.0	42.0	44.0	45.0	44.0	ga	0.3	17	5	0.0	0.0	1.0	177.87654363880134
201701	eltern.de	208	5319.0	3314.0	1772.0	629.0	2102.0	653.0	ga	0.3	17	1	0.0	0.0	5.0	744.8723400132073
201704	fashionnstyle.com	208	470.0	451.0	422.0	267.0	436.0	275.0	ga	0.3	17	4	2.0	56938.37786925283	2.0	260.20647094954876
201705	fmovies.se	208	83518.0	162977.0	20279.0	34985.0	29707.0	51326.0	ga	0.3	17	5	21.0	464653.60282473866	1409.5071989414093	151099.3041714931
201705	freepik.com	208	13401.0	357528.0	2028.0	26731.0	2330.0	36298.0	ga	0.3	17	5	0.0	7619.137386421631	434.02857142857135	69604.02545353904
201703	gaana.com	208	3255.0	5705.0	910.0	1365.0	1015.0	1785.0	ga	0.3	17	3	1.0	20684.439323948984	10.2	1678.1420122414197
201701	homeremedyshop.com	208	558.0	259.0	458.0	242.0	517.0	242.0	ga	0.3	17	1	0.0	34077.02878251329	5.0	604.0234833340478
201703	imgur.com	208	5716813.0	2.1684372E7	275234.0	812229.0	412077.0	1393337.0	qc	0.5	17	3	153.0	2365938.519445694	23784.41541915257	2509167.689056995
201702	jbonamassa.com	208	1023.0	1306.0	679.0	669.0	710.0	722.0	ga	0.3	17	2	0.0	0.0	9.0	1587.095433643583
201702	letmewatchthis.pl	208	9543.0	45146.0	1228.0	6133.0	1925.0	9582.0	ga	0.3	17	2	0.0	0.0	106.11428571428569	17587.26747416547
201701	lycamobile.de	208	1384.0	958.0	427.0	220.0	536.0	253.0	ga	0.3	17	1	7.0	191069.5332876042	2.0	263.9528050364645
201703	marieclaire.it	208	1787.0	813.0	622.0	160.0	707.0	185.0	ga	0.3	17	3	0.0	0.0	2.0	270.75577447283354
201702	muchporn.com	208	17718.0	15187.0	2765.0	1993.0	4316.0	3210.0	ga	0.3	17	2	3.0	78688.46288012617	3.0	404.57065478955633
201702	myprotein.dk	208	265987.0	325657.0	51595.0	34730.0	66222.0	45252.0	ga	0.3	17	2	4.0	107342.73647594632	290.8857142857143	42010.77695366591
201704	newchic.com	208	72347.0	100549.0	21427.0	17819.0	24278.0	21752.0	ga	0.3	17	4	0.0	0.0	77.48571428571428	13208.340592653025
201701	notebookcheck.net	208	27842.0	56857.0	11808.0	26195.0	14256.0	29940.0	ga	0.3	17	1	4.0	305155.4600260385	495.4761904761905	57046.11239924415
201705	novartis.com	208	1338.0	3909.0	421.0	1134.0	493.0	1228.0	ga	0.3	17	5	0.0	0.0	4.0	633.3948375419309
201703	popsci.com	208	5927.0	7987.0	4435.0	5690.0	4775.0	6106.0	qc	0.5	17	3	4.0	96106.33816217458	131.46666666666664	20573.18948942152
201701	rawstory.com	208	31055.0	15120.0	18762.0	6876.0	22650.0	8657.0	qc	0.5	17	1	0.0	42664.02118792024	157.68095238095236	20094.134709939768
201701	returnofkings.com	208	4934.0	4083.0	2623.0	1708.0	3114.0	2083.0	ga	0.3	17	1	0.0	0.0	43.86666666666667	4934.069685823017
201701	rudaw.net	208	120274.0	53053.0	37762.0	8645.0	61224.0	13889.0	ga	0.3	17	1	6.0	82714.63958186001	81.2047619047619	10066.511913461958
201704	ukwhitegoods.co.uk	208	426.0	326.0	322.0	239.0	339.0	253.0	ga	0.3	17	4	1.0	66957.30131088076	4.0	653.9572016765408
201701	waitbutwhy.com	208	8887.0	8843.0	5535.0	4550.0	6782.0	5744.0	qc	0.5	17	1	8.0	331505.2374024406	177.88571428571424	19248.576421537076
201701	abv.bg	208	45823.0	195617.0	6202.0	17968.0	8746.0	32159.0	ga	0.3	17	1	1.0	28482.096878170676	283.79004329004334	46302.37264122551
201701	bilinfo.dk	208	3272.0	13486.0	2285.0	6668.0	2465.0	7905.0	ga	0.3	17	1	1.0	16624.619767651748	32.2	6331.967359932222
201701	contactmusic.com	208	1183.0	1880.0	760.0	1345.0	861.0	1509.0	qc	0.5	17	1	1.0	27199.28580588852	14.0	1707.3178393511123
201705	europeforvisitors.com	208	2524.0	2679.0	966.0	749.0	1049.0	806.0	ga	0.3	17	5	1.0	43957.6677706767	7.2	1183.503680680983
201704	itpro.co.uk	208	761.0	1509.0	450.0	935.0	490.0	985.0	qc	0.5	17	4	0.0	0.0	28.6	4805.0752128871045
201704	ivideon.com	208	1202.0	2894.0	203.0	355.0	264.0	443.0	ga	0.3	17	4	0.0	17738.429622746353	27.800000000000004	5239.394437742085
201705	leafly.com	208	0.0	0.0	6237.0	4210.0	8058.0	5474.0	qc	0.5	17	5	0.0	0.0	98.79999999999998	15993.51237027388
201701	liveedu.tv	208	297.0	2695.0	83.0	510.0	95.0	715.0	ga	0.3	17	1	1.0	36163.4135811491	43.352380952380955	4449.492693564555
201702	makeupandbeautyblog.com	208	54.0	25.0	32.0	18.0	44.0	19.0	qc	0.5	17	2	0.0	2527.9806419827155	2.6	431.25802698138585
201701	movtex.net	208	43579.0	49386.0	4770.0	4767.0	14147.0	14470.0	ga	0.3	17	1	7.0	185109.45841305843	21.752380952380953	2141.8770682324184
201702	myheritage.com	208	69744.0	105829.0	33526.0	45934.0	42283.0	51490.0	ga	0.3	17	2	4.0	151287.99496155832	218.79999999999995	38042.017543899594
201701	notebookcheck.com	208	1310.0	6338.0	877.0	2702.0	950.0	3805.0	ga	0.3	17	1	0.0	0.0	34.0	4379.762484676011
201701	projectnursery.com	208	708.0	195.0	578.0	154.0	621.0	170.0	qc	0.5	17	1	0.0	23542.260496747964	1.0	142.6750420343049
201705	ran.de	208	23057.0	4936.0	2876.0	869.0	3606.0	997.0	ga	0.3	17	5	0.0	0.0	4.0	635.1666261581552
201701	thedodo.com	208	34549.0	11232.0	25618.0	7908.0	28661.0	8392.0	ga	0.3	17	1	0.0	0.0	120.39999999999998	13100.343708699962
201704	tulsaworld.com	208	390.0	330.0	241.0	216.0	279.0	243.0	qc	0.5	17	4	0.0	0.0	1.0	130.8281627585134
201705	tvline.com	208	36764.0	34413.0	15498.0	11617.0	17396.0	13243.0	ga	0.3	17	5	0.0	56670.678156135844	228.27965367965368	35040.85376707913
201705	underarmour.co.uk	208	775.0	1294.0	328.0	436.0	354.0	470.0	ga	0.3	17	5	0.0	0.0	2.0	335.7342491771929
201702	usmagazine.com	208	127860.0	43120.0	52319.0	19032.0	70352.0	22871.0	qc	0.5	17	2	0.0	4456.076409419758	174.79999999999998	26306.709973563862
201701	vesti.bg	208	11902.0	26273.0	3299.0	6045.0	5124.0	9409.0	ga	0.3	17	1	0.0	2393.0532061965896	164.66666666666663	24964.15679074924
201702	vgchartz.com	208	5974.0	5916.0	788.0	957.0	1890.0	1690.0	qc	0.5	17	2	0.0	0.0	26.485714285714288	2977.404093395328
201705	videograbby.com	208	540.0	2584.0	294.0	1503.0	431.0	2018.0	qc	0.5	17	5	1.0	78462.3680492475	42.800000000000004	7002.601085621304
201702	whitepages.com	208	10555.0	16743.0	5459.0	6764.0	5829.0	7317.0	qc	0.5	17	2	0.0	0.0	21.0	3767.7572333974545
201701	work.ua	208	2216.0	4908.0	590.0	464.0	898.0	790.0	ga	0.3	17	1	1.0	32961.79773294532	15.2	1983.0968272567493
201701	avclub.com	208	26595.0	42505.0	15065.0	16573.0	17855.0	22136.0	ga	0.3	17	1	2.0	98851.30039891801	449.13320013320015	54281.89916243946
201701	beemp3s.org	208	127.0	783.0	42.0	150.0	45.0	157.0	ga	0.3	17	1	0.0	0.0	2.0	237.16687489344937
201704	beinsports.com	208	826.0	792.0	419.0	386.0	503.0	474.0	qc	0.5	17	4	0.0	0.0	20.200000000000003	3363.4114962637946
201705	bravotube.net	208	191832.0	214786.0	73992.0	93537.0	76501.0	100738.0	ga	0.3	17	5	9.0	234689.05766332714	340.3857142857143	58878.18878048625
201705	breitbart.com	208	27823.0	32877.0	13327.0	14670.0	15853.0	17368.0	ga	0.3	17	5	5.0	234857.81653902697	412.9519480519481	61124.83897510173
201701	candycrush-cheats.com	208	5559.0	2235.0	2391.0	1158.0	3345.0	1386.0	qc	0.5	17	1	0.0	0.0	5.0	630.3303273441986
201701	dailypakistan.com.pk	208	73470.0	12604.0	10312.0	1409.0	23509.0	2593.0	ga	0.3	17	1	0.0	0.0	41.285714285714285	4458.463037905073
201703	detik.com	208	34523.0	6405.0	5340.0	1068.0	7832.0	1246.0	ga	0.3	17	3	1.0	46697.22667988145	2.0	347.673059712878
201704	elkor.lv	208	51.0	2121.0	15.0	169.0	20.0	184.0	ga	0.3	17	4	0.0	0.0	3.0	673.3547418405686
201701	hertz.com	208	23517.0	79540.0	3766.0	11177.0	4120.0	12643.0	ga	0.3	17	1	0.0	0.0	27.0	3398.7404112433906
201701	jezebel.com	208	46075.0	29954.0	23413.0	13440.0	28536.0	16609.0	qc	0.5	17	1	0.0	9407.100163490875	203.82857142857137	26288.227595629865
201702	popmech.ru	208	2415.0	1107.0	647.0	464.0	750.0	644.0	ga	0.3	17	2	0.0	0.0	12.0	1744.2496870129712
201705	productreview.com.au	208	3722.0	3470.0	2825.0	2433.0	2942.0	2523.0	ga	0.3	17	5	1.0	25217.898477569484	24.0	3870.22529041497
201704	radass.com	208	7776.0	4815.0	3237.0	2003.0	4044.0	2534.0	qc	0.5	17	4	0.0	0.0	63.657142857142865	12179.333464477822
201704	sportlive.lt	208	549.0	1459.0	144.0	357.0	166.0	450.0	ga	0.3	17	4	1.0	51712.665677267956	1.0	139.47545951000305
201701	tinypic.com	208	13253.0	27299.0	7711.0	10642.0	8084.0	11641.0	qc	0.5	17	1	2.0	35535.31723870623	196.99999999999997	22358.12834795834
201704	washingtontimes.com	208	12881.0	17763.0	5667.0	5583.0	6137.0	5999.0	ga	0.3	17	4	0.0	2133.044385590132	56.400000000000006	8723.127105364758
201703	webhostinghub.com	208	103.0	1418.0	36.0	380.0	41.0	424.0	ga	0.3	17	3	0.0	0.0	27.485714285714288	4244.75583202738
201703	wowair.dk	208	25757.0	40452.0	10619.0	14064.0	11807.0	15795.0	ga	0.3	17	3	0.0	1066.336312125766	47.400000000000006	7889.695062908582
201701	airbnb.fr	208	6137.0	25088.0	2258.0	3576.0	2855.0	4839.0	ga	0.3	17	1	2.0	21014.020982957107	14.7	2044.9112716247714
201701	airtel.in	208	1186.0	16417.0	410.0	2805.0	481.0	3531.0	ga	0.3	17	1	0.0	13264.892801952754	14.0	1560.3454317393027
201702	alltrails.com	208	0.0	0.0	262.0	418.0	332.0	639.0	qc	0.5	17	2	1.0	42086.40096506103	1.0	183.1553754153261
201704	bankrate.com	208	2626.0	5091.0	884.0	1496.0	884.0	1690.0	ga	0.3	17	4	0.0	28253.800376792282	17.2	2899.7652814747353
201703	bergzeit.de	208	7448.0	13726.0	761.0	1110.0	818.0	1171.0	ga	0.3	17	3	0.0	0.0	11.285714285714285	1803.2132869986406
201703	bgr.com	208	26589.0	11660.0	19069.0	9244.0	21409.0	9488.0	ga	0.3	17	3	1.0	40967.254639191604	300.7238095238095	42547.68754340264
201703	casino.dk	208	0.0	0.0	8498.0	19804.0	22783.0	25751.0	ga	0.3	17	3	20.0	241647.4943653799	94.2991341991342	19153.051718498962
201702	cricketcountry.com	208	546.0	910.0	362.0	544.0	362.0	618.0	ga	0.3	17	2	0.0	0.0	7.0	1070.8625126688423
201703	desigual.com	208	14676.0	14308.0	1557.0	869.0	1786.0	955.0	ga	0.3	17	3	0.0	0.0	15.0	2371.6892320087477
201702	electrolux.co.uk	208	322.0	599.0	89.0	146.0	92.0	154.0	ga	0.3	17	2	0.0	0.0	1.0	186.95805179586478
201705	foxylex.dk	208	16844.0	30048.0	9938.0	15966.0	10855.0	16925.0	ga	0.3	17	5	0.0	0.0	63.6	10393.682311690754
201705	furgonetka.pl	208	1266.0	2639.0	209.0	322.0	392.0	554.0	ga	0.3	17	5	0.0	0.0	5.6	644.2810401289506
201703	gamebanana.com	208	4282.0	107851.0	1594.0	13865.0	1866.0	16618.0	ga	0.3	17	3	1.0	24854.968380250295	214.67142857142855	31000.783947464337
201701	gamnesia.com	208	665.0	1082.0	506.0	888.0	556.0	973.0	ga	0.3	17	1	1.0	52511.84280053077	3.0	340.5275531118996
201703	jetcost.es	208	950.0	2530.0	241.0	651.0	307.0	742.0	ga	0.3	17	3	0.0	0.0	7.6	1090.0363669337064
201703	kasikornbank.com	208	2820.0	4330.0	1130.0	1580.0	1700.0	2080.0	ga	0.3	17	3	0.0	0.0	1.0	244.74999870115207
201705	massimodutti.com	208	60320.0	75965.0	5059.0	6200.0	6415.0	7889.0	ga	0.3	17	5	0.0	6740.609780674622	27.2	4460.215286206385
201703	momondo.co.uk	208	25964.0	43065.0	4199.0	8166.0	5044.0	10893.0	ga	0.3	17	3	0.0	0.0	125.45714285714286	20710.651565467953
201702	myfavsexcams.xxx	208	6572.0	8153.0	5764.0	7751.0	5967.0	7880.0	ga	0.3	17	2	1.0	24015.08330545786	9.0	1686.1975529578722
201704	onlineprisen.dk	208	42181.0	56187.0	32166.0	37919.0	38904.0	41266.0	ga	0.3	17	4	1.0	27607.967831977097	85.8	15521.960406605887
201705	raleigh.co.uk	208	628.0	638.0	133.0	123.0	147.0	131.0	ga	0.3	17	5	0.0	0.0	3.0	508.57537928601073
201702	singletracks.com	208	46.0	98.0	16.0	22.0	22.0	27.0	qc	0.5	17	2	0.0	0.0	23.6	3541.527010162861
201701	skrill.com	208	25575.0	42069.0	3238.0	4899.0	4568.0	6839.0	ga	0.3	17	1	0.0	5082.807875017949	39.0	4260.1002727111345
201705	symfony.com	208	490.0	4410.0	240.0	1183.0	250.0	1765.0	ga	0.3	17	5	0.0	0.0	10.0	1311.7521560503872
201705	versus.com	208	5290.0	4536.0	3430.0	3245.0	3711.0	3411.0	ga	0.3	17	5	0.0	0.0	49.800000000000004	7921.238223326798
201701	wakacyjnipiraci.pl	208	2070.0	3132.0	654.0	795.0	915.0	1112.0	ga	0.3	17	1	0.0	0.0	7.0	1265.6582808806513
201702	wimdu.dk	208	83962.0	109854.0	11036.0	9265.0	13283.0	11440.0	ga	0.3	17	2	0.0	0.0	29.0	4318.261789077128
201703	wnd.com	208	2810.0	3381.0	1812.0	1861.0	2228.0	2242.0	qc	0.5	17	3	0.0	0.0	26.0	4101.3704755056015
201705	alfred.camera	208	545.0	335.0	187.0	139.0	219.0	254.0	ga	0.3	17	5	0.0	0.0	2.0	333.6461753858001
201701	aznude.com	208	20410.0	37678.0	4776.0	4559.0	5011.0	4979.0	ga	0.3	17	1	0.0	0.0	147.9728937728938	14880.569811850348
201703	boardgamegeek.com	208	118011.0	223686.0	22382.0	28125.0	34977.0	44107.0	qc	0.5	17	3	0.0	26114.57162168307	483.03290043290036	73082.2897213214
201704	businessinsider.com	208	858588.0	544302.0	199962.0	134437.0	287407.0	156578.0	ga	0.3	17	4	9.0	336430.28277915774	1302.338095238095	213529.53549525113
201704	bustle.com	208	94989.0	50889.0	77707.0	42554.0	83211.0	44049.0	qc	0.5	17	4	5.0	126314.9602505619	428.8	69882.53016705834
201705	cocopanda.dk	208	528222.0	459209.0	105553.0	49755.0	142799.0	61966.0	ga	0.3	17	5	0.0	8272.883107407053	149.77142857142854	22844.67857486379
201704	coral.co.uk	208	186.0	517.0	170.0	352.0	170.0	369.0	ga	0.3	17	4	0.0	0.0	3.0	604.0690637337979
201702	duo.com	208	2634.0	2500.0	1726.0	872.0	2111.0	956.0	ga	0.3	17	2	1.0	44108.21597250287	5.6	866.7429770056688
201701	filmon.com	208	3971.0	50403.0	1696.0	13166.0	2075.0	21919.0	qc	0.5	17	1	0.0	28504.742857606656	378.3658341658342	57094.506082949505
201701	graphiq.com	208	291.0	783.0	251.0	527.0	259.0	559.0	ga	0.3	17	1	1.0	37636.763344157735	6.6	747.0255483047374
201703	hdmovz.com	208	6021.0	3737.0	1593.0	1136.0	1632.0	1156.0	ga	0.3	17	3	2.0	42187.71198578461	1.0	150.00369175966603
201701	ilva.dk	208	1665417.0	1201611.0	383727.0	200050.0	452384.0	233183.0	ga	0.3	17	1	23.0	363107.37801396404	704.7523809523811	105679.58284714713
201703	jyskmobelfabrik.dk	208	17563.0	17208.0	4782.0	3983.0	5260.0	4453.0	ga	0.3	17	3	0.0	0.0	10.0	1601.6476527122536
201702	lhw.com	208	5937.0	7824.0	1500.0	1532.0	1667.0	1724.0	ga	0.3	17	2	0.0	0.0	4.0	605.4697339157897
201702	lycamobile.dk	208	96616.0	132082.0	20516.0	15050.0	25171.0	17425.0	ga	0.3	17	2	15.0	174809.7666417576	155.48571428571427	25853.129863441198
201704	manpower.dk	208	10075.0	20855.0	4388.0	5816.0	5339.0	8788.0	ga	0.3	17	4	4.0	134565.92856940435	29.485714285714288	5042.6770959766045
201702	motorsport.com	208	64162.0	49723.0	34434.0	23296.0	51839.0	35421.0	qc	0.5	17	2	2.0	51011.21702102045	155.95714285714286	23956.29446490257
201702	mynewsdesk.com	208	184888.0	206904.0	111594.0	82517.0	121063.0	99201.0	ga	0.3	17	2	3.0	84696.04053794743	328.3714285714286	51721.8930368456
201705	ncplus.pl	208	4686.0	9219.0	1242.0	1596.0	1490.0	2123.0	ga	0.3	17	5	2.0	53113.72836041171	18.2	2505.800764591405
201704	netflixlife.com	208	3008.0	2341.0	1069.0	751.0	1103.0	760.0	ga	0.3	17	4	1.0	65351.02933049562	5.0	716.9512595917226
201703	newsthump.com	208	3523.0	1380.0	2602.0	631.0	2985.0	907.0	qc	0.5	17	3	0.0	0.0	38.08571428571429	6487.03713944402
201705	ntvspor.net	208	23117.0	9718.0	7942.0	1200.0	11897.0	1752.0	ga	0.3	17	5	2.0	258140.53438607624	1.0	174.3447548028162
201704	observer.com	208	0.0	0.0	2418.0	4301.0	2787.0	7901.0	qc	0.5	17	4	0.0	0.0	59.6	10388.588273737354
201701	olx.bg	208	47.0	105104.0	16.0	2419.0	16.0	4733.0	ga	0.3	17	1	2.0	77279.69038941708	34.371428571428574	5958.045689641679
201705	petplace.com	208	584.0	375.0	416.0	282.0	476.0	310.0	qc	0.5	17	5	0.0	0.0	2.0	333.1870959430458
201702	politifact.com	208	6170.0	8519.0	3703.0	4029.0	4368.0	4935.0	qc	0.5	17	2	0.0	0.0	91.59999999999998	14681.354089104409
201703	pornfuror.com	208	11377.0	14227.0	3446.0	2222.0	4515.0	2910.0	ga	0.3	17	3	0.0	0.0	6.0	958.2426022195741
