ga_analysis.dt	ga_analysis.site	ga_analysis.country	ga_analysis.pageviewmobile	ga_analysis.pageviewonline	ga_analysis.uniqmobile	ga_analysis.uniqonline	ga_analysis.visitsmobile	ga_analysis.visitsonline	ga_analysis.source	ga_analysis.weight	ga_analysis.year	ga_analysis.month	ga_analysis.panel_mobile_raw_visits	ga_analysis.panel_mobile_est_visits	ga_analysis.panel_desktop_raw_visits	ga_analysis.panel_desktop_est_visits
201703	alamy.com	208	14374.0	36310.0	5759.0	12846.0	5886.0	14765.0	ga	0.3	17	3	0.0	2204.6880566698687	76.8	12896.14828779599
201703	berkley-fishing.com	208	455.0	1356.0	212.0	215.0	225.0	244.0	ga	0.3	17	3	0.0	0.0	2.0	360.9943807440956
201705	betternet.co	208	9344.0	621.0	755.0	381.0	1010.0	385.0	qc	0.5	17	5	0.0	0.0	23.2	3649.274059131331
201703	braun.dk	208	6707.0	7510.0	2276.0	2033.0	2630.0	2314.0	ga	0.3	17	3	0.0	0.0	17.0	2505.21740066311
201704	bulkpowders.dk	208	115359.0	119250.0	26119.0	16553.0	33233.0	20402.0	ga	0.3	17	4	4.0	197478.96156256678	237.77142857142854	37814.751794993186
201702	citrus.ua	208	1856.0	1027.0	213.0	178.0	235.0	189.0	ga	0.3	17	2	1.0	57664.99181977073	8.0	1191.7676629460004
201705	cookieandkate.com	208	5425.0	4299.0	3411.0	2165.0	4293.0	2743.0	qc	0.5	17	5	1.0	47268.18980825216	23.200000000000003	3765.4347048847276
201703	drudgereport.com	208	22384.0	135490.0	5488.0	7241.0	10788.0	13225.0	qc	0.5	17	3	0.0	0.0	49.28168498168498	8270.295930454555
201701	gentlemansgazette.com	208	3627.0	4847.0	2225.0	2418.0	2703.0	3052.0	qc	0.5	17	1	0.0	0.0	45.285714285714285	5518.953088696619
201703	indeed.com	208	2090382.0	704737.0	366083.0	159575.0	490279.0	196401.0	ga	0.3	17	3	1.0	19017.065405562193	186.39999999999995	29033.94322866368
201704	lenta.ru	208	40299.0	58060.0	6714.0	16569.0	16117.0	22539.0	ga	0.3	17	4	2.0	63346.87640165216	222.7177489177489	36667.13319369192
201705	militaria.pl	208	4458.0	7814.0	582.0	805.0	731.0	931.0	ga	0.3	17	5	0.0	0.0	6.0	988.2077534886165
201704	mixedmartialarts.com	208	17192.0	8292.0	8167.0	2480.0	10421.0	3753.0	qc	0.5	17	4	0.0	0.0	53.88571428571429	9221.868762099559
201701	mk.ru	208	5308.0	16005.0	2919.0	2624.0	3775.0	3585.0	ga	0.3	17	1	1.0	42513.40123858532	15.0	2018.839485593164
201703	movellas.com	208	76241.0	159314.0	13346.0	19495.0	22135.0	30220.0	ga	0.3	17	3	0.0	0.0	42.4	6375.81078587461
201703	nasamnatam.com	208	509.0	648.0	198.0	150.0	225.0	172.0	ga	0.3	17	3	0.0	9253.864466629233	3.0	511.97970773658164
201703	photobucket.com	208	48462.0	196546.0	24927.0	44622.0	26362.0	47643.0	qc	0.5	17	3	0.0	11490.463756599003	66.60000000000001	10903.511390357753
201701	pic-words.ru	208	11219.0	2570.0	6734.0	1494.0	8693.0	2015.0	ga	0.3	17	1	1.0	36629.24379554358	33.08571428571429	4072.7027813545064
201703	popularwoodworking.com	208	2070.0	1542.0	1380.0	777.0	1512.0	805.0	ga	0.3	17	3	0.0	28714.667062970428	9.6	1511.4188011644512
201704	sahibinden.com	208	471750.0	188651.0	14567.0	5848.0	20654.0	7043.0	ga	0.3	17	4	2.0	74592.00487458674	6.0	1071.5730661323291
201702	technologyreview.com	208	8012.0	11984.0	5378.0	7326.0	6285.0	8724.0	qc	0.5	17	2	0.0	0.0	118.6	18580.540926078887
201705	thejoysofboys.com	208	55.0	37.0	32.0	28.0	33.0	28.0	qc	0.5	17	5	0.0	0.0	1.0	112.442884497765
201703	theonion.com	208	13471.0	11364.0	10206.0	6533.0	11028.0	7150.0	qc	0.5	17	3	1.0	33949.20275200865	89.6	12754.37131026635
201701	topuniversities.com	208	7721.0	34399.0	3326.0	9391.0	3649.0	10727.0	ga	0.3	17	1	6.0	343539.74502721115	137.49999999999997	18491.697815180378
201701	whats-on-netflix.com	208	13306.0	12368.0	9756.0	8446.0	10269.0	8596.0	ga	0.3	17	1	0.0	0.0	79.0	9044.53392989188
201701	yaplakal.com	208	7424.0	25489.0	1579.0	2778.0	2412.0	4347.0	ga	0.3	17	1	1.0	49727.179933939864	142.39523809523808	16395.42187824104
201701	appcrawlr.com	208	20912.0	12420.0	7897.0	3868.0	8557.0	4080.0	ga	0.3	17	1	4.0	62022.48119171761	66.2	8142.972518481546
201703	ballislife.com	208	1461.0	758.0	1061.0	486.0	1285.0	574.0	qc	0.5	17	3	0.0	0.0	11.0	1402.7063033220338
201703	bookanaut.com	208	36214.0	15879.0	29638.0	13114.0	32267.0	13466.0	ga	0.3	17	3	0.0	17152.37363149927	57.6	9136.2961095291
201703	chainreactioncycles.com	208	211688.0	295892.0	33720.0	32028.0	41728.0	41053.0	ga	0.3	17	3	2.0	96559.94796362853	220.19523809523804	33774.50997230296
201703	clicksanatate.ro	208	750.0	318.0	587.0	252.0	622.0	276.0	ga	0.3	17	3	1.0	9980.377005850933	2.0	286.5824237972642
201703	cyclingweekly.co.uk	208	10046.0	8340.0	6010.0	4209.0	6905.0	4629.0	ga	0.3	17	3	1.0	64295.34084523618	98.48571428571428	14218.642637058016
201703	gazetawroclawska.pl	208	3778.0	3762.0	1618.0	1777.0	1701.0	1984.0	ga	0.3	17	3	1.0	37754.70607862016	8.0	1284.0377939726104
201704	gazetevatan.com	208	105937.0	105336.0	10242.0	3933.0	15433.0	4719.0	ga	0.3	17	4	0.0	10571.353374190723	8.0	1337.0249975337751
201704	husqvarna.com	208	14.0	30.0	10.0	7.0	10.0	10.0	ga	0.3	17	4	0.0	0.0	64.80000000000001	10218.07206362886
201705	innfrad.com	208	420.0	153.0	158.0	52.0	170.0	54.0	ga	0.3	17	5	0.0	0.0	3.0	510.2603868925912
201705	internationalliving.com	208	432.0	651.0	279.0	380.0	300.0	398.0	ga	0.3	17	5	0.0	0.0	3.0	480.3627191732196
201703	investlithuania.com	208	293.0	301.0	196.0	155.0	239.0	160.0	ga	0.3	17	3	1.0	52035.91732809849	2.0	418.1821976763605
201703	nationalreview.com	208	5661.0	3.0	1959.0	2.0	2766.0	3.0	qc	0.5	17	3	0.0	0.0	48.885714285714286	7218.060374277588
201705	oklivetv.com	208	30688.0	34735.0	3601.0	3977.0	4635.0	5093.0	ga	0.3	17	5	2.0	87232.91693540516	26.6	4312.072555848775
201701	pixiv.net	208	9853.0	528819.0	197.0	13348.0	197.0	19369.0	ga	0.3	17	1	0.0	8030.804324773028	559.9574425574426	74705.56377353637
201703	playboy.com	208	87424.0	52469.0	14865.0	7841.0	16363.0	8718.0	ga	0.3	17	3	1.0	48238.09466881701	77.80000000000001	12140.209422418484
201705	realself.com	208	41665.0	56409.0	10250.0	6953.0	11297.0	8397.0	ga	0.3	17	5	7.0	185319.70908563066	96.6	14796.509787037645
201703	rstyle.me	208	49532.0	66126.0	30393.0	31393.0	31891.0	34978.0	ga	0.3	17	3	1.0	23248.866657128914	104.0	15891.021370546212
201704	stackoverflow.com	208	99447.0	2394875.0	43946.0	512119.0	56689.0	952086.0	qc	0.5	17	4	7.0	506910.9105966911	8548.752281052282	1172542.504790815
201704	stylecraze.com	208	12921.0	5077.0	9323.0	4086.0	10313.0	4398.0	ga	0.3	17	4	1.0	38458.96078935118	30.0	5330.744192735982
201702	thehill.com	208	69448.0	46343.0	43034.0	21775.0	50835.0	33084.0	qc	0.5	17	2	0.0	0.0	455.7226782169237	67543.83817311931
201704	topspeed.com	208	3342.0	5197.0	1511.0	2261.0	1837.0	2724.0	qc	0.5	17	4	0.0	0.0	14.6	2485.845460327697
201702	trackingshipment.net	208	8352.0	6141.0	2983.0	2369.0	4128.0	2933.0	ga	0.3	17	2	0.0	0.0	9.2	1468.6355070764212
201703	urbandictionary.com	208	246528.0	271190.0	176927.0	162448.0	190550.0	170558.0	qc	0.5	17	3	5.0	233219.08005852575	2837.4150183150186	359360.1744543051
201701	vpnranks.com	208	159.0	405.0	118.0	337.0	131.0	350.0	ga	0.3	17	1	0.0	0.0	14.0	1722.5868947063852
201703	wikitravel.org	208	13740.0	24368.0	9307.0	12627.0	10146.0	13524.0	ga	0.3	17	3	3.0	70423.6894753862	104.2	15175.83283031708
201701	woman.es	208	2137.0	1062.0	353.0	159.0	396.0	169.0	ga	0.3	17	1	1.0	37012.197303855035	4.0	458.6291205297997
201701	xtzsound.eu	208	249.0	518.0	65.0	96.0	71.0	111.0	ga	0.3	17	1	0.0	0.0	1.0	97.2439005591227
201703	zerohedge.com	208	53439.0	47528.0	16111.0	12914.0	27003.0	20725.0	qc	0.5	17	3	1.0	80348.7171892197	273.21182398612734	43577.99649661223
201703	alphr.com	208	3977.0	4918.0	2712.0	3244.0	2968.0	3411.0	qc	0.5	17	3	0.0	0.0	53.800000000000004	8275.289425729685
201702	amateurphotographer.co.uk	208	1494.0	2644.0	814.0	1268.0	852.0	1332.0	ga	0.3	17	2	1.0	38087.651339402924	17.0	2562.5595871097744
201703	amepure.com	208	52049.0	14582.0	29109.0	5104.0	31325.0	5716.0	ga	0.3	17	3	1.0	52787.97521233809	18.2	2745.524967847896
201701	avito.ma	208	18704.0	41039.0	1102.0	1506.0	1276.0	2012.0	ga	0.3	17	1	4.0	73201.30439794975	18.285714285714285	2396.4158317595006
201701	britannica.com	208	10401.0	33204.0	7077.0	24716.0	7508.0	25781.0	qc	0.5	17	1	0.0	7057.241148423036	84.18571428571428	9453.25590374489
201702	cellartracker.com	208	22858.0	64178.0	7372.0	7958.0	10635.0	13851.0	qc	0.5	17	2	0.0	0.0	42.800000000000004	5700.228108738294
201702	coolshop.de	208	207.0	185.0	98.0	96.0	98.0	96.0	ga	0.3	17	2	0.0	0.0	1.0	111.1890854728557
201702	decider.com	208	4340.0	2671.0	3590.0	2197.0	3723.0	2227.0	qc	0.5	17	2	2.0	71115.07332726299	36.0	5355.8033666551155
201702	discountwatchstore.com	208	419.0	212.0	178.0	137.0	181.0	138.0	ga	0.3	17	2	0.0	0.0	2.0	315.3604311788318
201704	football.ua	208	26498.0	22301.0	3723.0	2523.0	7516.0	4231.0	ga	0.3	17	4	4.0	94030.85960902096	54.87142857142858	7418.259975337514
201701	freeones.com	208	386727.0	443344.0	33026.0	44562.0	41712.0	74456.0	ga	0.3	17	1	1.0	67796.88066091412	230.79999999999993	32455.07120096318
201701	full30.com	208	1779.0	7071.0	918.0	1408.0	1222.0	3366.0	qc	0.5	17	1	0.0	0.0	5.0	672.8075231130996
201704	gppredictor.com	208	2444.0	2173.0	410.0	343.0	616.0	456.0	ga	0.3	17	4	0.0	0.0	1.0	114.74618517038157
201702	grindtv.com	208	1269.0	1426.0	1101.0	1089.0	1112.0	1174.0	ga	0.3	17	2	0.0	0.0	16.799999999999997	2547.5374314012356
201704	hunkemoller.com	208	2178.0	984.0	1155.0	360.0	1176.0	369.0	ga	0.3	17	4	0.0	0.0	3.0	548.0665556653839
201702	idealo.de	208	48333.0	113176.0	18454.0	25322.0	20299.0	30290.0	ga	0.3	17	2	0.0	0.0	222.38571428571422	36849.633846043565
201703	indulgy.com	208	35933.0	12493.0	9740.0	3040.0	9967.0	3150.0	ga	0.3	17	3	0.0	0.0	22.6	3227.900839573608
201703	letyshops.ru	208	347.0	867.0	176.0	436.0	218.0	500.0	ga	0.3	17	3	0.0	0.0	26.700000000000003	4245.179371828775
201702	manpower.se	208	651.0	9768.0	170.0	1234.0	187.0	1414.0	ga	0.3	17	2	0.0	0.0	4.0	698.1594312410707
201703	moz.com	208	3771.0	54866.0	1612.0	12922.0	1958.0	16430.0	ga	0.3	17	3	0.0	0.0	420.53809523809537	21503.568710405678
201703	myajc.com	208	343.0	220.0	224.0	182.0	238.0	194.0	qc	0.5	17	3	0.0	0.0	1.0	124.40283776315677
201703	partykungen.se	208	4568.0	14550.0	313.0	787.0	390.0	1088.0	ga	0.3	17	3	0.0	0.0	5.6	744.582917786717
201705	regretfulmorning.com	208	7048.0	4791.0	564.0	482.0	576.0	484.0	ga	0.3	17	5	0.0	8055.375672277519	6.0	1004.929061641862
201701	shapeways.com	208	9355.0	29650.0	2179.0	4077.0	2958.0	6061.0	qc	0.5	17	1	0.0	0.0	63.6	7263.888951496243
201702	stlfinder.com	208	814.0	5641.0	295.0	1052.0	317.0	1142.0	ga	0.3	17	2	0.0	0.0	10.6	1769.1816932162014
201702	superstreetonline.com	208	555.0	1109.0	309.0	502.0	319.0	521.0	ga	0.3	17	2	1.0	41228.141654243576	5.6	890.3937292230839
201702	viagogo.co.uk	208	12601.0	9526.0	3035.0	2105.0	3328.0	2348.0	ga	0.3	17	2	0.0	0.0	17.6	3350.3532490444754
201704	vindstoed.dk	208	17099.0	26685.0	6763.0	6760.0	8196.0	8317.0	ga	0.3	17	4	1.0	65827.31965497606	51.800000000000004	8539.619112171233
201705	yupptv.com	208	492.0	5690.0	201.0	5019.0	296.0	5219.0	qc	0.5	17	5	1.0	32268.93654918968	9.0	1610.1859378122406
201705	4kstreams.net	208	2308.0	4752.0	754.0	1205.0	867.0	1428.0	ga	0.3	17	5	0.0	0.0	19.485714285714288	3600.782920470542
201704	aldoshoes.dk	208	87508.0	68044.0	12267.0	6611.0	14382.0	7498.0	ga	0.3	17	4	0.0	0.0	24.6	4257.857523521822
201705	circlek.se	208	1271.0	85.0	453.0	30.0	489.0	31.0	ga	0.3	17	5	0.0	0.0	2.6	393.16584228380134
201704	cuponation.dk	208	23683.0	37588.0	11610.0	16355.0	12476.0	17016.0	ga	0.3	17	4	0.0	0.0	154.79999999999998	27088.10761544599
201702	forbrugsforeningen.dk	208	292657.0	381125.0	45255.0	51231.0	52816.0	60255.0	ga	0.3	17	2	1.0	22209.822388430308	169.8857142857143	30493.329001956183
201701	ibtimes.sg	208	964.0	883.0	737.0	634.0	788.0	675.0	ga	0.3	17	1	0.0	0.0	14.2	1683.5115059203802
201705	infowars.com	208	17089.0	13540.0	7095.0	4976.0	9783.0	7351.0	qc	0.5	17	5	0.0	0.0	109.57142857142857	15647.415256191756
201702	london-luton.co.uk	208	6612.0	6494.0	2369.0	2232.0	2804.0	2456.0	ga	0.3	17	2	1.0	15396.22461983093	15.799999999999999	2466.1299968357102
201702	marryabroad.co.uk	208	30.0	18.0	16.0	16.0	19.0	17.0	qc	0.5	17	2	0.0	521.7155824755533	4.0	692.510705579011
201704	ozy.com	208	0.0	0.0	14502.0	4440.0	15078.0	4677.0	qc	0.5	17	4	0.0	0.0	114.9	20161.766338350844
201704	reflex.cz	208	8778.0	7742.0	586.0	459.0	712.0	532.0	ga	0.3	17	4	0.0	0.0	5.0	903.6017692093837
201702	shopstyle.co.uk	208	35780.0	33392.0	7085.0	6318.0	7934.0	6703.0	ga	0.3	17	2	0.0	0.0	32.6	4971.955877588992
201705	skyscanner.net	208	91987.0	145584.0	20490.0	29033.0	25640.0	34606.0	ga	0.3	17	5	2.0	85648.72573049247	287.4	46327.57233520162
201701	sonbolumizleyin.org	208	9953.0	6314.0	2649.0	1529.0	3204.0	1772.0	ga	0.3	17	1	0.0	0.0	6.0	619.0866751228428
201701	stuttgarter-nachrichten.de	208	1690.0	1086.0	708.0	518.0	767.0	540.0	ga	0.3	17	1	3.0	81629.90872262321	2.0	258.09523235585766
201704	topgentlemen.com	208	101423.0	41931.0	8744.0	3024.0	9194.0	3083.0	ga	0.3	17	4	3.0	120055.09713038591	3.0	493.57617550108705
201703	warisboring.com	208	5454.0	5952.0	1933.0	2005.0	2540.0	2530.0	ga	0.3	17	3	0.0	0.0	21.2	3378.415802595574
201705	autovit.ro	208	38093.0	49453.0	4875.0	3068.0	6037.0	4921.0	ga	0.3	17	5	9.0	310595.10801751	26.200000000000003	4178.0840753923885
201703	collegehumor.com	208	224193.0	68043.0	105077.0	33565.0	141428.0	41267.0	qc	0.5	17	3	3.0	230476.59024917198	718.7857142857141	100929.16924955687
201705	cyfrowypolsat.pl	208	7172.0	21835.0	2093.0	3779.0	2435.0	6161.0	ga	0.3	17	5	2.0	98395.99694142766	9.6	1810.1732630716594
201704	economist.com	208	73153.0	89028.0	44036.0	38405.0	48831.0	44352.0	ga	0.3	17	4	4.0	85911.59863353848	449.64285714285717	76348.09469437675
201705	expedia.co.uk	208	9896.0	28856.0	3012.0	9881.0	3230.0	10793.0	ga	0.3	17	5	0.0	0.0	18.0	2891.113406046678
201704	expressvpn.com	208	21420.0	54663.0	8749.0	18660.0	10273.0	21990.0	ga	0.3	17	4	1.0	119948.67338012416	217.17142857142855	38067.125637241195
201702	freeimages.com	208	970.0	29663.0	385.0	3285.0	418.0	3758.0	ga	0.3	17	2	0.0	5482.48499579871	20.6	2958.8658125522625
201703	hellocoton.fr	208	1475.0	5112.0	467.0	637.0	509.0	822.0	ga	0.3	17	3	1.0	59176.25664341521	1.0	156.16002998505374
201703	kvik.dk	208	202811.0	182073.0	58958.0	40173.0	70581.0	47052.0	ga	0.3	17	3	9.0	203498.45271339652	104.0	16662.88746672463
201701	ladenzeile.de	208	17167.0	14749.0	4808.0	4426.0	5129.0	4745.0	ga	0.3	17	1	1.0	16658.717270232977	9.0	1262.7411664339672
201703	likar.info	208	819.0	704.0	553.0	648.0	575.0	655.0	ga	0.3	17	3	0.0	0.0	6.0	739.5299351088319
201703	mediamarkt.de	208	53554.0	47855.0	8882.0	9138.0	10250.0	9545.0	ga	0.3	17	3	1.0	59213.34595463091	70.4	12322.458121178914
201705	mtel.bg	208	1187.0	1976.0	493.0	292.0	708.0	328.0	ga	0.3	17	5	0.0	83745.55135079153	2.6	393.7350328725041
201702	nationalrail.co.uk	208	2640.0	20316.0	848.0	3940.0	935.0	4791.0	ga	0.3	17	2	0.0	18533.80513313373	15.0	2288.7965473366285
201702	onlinerecorded.com	208	1180.0	6673.0	472.0	1540.0	489.0	1660.0	ga	0.3	17	2	0.0	0.0	19.0	2963.743859805612
201704	rde.lt	208	1032.0	2079.0	207.0	319.0	228.0	399.0	ga	0.3	17	4	0.0	0.0	1.0	202.47120446727314
201701	someecards.com	208	40729.0	10940.0	23923.0	6441.0	30152.0	7622.0	qc	0.5	17	1	2.0	75571.56658905749	82.97142857142858	9191.155521699075
201704	vkool.com	208	920.0	463.0	569.0	252.0	591.0	259.0	ga	0.3	17	4	0.0	6297.532886050896	5.6	974.8196311167237
201704	wikr.com	208	12463.0	2672.0	6996.0	2166.0	9221.0	2546.0	ga	0.3	17	4	0.0	0.0	8.6	1633.4899343575664
201701	youdo.com	208	43.0	595.0	33.0	123.0	34.0	178.0	ga	0.3	17	1	0.0	0.0	7.0	1152.836954673152
201703	aimersoft.com	208	358.0	2405.0	286.0	1118.0	294.0	1179.0	ga	0.3	17	3	0.0	0.0	9.6	1582.7806980002404
201702	aleris-hamlet-plastikkirurgi.dk	208	118290.0	48861.0	25589.0	8657.0	28726.0	9637.0	ga	0.3	17	2	1.0	90775.65942680063	24.0	3497.866471610034
201703	answers.com	208	0.0	0.0	13022.0	18244.0	13360.0	18579.0	qc	0.5	17	3	0.0	0.0	209.79999999999998	32252.292870415862
201704	batterilageret.dk	208	41496.0	36085.0	16906.0	7756.0	23723.0	8880.0	ga	0.3	17	4	0.0	0.0	33.0	5966.767776905085
201702	bedrelivsstil.dk	208	208583.0	42487.0	111379.0	22129.0	122881.0	25109.0	ga	0.3	17	2	1.0	20743.868882501683	112.28571428571428	17080.31243435916
201704	cc.com	208	8185.0	15628.0	6397.0	10026.0	6624.0	10838.0	qc	0.5	17	4	0.0	0.0	153.28571428571425	25276.67081327719
201705	couponchief.com	208	320.0	869.0	146.0	437.0	155.0	437.0	ga	0.3	17	5	0.0	0.0	7.6	1271.4610771810617
201701	datanta.com	208	2117.0	562.0	83.0	65.0	88.0	74.0	ga	0.3	17	1	0.0	0.0	2.0	192.52160455070666
201701	dji.com	208	32846.0	81893.0	10625.0	12149.0	12497.0	16647.0	ga	0.3	17	1	0.0	0.0	111.99999999999999	13001.595010690651
201704	emag.ro	208	60899.0	92655.0	9754.0	8521.0	11896.0	11325.0	ga	0.3	17	4	1.0	18188.697034046316	65.08571428571429	11052.785030194722
201701	flixbus.dk	208	24625.0	38955.0	6502.0	7505.0	7810.0	8825.0	ga	0.3	17	1	0.0	3202.9816532252253	28.2	3670.478466006605
201704	galoremag.com	208	1061.0	572.0	876.0	441.0	963.0	475.0	qc	0.5	17	4	0.0	12483.729486988677	9.0	1561.8996390029436
201704	gong.bg	208	8396.0	17291.0	1974.0	2995.0	2742.0	4144.0	ga	0.3	17	4	0.0	0.0	56.80000000000001	11128.710496664055
201701	holidayguru.dk	208	77220.0	13556.0	52122.0	5754.0	60293.0	6660.0	ga	0.3	17	1	1.0	38643.22638908517	18.2	2434.2813324694916
201702	idealprice.co.uk	208	16.0	99.0	12.0	36.0	12.0	43.0	ga	0.3	17	2	1.0	35008.90985280571	1.0	252.29963259642017
201703	infoplease.com	208	5326.0	13180.0	3854.0	8354.0	4252.0	9110.0	qc	0.5	17	3	0.0	0.0	55.6	8187.040112346112
201702	infopraca.pl	208	3839.0	3977.0	1122.0	1284.0	1378.0	1557.0	ga	0.3	17	2	0.0	0.0	5.0	981.7459545717468
201702	knowyourmobile.com	208	9749.0	4125.0	4398.0	3402.0	4762.0	3477.0	qc	0.5	17	2	0.0	0.0	43.0	6815.599968814284
201701	lycamobile.co.uk	208	1399.0	1933.0	740.0	714.0	799.0	795.0	ga	0.3	17	1	1.0	103572.7541534441	10.6	1113.4311775818762
201705	msg91.com	208	1.0	7.0	1.0	6.0	1.0	7.0	ga	0.3	17	5	0.0	0.0	2.0	392.9340333052288
201705	mspy.com	208	2540.0	1832.0	1304.0	612.0	1556.0	700.0	ga	0.3	17	5	1.0	219711.67421589815	5.0	850.9551357325063
201703	papilot.pl	208	14284.0	7633.0	2492.0	1022.0	3915.0	1202.0	ga	0.3	17	3	0.0	0.0	3.0	548.40331980818
201703	price.ua	208	1814.0	1626.0	539.0	497.0	595.0	560.0	ga	0.3	17	3	0.0	28984.07286985442	6.6	1156.053083322462
201705	rewe.de	208	4889.0	5465.0	1008.0	1189.0	1099.0	1272.0	ga	0.3	17	5	0.0	0.0	4.0	683.9991091855197
201701	searchenginejournal.com	208	918.0	3750.0	729.0	2810.0	804.0	3238.0	qc	0.5	17	1	0.0	0.0	68.8	5424.822300599638
201704	soup.io	208	1738.0	4003.0	992.0	2168.0	1281.0	2640.0	qc	0.5	17	4	0.0	24540.568325443754	17.0	3035.5789888471118
201701	sportingnews.com	208	1419.0	2243.0	1159.0	1485.0	1296.0	1696.0	qc	0.5	17	1	0.0	0.0	19.2	2185.7746205132657
201701	swedbank.lt	208	6656.0	16651.0	1980.0	5320.0	2304.0	6379.0	ga	0.3	17	1	5.0	95441.74557524735	29.8	3858.8297653128843
201705	tophotels.ru	208	946.0	9627.0	374.0	1017.0	408.0	1827.0	ga	0.3	17	5	0.0	53723.13103831139	7.0	1388.0406465734718
201703	vid.me	208	19780.0	32786.0	11072.0	13080.0	11744.0	14470.0	qc	0.5	17	3	0.0	0.0	333.7714285714286	45712.58716868332
201702	vogue.ru	208	13222.0	9489.0	1174.0	735.0	1347.0	984.0	ga	0.3	17	2	0.0	0.0	19.0	3033.653673180182
201705	wiggle.com	208	14407.0	18038.0	3695.0	3098.0	4120.0	3571.0	ga	0.3	17	5	0.0	0.0	15.0	2350.621260589108
201701	aeg.de	208	494.0	929.0	209.0	218.0	225.0	241.0	ga	0.3	17	1	0.0	27360.75103454922	1.0	118.338980411515
201705	aljamila.com	208	35030.0	1474.0	6928.0	302.0	7863.0	354.0	ga	0.3	17	5	4.0	120663.60825731253	1.0	208.02380407281223
201703	apkmirror.com	208	43611.0	8902.0	10982.0	2591.0	13271.0	2876.0	qc	0.5	17	3	8.0	178363.79185890712	79.4	11552.427964507966
201702	dhgate.com	208	42428.0	202960.0	6877.0	24592.0	8464.0	29768.0	ga	0.3	17	2	1.0	20839.957960048167	215.59999999999997	33731.762744291256
201702	foodgawker.com	208	5966.0	18154.0	983.0	1560.0	1800.0	3287.0	qc	0.5	17	2	0.0	27382.65527498907	5.6	856.4482648544774
201704	genealogybank.com	208	588.0	2009.0	126.0	263.0	131.0	306.0	ga	0.3	17	4	1.0	37033.74386543695	2.0	389.131778778056
201702	hobbyfarms.com	208	553.0	358.0	170.0	152.0	217.0	186.0	qc	0.5	17	2	0.0	0.0	1.0	170.98578153991744
201705	idnes.cz	208	22338.0	52113.0	5684.0	13916.0	13129.0	34577.0	ga	0.3	17	5	17.0	397325.6280057391	124.65670995670993	19417.14321160057
201701	innerfidelity.com	208	1622.0	2705.0	637.0	801.0	726.0	939.0	qc	0.5	17	1	0.0	0.0	26.0	2777.280914850535
201704	jalopnik.com	208	29346.0	28168.0	14562.0	11237.0	17523.0	14405.0	qc	0.5	17	4	2.0	133261.27337442458	287.808658008658	47410.92907690644
201704	kiro7.com	208	1028.0	733.0	759.0	581.0	792.0	598.0	qc	0.5	17	4	1.0	61230.19795909303	12.0	1980.8944436308407
201703	marimekko.com	208	24073.0	26508.0	5610.0	4285.0	6654.0	4970.0	ga	0.3	17	3	0.0	0.0	8.2	1261.2366353031384
201701	marshallforum.com	208	644.0	957.0	339.0	387.0	381.0	453.0	ga	0.3	17	1	0.0	0.0	9.8	1076.3192417007492
201701	minideal.net	208	112.0	156.0	30.0	41.0	37.0	48.0	ga	0.3	17	1	0.0	0.0	3.0	598.851617827964
201701	openask.com	208	2015.0	620.0	164.0	61.0	197.0	74.0	ga	0.3	17	1	0.0	9606.568090344546	1.0	131.8819448250376
201705	player.hu	208	2887.0	1347.0	1573.0	832.0	1918.0	898.0	ga	0.3	17	5	4.0	174585.20816712987	3.0	469.1300734818109
201704	popularmilitary.com	208	1899.0	930.0	1610.0	797.0	1656.0	817.0	ga	0.3	17	4	1.0	58331.28593976152	5.0	677.4857880337966
201704	shurgard.dk	208	13912.0	16251.0	8656.0	4869.0	9746.0	5383.0	ga	0.3	17	4	0.0	0.0	16.0	2857.072320232019
201704	thecatsite.com	208	411.0	206.0	275.0	153.0	306.0	163.0	qc	0.5	17	4	0.0	0.0	10.0	1638.253075900092
201704	uskip.me	208	135.0	1708.0	50.0	315.0	62.0	737.0	ga	0.3	17	4	6.0	212564.25764572088	3.0	561.421698122393
201702	vectorstock.com	208	1479.0	14000.0	231.0	1879.0	248.0	2119.0	ga	0.3	17	2	1.0	33224.90902016367	19.0	3013.7387068480357
201703	adultwork.com	208	28912.0	41791.0	1814.0	2036.0	2324.0	2287.0	ga	0.3	17	3	1.0	46849.678779094065	14.0	2305.11785567593
201702	antyweb.pl	208	2350.0	3924.0	1055.0	1176.0	1163.0	1328.0	ga	0.3	17	2	0.0	0.0	48.40000000000001	6047.119028527578
201701	autosport.com	208	89311.0	72093.0	34755.0	26059.0	45834.0	34495.0	ga	0.3	17	1	1.0	52745.24198905026	232.08812853812856	28383.271242140556
201701	bostonmagazine.com	208	933.0	612.0	734.0	455.0	800.0	489.0	qc	0.5	17	1	0.0	0.0	5.0	525.672708764089
201704	carscoops.com	208	8647.0	9048.0	3587.0	3375.0	4291.0	3916.0	ga	0.3	17	4	14.0	274478.2355382527	64.60000000000001	10889.105865192956
201704	dancenter.dk	208	168333.0	252932.0	40295.0	53819.0	49246.0	66744.0	ga	0.3	17	4	3.0	58829.0440423633	99.08571428571426	17492.111851368616
201704	flysfo.com	208	1056.0	1176.0	336.0	334.0	390.0	403.0	ga	0.3	17	4	0.0	0.0	1.0	112.5036169261845
201701	fuckfinder18.com	208	56621.0	145650.0	41004.0	110660.0	44638.0	124792.0	ga	0.3	17	1	3.0	85886.50411227341	195.99999999999997	29855.415993816317
