ga_analysis.dt	ga_analysis.site	ga_analysis.country	ga_analysis.pageviewmobile	ga_analysis.pageviewonline	ga_analysis.uniqmobile	ga_analysis.uniqonline	ga_analysis.visitsmobile	ga_analysis.visitsonline	ga_analysis.year	ga_analysis.month	ga_analysis.panel_raw_visits	ga_analysis.panel_est_visits	ga_analysis.panel_page_views
201702	pnbmetlife.com	356	263074.0	535422.0	103620.0	182424.0	122870.0	210001.0	17	2	183.0	35169.27858744285	112999.97516224349
201606	pnbmetlife.com	356	298348.0	520849.0	214445.0	229015.0	226049.0	252639.0	16	6	147.0	38846.746184758704	201106.3398196766
201604	pornfuror.com	356	0.0	0.0	319309.0	62920.0	430479.0	67523.0	16	4	540.0	64558.007487025265	219593.83280768883
201607	practo.com	356	5838164.0	5073939.0	1613514.0	993148.0	1962081.0	1193164.0	16	7	9067.0	1697025.6563990633	4467434.424343542
201702	pricedealsindia.com	356	817876.0	486799.0	313688.0	130388.0	341756.0	141389.0	17	2	533.0	76946.62435913007	174867.24885865342
201612	publictv.in	356	6516474.0	910310.0	2994419.0	221399.0	3807843.0	282734.0	16	12	673.0	138783.9569525397	198370.06222788646
201612	radiomirchi.com	356	1108180.0	769893.0	664852.0	429188.0	708174.0	457426.0	16	12	1863.0	284173.57378403086	432443.58964329207
201701	rajnikantvscidjokes.in	356	1.9515134E7	3115491.0	1.3006183E7	1714133.0	1.5913154E7	2239349.0	17	1	37554.0	4731811.245750268	6023555.978454326
201605	rajnikantvscidjokes.in	356	2.2220621E7	5719829.0	1.0589434E7	2443380.0	1.4295523E7	3499907.0	16	5	52658.0	5896521.8498087395	8111086.5004072515
201610	refinery29.com	356	439047.0	585502.0	282469.0	110230.0	298690.0	118135.0	16	10	1200.0	178997.23374136296	594719.4580725107
201604	renomania.com	356	0.0	0.0	213939.0	43055.0	226260.0	55185.0	16	4	1054.0	132151.82148736189	286307.9203785892
201606	rottentomatoes.com	356	622616.0	928569.0	314986.0	342156.0	341544.0	379697.0	16	6	2120.0	720266.9257432085	1111604.2836446723
201604	safexbikes.com	356	267084.0	218853.0	90905.0	48046.0	114978.0	68701.0	16	4	751.0	85230.5020652543	209788.75154075614
201610	sarkariresultsnic.com	356	615804.0	243341.0	238476.0	68208.0	254967.0	72273.0	16	10	148.0	23118.031568353526	49556.79237889782
201701	savemyrupee.com	356	290415.0	249725.0	159695.0	117848.0	183587.0	134512.0	17	1	196.0	29843.992503075388	52551.958976300404
201605	savemyrupee.com	356	549317.0	687760.0	251953.0	251438.0	295904.0	310686.0	16	5	517.0	104851.2536749313	181744.9414471271
201703	sbnation.com	356	252445.0	140626.0	132027.0	47645.0	165101.0	66174.0	17	3	71.0	17908.482897682803	20040.697985985942
201607	sbnation.com	356	143312.0	20415.0	110366.0	5966.0	121190.0	9321.0	16	7	250.0	67129.50047063183	80732.89133511196
201603	serviporno.com	356	0.0	0.0	810312.0	81328.0	1058518.0	92950.0	16	3	276.0	40035.66373358288	53335.66620420916
201612	shayaridilse4u.com	356	413782.0	99432.0	193707.0	50040.0	213725.0	55465.0	16	12	875.0	105999.24072453644	175112.08071333545
201602	simplymarry.com	356	0.0	0.0	798461.0	535877.0	1408549.0	896934.0	16	2	4920.0	780920.741409407	3972959.7649879917
201612	sobha.com	356	164164.0	102632.0	104941.0	26341.0	115696.0	30272.0	16	12	389.0	50156.7501014982	63271.77624835312
201611	someecards.com	356	256024.0	38627.0	179604.0	27123.0	202377.0	29795.0	16	11	456.0	60129.64672217446	75898.12640095995
201609	sportskeeda.com	356	1.8985067E7	5536881.0	5152024.0	1131881.0	7263689.0	1789166.0	16	9	7124.0	1039581.937265323	2359180.7848622673
201702	starsfact.com	356	191798.0	56583.0	117915.0	29314.0	126071.0	32633.0	17	2	247.0	32373.91351262706	42956.44212903488
201603	swarajyamag.com	356	0.0	0.0	333690.0	160747.0	389240.0	209533.0	16	3	808.0	262498.76712980244	350288.85181401914
201603	techradar.com	356	198117.0	6864.0	121874.0	4385.0	129388.0	4645.0	16	3	3058.0	800199.4740622242	1011257.1436282396
201608	telugu360.com	356	205921.0	165918.0	142516.0	90152.0	154665.0	99205.0	16	8	349.0	66417.89692064644	90032.74743843962
201703	thesaurus.com	356	4443270.0	4273408.0	1668080.0	1220800.0	1964928.0	1514060.0	17	3	9087.0	1483645.381754528	2839252.845996522
201607	thesaurus.com	356	2224138.0	3683187.0	804227.0	1023435.0	997992.0	1289053.0	16	7	8482.0	1290263.858627571	2716069.5911256904
201601	tripoto.com	356	0.0	0.0	650033.0	196988.0	676175.0	205087.0	16	1	4535.0	475445.72989103664	571174.6339528975
201608	uber.com	356	2.2215921E7	8010027.0	2769320.0	963063.0	4888999.0	1476246.0	16	8	4851.0	556260.7730426324	808471.3316544158
201610	vahrehvah.com	356	430400.0	132364.0	240589.0	56744.0	263503.0	65153.0	16	10	449.0	66921.6863526246	98778.8710842933
201601	viva.co.id	356	0.0	0.0	104174.0	708252.0	126927.0	931845.0	16	1	1.0	244.54156401754804	489.0831280350961
201611	vivo.co.in	356	3880718.0	2250517.0	1416803.0	697973.0	1545396.0	749127.0	16	11	4263.0	622377.5518731821	800217.4412097841
201702	vogue.in	356	1.0388177E7	2116199.0	1092337.0	193524.0	1351808.0	236198.0	17	2	1523.0	185431.77877865618	393183.6678665746
201607	weetnow.com	356	1622010.0	125491.0	770838.0	54128.0	852794.0	60129.0	16	7	410.0	23182.090782537107	38176.73343791167
201604	wforwoman.com	356	0.0	0.0	369799.0	206906.0	431485.0	228428.0	16	4	3450.0	356780.72902070696	616603.5412191759
201604	wisdomjobs.com	356	0.0	0.0	869593.0	1226509.0	980005.0	1395491.0	16	4	1550.0	221742.74975153152	532962.4920322942
201608	wondershare.com	356	247562.0	1097964.0	158998.0	581778.0	172297.0	653710.0	16	8	167.0	50874.10977320888	60494.505326475846
201612	xolo.in	356	546400.0	168599.0	260433.0	58179.0	317094.0	68431.0	16	12	2660.0	330418.7297385017	485007.3078242972
201604	xtgem.com	356	934072.0	81547.0	291810.0	29588.0	322913.0	32350.0	16	4	102.0	11773.653135618933	18166.395633271084
201604	youngisthan.in	356	0.0	0.0	740444.0	176722.0	821790.0	191788.0	16	4	3158.0	254229.1759557058	577720.8873393747
201612	zara.com	356	3151425.0	44322.0	149970.0	847.0	176328.0	968.0	16	12	282.0	31588.16117222856	51319.27979761313
201612	1mobilemovies.com	356	2128229.0	372522.0	323199.0	56076.0	386088.0	61907.0	16	12	312.0	56867.82309608167	229085.08119483571
201608	9to5mac.com	356	185676.0	145971.0	133836.0	93984.0	150037.0	108006.0	16	8	218.0	106217.0232567387	147413.511621143
201702	aajtaklite.com	356	5242767.0	356041.0	1047504.0	85235.0	1516235.0	101698.0	17	2	2696.0	16900.104761940533	45124.48727905285
201607	abplive.in	356	1.5704853E7	5475141.0	3918048.0	1261626.0	4676934.0	1503450.0	16	7	17602.0	3183892.95441937	9672262.789396763
201602	ace2three.com	356	0.0	0.0	1116482.0	4389045.0	1315867.0	5322584.0	16	2	7384.0	2788570.9259913	5469499.84726261
201604	androidcentral.com	356	1723048.0	802342.0	971707.0	502837.0	1047609.0	544374.0	16	4	1031.0	150487.8893327947	174125.69242528488
201601	antarvasna.com	356	0.0	0.0	9539163.0	1511148.0	1.2948418E7	1931336.0	16	1	25902.0	3112795.67882578	1.732193060443058E7
201611	antarvasnagayvideos.com	356	694742.0	283731.0	110352.0	38223.0	120740.0	41375.0	16	11	255.0	40362.65399452714	180333.58388898955
201603	antarvasnapornvideos.com	356	0.0	0.0	714200.0	286673.0	772192.0	304112.0	16	3	2390.0	337412.3000668683	1241963.9212178101
201611	antarvasnasexstories.com	356	2.7607858E7	4535714.0	2462360.0	436320.0	3144979.0	536394.0	16	11	4481.0	353647.4896753413	2272501.087899958
201605	apherald.com	356	1584433.0	3286657.0	292194.0	372706.0	365982.0	542616.0	16	5	757.0	212584.14679129486	939404.1804025723
201610	apsrtconline.in	356	1.0452187E7	6315441.0	1191698.0	812428.0	1592356.0	1029790.0	16	10	1629.0	396082.7572485369	1449557.4365060711
201606	asexphoto.com	356	2435176.0	1009448.0	793187.0	355784.0	891734.0	411555.0	16	6	1508.0	158816.74491933428	313445.8370734347
201607	bigdecisions.com	356	240727.0	804295.0	134220.0	328203.0	142242.0	352431.0	16	7	462.0	71031.68276936376	87186.13570710237
201611	bijlibachao.com	356	300173.0	243578.0	210490.0	164241.0	225319.0	174159.0	16	11	578.0	124973.2807691253	156813.77719399723
201602	bluestone.com	356	0.0	0.0	861509.0	337340.0	1048696.0	428665.0	16	2	6191.0	713557.6279333634	1772982.2162481388
201603	bollywoodpapa.com	356	0.0	0.0	1763365.0	437417.0	1927862.0	487038.0	16	3	16144.0	1452674.925423809	4411737.1645595785
201601	businessdictionary.com	356	1463888.0	1082685.0	751485.0	668602.0	830946.0	719372.0	16	1	6792.0	847116.647624094	1099569.081779373
201703	buzzfeed.com	356	1.3431046E7	5098978.0	6942053.0	942497.0	8777736.0	1043591.0	17	3	13459.0	2634442.1379208867	1.2704191133337738E7
201607	buzzfeed.com	356	0.0	0.0	4065322.0	1124847.0	5054531.0	1404650.0	16	7	14620.0	2796139.0617910447	1.3497009322427724E7
201701	carblogindia.com	356	1408552.0	728833.0	798484.0	423912.0	883976.0	461433.0	17	1	2135.0	349309.7853280229	527206.9222429852
201701	chegg.com	356	1709246.0	3501305.0	176893.0	219528.0	272130.0	356085.0	17	1	1278.0	183969.1550715637	421300.3035506087
201608	chitramala.in	356	776484.0	444555.0	382306.0	167887.0	420435.0	187758.0	16	8	963.0	166336.11107306072	304597.9701752759
201608	cilory.com	356	1.9625948E7	1.1371237E7	1254894.0	484772.0	1400884.0	566567.0	16	8	4919.0	561617.6781188024	3951475.0271284627
201603	clickmaza.com	356	0.0	0.0	192331.0	117073.0	204064.0	128838.0	16	3	2340.0	238612.44219549152	317373.4523537691
201610	clixsense.com	356	3698087.0	1.1646799E7	266258.0	507644.0	440617.0	1006654.0	16	10	2035.0	568479.0538787893	3906225.6895158794
201703	collegesearch.in	356	812321.0	415996.0	289358.0	131502.0	319117.0	144449.0	17	3	1734.0	165013.01787709852	385285.8726376166
201607	collegesearch.in	356	1600485.0	1118048.0	606230.0	359736.0	688857.0	396849.0	16	7	5916.0	595613.663170709	1290517.7899269934
201602	comicbook.com	356	926588.0	590469.0	213038.0	117216.0	257552.0	141648.0	16	2	1866.0	353683.6855189732	808853.4925614464
201611	confirmtkt.com	356	1564232.0	1537053.0	344578.0	235274.0	440582.0	307885.0	16	11	893.0	159453.73051862244	536807.1404766878
201702	coursehero.com	356	365895.0	1455604.0	169774.0	251833.0	188748.0	332538.0	17	2	1199.0	170821.85321571195	271451.2008353553
201606	cumlouder.com	356	400196.0	191460.0	101503.0	41408.0	114172.0	45958.0	16	6	252.0	50633.30918489879	149170.51661208272
201602	dailyobjects.com	356	0.0	0.0	173690.0	63986.0	196591.0	74143.0	16	2	2219.0	222989.2602316491	820923.6047499672
201607	droom.in	356	3768052.0	2142307.0	1504030.0	515822.0	1871096.0	628304.0	16	7	7474.0	883402.215786092	1528414.3316234406
201612	ebaumsworld.com	356	420272.0	91657.0	279812.0	48706.0	293596.0	52627.0	16	12	685.0	98563.84403141	130156.97428068561
201604	equitymaster.com	356	0.0	0.0	249322.0	1033439.0	313743.0	1391621.0	16	4	440.0	121532.41985062858	339966.7755554727
201604	faxo.com	356	0.0	0.0	89769.0	26924.0	101167.0	32922.0	16	4	1009.0	81909.60725670814	111979.53465527618
201603	fbwhatsappstatusdp.com	356	0.0	0.0	107672.0	43699.0	113940.0	49527.0	16	3	1041.0	98670.41123607078	125923.55017159277
201602	financialexpress.com	356	0.0	0.0	2041389.0	2246719.0	2288095.0	2574494.0	16	2	13407.0	2586866.1338093346	9602850.997922478
201610	flightaware.com	356	1745660.0	970691.0	154951.0	104653.0	224109.0	130618.0	16	10	336.0	60232.33997729584	93048.82423224836
201701	foodpanda.in	356	3592272.0	5612577.0	898630.0	591929.0	1046892.0	892056.0	17	1	2032.0	522351.8307178701	1920300.104110569
201605	foodpanda.in	356	2558225.0	6339336.0	708616.0	642957.0	807335.0	867331.0	16	5	2352.0	652078.4672783052	2447604.0123417336
201609	gconnect.in	356	1005866.0	1342817.0	491755.0	529071.0	590674.0	633737.0	16	9	1678.0	334304.4706759419	521343.6258890203
201604	gionee.co.in	356	0.0	0.0	301200.0	170868.0	366873.0	197696.0	16	4	2514.0	268921.06184990087	423072.9672465746
201702	goibibo.com	356	2.3462026E7	2.8612539E7	3788444.0	2912958.0	4605337.0	3902016.0	17	2	8118.0	2036356.6415313738	7589953.998557015
201606	goibibo.com	356	1.9744599E7	4.5890339E7	3649901.0	3838745.0	4033467.0	4531541.0	16	6	17292.0	3604933.4167597373	1.4002867494883522E7
201610	goodreads.com	356	7555109.0	5243316.0	3031364.0	1154776.0	3486194.0	1378730.0	16	10	26702.0	3232734.5429573846	6385571.235838478
201609	hdzog.com	356	7072372.0	4005111.0	2478431.0	977945.0	2961743.0	1197707.0	16	9	7033.0	1033280.638085885	1668899.5345092355
201603	hindisoch.com	356	0.0	0.0	213408.0	103436.0	253409.0	128313.0	16	3	912.0	103734.22205338842	304470.5473977821
201611	housefull.com	356	398778.0	521692.0	93559.0	79250.0	112385.0	97018.0	16	11	185.0	47361.42943661619	138542.85354603405
201611	ideaspots.com	356	468800.0	63791.0	316146.0	41902.0	373084.0	48060.0	16	11	661.0	97084.18839060524	124671.33110237334
201608	in.com	356	3744137.0	3880147.0	2034436.0	1688218.0	2197642.0	1881416.0	16	8	5927.0	787212.4344073591	1219838.2443306611
201602	inquisitr.com	356	172151.0	94057.0	104641.0	67956.0	111239.0	71780.0	16	2	2105.0	257703.95332823895	309725.47864858375
201702	inshorts.com	356	1227613.0	273766.0	1001189.0	119717.0	1081253.0	175695.0	17	2	823.0	162711.30438810517	179613.8648214294
201703	insistpost.com	356	2.8211803E7	2037283.0	1.1255106E7	728443.0	1.4086018E7	971537.0	17	3	55.0	10676.21644367019	14109.321995176588
201607	insistpost.com	356	1.8127728E7	2877373.0	5920042.0	901288.0	7933156.0	1237012.0	16	7	346.0	70460.22008888873	100770.4610947378
201702	joblo.com	356	520218.0	170662.0	146229.0	50265.0	153053.0	55198.0	17	2	281.0	47098.916768555966	130583.8092264868
201611	jomso.com	356	1683040.0	339396.0	465288.0	81828.0	520054.0	90229.0	16	11	3864.0	362944.9891510963	1055761.095702653
201612	knowyourmobile.com	356	1630728.0	190891.0	560287.0	154879.0	588828.0	157900.0	16	12	1815.0	294934.79797715467	536098.1661929447
201611	lyricsraag.com	356	481502.0	139113.0	358309.0	103353.0	409640.0	111236.0	16	11	2704.0	284074.44725456316	339431.363455192
201603	mehndi.org	356	0.0	0.0	139295.0	34163.0	155930.0	40148.0	16	3	912.0	107284.71957717778	199640.9198991002
201601	momjunction.com	356	0.0	0.0	789773.0	164335.0	909648.0	179449.0	16	1	5509.0	573506.6831481972	767103.9807161747
201701	newsroompost.com	356	2285195.0	281841.0	1645745.0	168490.0	1702483.0	176513.0	17	1	105.0	19832.133299549874	22724.812663908317
201605	newsroompost.com	356	1905038.0	531926.0	1099829.0	239962.0	1188749.0	263896.0	16	5	1045.0	200481.35702093728	273400.7663311722
201702	newstracklive.com	356	877363.0	171010.0	491087.0	63086.0	527462.0	70567.0	17	2	769.0	92207.69706586719	161762.94069787522
201612	ninecolours.com	356	7144760.0	1909374.0	388967.0	54671.0	427828.0	65366.0	16	12	801.0	97155.55884054798	247263.36681228972
201605	olx.com.br	356	9819443.0	293376.0	342458.0	13565.0	734657.0	22171.0	16	5	1.0	99.20981474292445	198.4196294858489
201702	pagalguy.com	356	1.5573486E7	1.3862266E7	1095243.0	705509.0	1915733.0	1105178.0	17	2	6060.0	897814.1879299531	1763831.9966687076
201702	palpalindia.com	356	446197.0	189692.0	249119.0	50608.0	267590.0	61499.0	17	2	299.0	31565.340772255524	40764.84073778584
201606	palpalindia.com	356	394195.0	177090.0	188637.0	37729.0	205617.0	50723.0	16	6	204.0	26454.96340875181	40484.66685896793
201610	pepperfry.com	356	1502049.0	1.4793649E7	191067.0	2003802.0	270162.0	2695254.0	16	10	7674.0	2105580.3380934927	1.2469829293020379E7
201609	popxo.com	356	6874934.0	1040377.0	3632144.0	399502.0	4336798.0	469573.0	16	9	13825.0	1255667.2811612166	2527720.5264125955
201607	pornodoido.com	356	925624.0	74252.0	234891.0	19679.0	275277.0	21021.0	16	7	62.0	7794.371281025981	14875.366668982515
201605	secretdiarybd.com	356	274502.0	20502.0	105113.0	7366.0	129819.0	9647.0	16	5	3.0	533.0464444616839	803.5189763773174
201611	shopalike.in	356	1382885.0	694419.0	406283.0	260730.0	438305.0	281356.0	16	11	698.0	88255.82221064188	142447.68091078958
201702	singaporeair.com	356	542243.0	908603.0	192048.0	124386.0	212759.0	164993.0	17	2	471.0	66305.88725596618	103117.40686996447
201606	singaporeair.com	356	367001.0	1043770.0	85131.0	112740.0	100914.0	154755.0	16	6	417.0	84457.25714995783	194831.6427852502
201611	starofservice.in	356	219243.0	132473.0	118634.0	65496.0	124425.0	68182.0	16	11	397.0	58521.286901867476	157034.6517584895
201610	superuser.com	356	320140.0	1532696.0	239577.0	1141146.0	262092.0	1236337.0	16	10	810.0	644089.4168556683	767186.921153962
201606	techinasia.com	356	136747.0	172864.0	102230.0	94055.0	112372.0	116191.0	16	6	281.0	198942.35461544088	256664.52870074194
201612	thebetterindia.com	356	2122202.0	852221.0	1601186.0	450825.0	1691041.0	491112.0	16	12	2025.0	461172.12368160737	586865.0356682326
201703	thrillist.com	356	335981.0	102635.0	266363.0	71121.0	277036.0	77417.0	17	3	385.0	77986.54270763567	106963.02116170159
201611	thrillophilia.com	356	1076015.0	979951.0	661799.0	490938.0	734583.0	562571.0	16	11	2912.0	434713.8488515288	624897.6653183872
201702	tiendeo.in	356	360027.0	141572.0	183627.0	52322.0	194238.0	54523.0	17	2	317.0	39622.848932158624	83676.88507802949
201606	tiendeo.in	356	347761.0	253361.0	130539.0	79979.0	139123.0	83050.0	16	6	908.0	109927.61727609586	209183.05229278858
201702	topmovierankings.com	356	232810.0	97048.0	102718.0	35689.0	117906.0	43353.0	17	2	827.0	65143.77917308215	130938.96582382423
201608	vivo.com.br	356	286642.0	7932.0	111177.0	4330.0	132180.0	4741.0	16	8	18.0	2605.3917664098835	2996.6521545072123
201702	weddingplz.com	356	514480.0	375945.0	157071.0	81533.0	164262.0	119756.0	17	2	563.0	61315.69188420246	102340.17112744713
201702	wholesale7.net	356	528110.0	141900.0	138356.0	17693.0	146460.0	19583.0	17	2	139.0	13056.547355050943	17690.594354693938
201611	wn.com	356	249894.0	110057.0	187416.0	74401.0	196847.0	82479.0	16	11	308.0	57051.07755155304	98626.94576994286
201601	wuxiaworld.com	356	1898974.0	1299390.0	92439.0	65617.0	332633.0	219144.0	16	1	804.0	220179.04513436454	1137363.097345403
201611	wxyz.com	356	287056.0	27670.0	249089.0	24736.0	256363.0	25321.0	16	11	1135.0	114189.40323786405	131874.90941546913
201609	youthkiawaaz.com	356	628650.0	264963.0	494633.0	165140.0	534027.0	181380.0	16	9	2294.0	322088.5563233746	388560.2427760372
201610	yt-mp3.com	356	5811198.0	974753.0	2553808.0	336130.0	3404744.0	512518.0	16	10	101.0	10724.013191929977	15703.764645580743
201610	yummly.com	356	479420.0	253200.0	263012.0	103350.0	386891.0	194784.0	16	10	264.0	49807.005988084624	100524.68631945936
201612	zedge.net	356	188495.0	306075.0	133314.0	47282.0	142302.0	51154.0	16	12	5176.0	581891.5685412274	762903.4692164415
201701	zomato.com	356	1.09581723E8	5.3206042E7	8092988.0	4338634.0	1.2064386E7	9135214.0	17	1	28964.0	4922525.276048539	2.895145683215036E7
201605	zomato.com	356	7.0530351E7	4.2100067E7	5457706.0	3811157.0	6664007.0	4669035.0	16	5	45410.0	6609830.614167397	2.069452459928994E7
201703	77whatsappstatus.in	356	180907.0	47353.0	103158.0	35143.0	110444.0	37840.0	17	3	577.0	67295.83608822554	76793.11450830523
201607	77whatsappstatus.in	356	324885.0	78832.0	211419.0	52844.0	229031.0	56951.0	16	7	1490.0	136119.63898576377	180761.21222575443
201602	algebra.com	356	261249.0	138650.0	145411.0	87306.0	161174.0	97379.0	16	2	1804.0	183793.45378992034	235842.406244603
201703	aljazeera.com	356	781741.0	408378.0	512816.0	199966.0	565101.0	232844.0	17	3	849.0	181504.56399693433	257053.73518363823
201607	aljazeera.com	356	968774.0	729732.0	562725.0	369762.0	647039.0	433202.0	16	7	2143.0	472605.7231187041	612857.1913591583
201605	almaconnect.com	356	216964.0	427826.0	96336.0	127365.0	113857.0	154937.0	16	5	353.0	66241.60974061154	110736.11815582785
201611	andhrajyothy.com	356	3.1693891E7	2.7779544E7	6838801.0	2249144.0	1.1866872E7	4014213.0	16	11	2037.0	1201400.8710806565	4278258.829080574
201702	apkmonk.com	356	1233134.0	542654.0	440191.0	172586.0	495673.0	195153.0	17	2	1538.0	199921.20712403208	451667.4518817145
201701	assamcareer.com	356	1956132.0	1104473.0	368711.0	176139.0	480332.0	223873.0	17	1	510.0	84365.28604037143	287259.1315607044
201605	assamcareer.com	356	1088886.0	310723.0	245737.0	77748.0	349586.0	106830.0	16	5	301.0	48076.73148389301	123432.21473455732
201605	beautytipslife.com	356	1403531.0	241756.0	685240.0	97501.0	728552.0	110268.0	16	5	3804.0	383583.4579545873	616200.7725679155
201612	bharatdarshan.co.nz	356	703216.0	241625.0	339994.0	100275.0	379999.0	109691.0	16	12	2003.0	229698.58470323335	358745.75689379603
201701	blackberrys.com	356	312990.0	145911.0	98190.0	35618.0	116432.0	40242.0	17	1	291.0	34275.62744418713	84305.68808594516
201608	bongdaplus.vn	356	523918.0	1073252.0	60309.0	138240.0	113763.0	311715.0	16	8	0.0	196.29554904355808	196.29554904355808
201611	bookchor.com	356	153130.0	157240.0	118810.0	86874.0	121813.0	91775.0	16	11	446.0	60424.503077660855	72020.80879023166
201702	business-standard.com	356	195710.0	4512378.0	99960.0	2164741.0	114974.0	2559069.0	17	2	2682.0	870030.5928437692	964468.2922220163
201605	canadashine.com	356	2414314.0	347018.0	596463.0	68226.0	654687.0	75168.0	16	5	2800.0	289604.9370790834	1031419.387746567
201604	cartoq.com	356	0.0	0.0	1388632.0	232440.0	1556685.0	261293.0	16	4	7428.0	749795.0773144854	2197853.1668575066
201603	cinemablend.com	356	0.0	0.0	394679.0	240426.0	425772.0	255321.0	16	3	3403.0	638975.3720204246	1628478.032539472
201604	clarin.com	356	0.0	0.0	289783.0	27009.0	338240.0	32565.0	16	4	3.0	2898.747159372728	3730.9188283745325
201611	cntraveller.in	356	705640.0	351223.0	191124.0	56774.0	214417.0	68080.0	16	11	270.0	38871.11388323641	49009.26974643822
201609	coed.com	356	151030.0	33147.0	109876.0	24554.0	116475.0	26177.0	16	9	390.0	70000.55664884917	150904.0283850162
201701	desidime.com	356	3133112.0	2982649.0	584284.0	390854.0	945719.0	707166.0	17	1	1334.0	478308.77669184015	1348150.3611950912
201605	desidime.com	356	2544431.0	3773960.0	410380.0	457633.0	663950.0	808547.0	16	5	2403.0	654618.0177697793	1974203.4638198952
201608	desihoes.com	356	317428.0	119230.0	127279.0	35829.0	148974.0	42253.0	16	8	272.0	56189.20613184032	121148.86441074307
201611	desisexystories.com	356	643303.0	140311.0	286459.0	68370.0	310634.0	73833.0	16	11	517.0	62844.47218066265	83120.55813861129
201603	dogspot.in	356	0.0	0.0	176978.0	91294.0	192969.0	102397.0	16	3	1183.0	144081.61981106419	276803.8122026764
201609	draxe.com	356	446159.0	191891.0	354378.0	147196.0	374348.0	154329.0	16	9	1854.0	274807.6137006379	329199.6805552541
201604	earticleblog.com	356	0.0	0.0	116500.0	105810.0	138909.0	129900.0	16	4	891.0	116980.40760813834	179074.28066600036
201701	eduncle.com	356	212976.0	219745.0	96748.0	83504.0	104335.0	89156.0	17	1	369.0	58205.760131947914	98103.80542989398
201602	etrains.in	356	0.0	0.0	479458.0	185664.0	628663.0	224198.0	16	2	3469.0	395171.77620613645	985911.6631153879
201611	freecharge.in	356	3.7199144E7	9351690.0	6268823.0	4182528.0	8931874.0	6146836.0	16	11	19232.0	4261412.371946097	2.240888225929569E7
201604	fresherslive.com	356	0.0	0.0	1592452.0	1443649.0	1941604.0	1807719.0	16	4	7478.0	1027013.7556153415	2050915.2313427452
201703	glassdoor.co.in	356	4693049.0	7409427.0	2130630.0	2071851.0	2351579.0	2380215.0	17	3	8322.0	1788780.5638883507	4179490.1653302037
201703	hellogiggles.com	356	355761.0	52129.0	270817.0	35797.0	296456.0	39313.0	17	3	466.0	75426.97980682531	92846.53570065583
201607	hellogiggles.com	356	321179.0	94955.0	219587.0	63555.0	252547.0	70616.0	16	7	687.0	154979.9786919725	199879.70700761923
201609	hindugodwallpaper.com	356	1647668.0	774249.0	473010.0	177421.0	524842.0	204869.0	16	9	1025.0	150601.78731486437	271103.0838199547
201703	horoscope-daily-free.net	356	537411.0	39954.0	244247.0	16235.0	306931.0	21546.0	17	3	292.0	25239.038014187558	55500.14344603426
201607	horoscope-daily-free.net	356	241866.0	28045.0	92807.0	9442.0	118808.0	12885.0	16	7	202.0	33765.199011942765	67831.42834914358
201610	hotelscombined.com	356	366957.0	452785.0	99542.0	87874.0	103019.0	92277.0	16	10	113.0	19213.01423137006	131531.23002110052
201602	iamin.in	356	0.0	0.0	109941.0	90773.0	118997.0	98092.0	16	2	896.0	136494.5506903881	184011.56453724374
201703	ibtimes.co.in	356	2524738.0	6284161.0	1926080.0	3315900.0	2042411.0	4865668.0	17	3	2745.0	796996.42782821	1322929.7324454226
201607	ibtimes.co.uk	356	586537.0	753793.0	455493.0	320124.0	484321.0	339645.0	16	7	2074.0	460524.92555490223	534323.5895386416
201702	icustommadeit.com	356	234185.0	161372.0	113696.0	44466.0	124534.0	51781.0	17	2	191.0	19581.181206575835	42125.42210490111
201701	ideamoney.in	356	7689000.0	1.835743E7	875192.0	478641.0	1211206.0	945465.0	17	1	371.0	49854.40022182117	182115.66428101683
201612	idiva.com	356	8009383.0	1020444.0	4706605.0	421114.0	5285888.0	474117.0	16	12	6605.0	664987.251850206	760668.9759876626
201611	ign.com	356	787600.0	712876.0	425218.0	290308.0	496330.0	344063.0	16	11	630.0	192869.37789523505	228007.5451934247
201606	ihindishayari.in	356	569466.0	165965.0	295129.0	83114.0	326025.0	96017.0	16	6	1242.0	122738.48326329666	183376.40224884698
201612	independent.co.uk	356	2317789.0	1395207.0	1686865.0	686848.0	1809321.0	727286.0	16	12	3274.0	840612.1577013874	1024342.3233164957
201612	india.com	356	1.5960711E7	1.621908E7	1.0870265E7	5957123.0	1.2158492E7	9554912.0	16	12	15975.0	3621291.909792714	4702751.701257661
201601	ixigo.com	356	0.0	0.0	1367066.0	996852.0	1503599.0	1116706.0	16	1	11772.0	1700347.8856067408	3587495.8732350953
201611	khurki.net	356	505597.0	89412.0	100540.0	19755.0	104783.0	20846.0	16	11	244.0	39606.98936594455	168296.56237611672
201610	lenskart.com	356	4812200.0	4597722.0	1004742.0	656876.0	1234753.0	970313.0	16	10	5788.0	832792.4204489274	3023008.551825669
201609	loksatta.com	356	6719160.0	1.352425E7	2174130.0	1943892.0	2922472.0	2585335.0	16	9	2127.0	812968.0484323637	1847064.170315731
201702	lyricsmode.com	356	301943.0	67956.0	227016.0	49620.0	245436.0	51576.0	17	2	1768.0	171658.28448230826	222859.68829489977
201606	lyricsmode.com	356	252097.0	218541.0	177122.0	139457.0	193020.0	151717.0	16	6	2210.0	229441.7955974082	307394.42000098835
201605	mademan.com	356	182216.0	70114.0	128918.0	43180.0	134007.0	47275.0	16	5	522.0	80495.96820971776	95362.80317104778
