ga_analysis.dt	ga_analysis.site	ga_analysis.country	ga_analysis.pageviewmobile	ga_analysis.pageviewonline	ga_analysis.uniqmobile	ga_analysis.uniqonline	ga_analysis.visitsmobile	ga_analysis.visitsonline	ga_analysis.year	ga_analysis.month	ga_analysis.panel_raw_visits	ga_analysis.panel_est_visits	ga_analysis.panel_page_views
201612	aajtaklite.com	356	5656445.0	342068.0	1137864.0	66629.0	1599604.0	83102.0	16	12	2975.0	17713.40652413296	43167.38777497549
201606	abhibus.com	356	1614932.0	3370923.0	325369.0	562406.0	426642.0	782051.0	16	6	1396.0	332866.7099100077	928232.3568854355
201608	ace2three.com	356	5708846.0	1.4086301E7	2663250.0	4514347.0	3309744.0	5285248.0	16	8	17725.0	3262552.9643471916	4709807.330109905
201604	alternet.org	356	119869.0	53618.0	100602.0	43188.0	105012.0	46294.0	16	4	633.0	93415.17674690703	102535.24164431269
201601	andhrajyothy.com	356	0.0	0.0	2332161.0	1601930.0	3686106.0	2621452.0	16	1	7695.0	2413363.4114275416	5645619.546744349
201610	androidcentral.com	356	1933098.0	735522.0	1326978.0	502728.0	1451439.0	538875.0	16	10	622.0	117359.53241538936	129092.39675721107
201607	antarvasna.com	356	1.19052931E8	1.5808898E7	8844155.0	1257630.0	1.1755635E7	1568409.0	16	7	21924.0	2378297.3082267684	1.860065473998613E7
201609	antarvasnapornvideos.com	356	2744637.0	1207547.0	493330.0	220156.0	540682.0	237366.0	16	9	1504.0	246303.2716645832	804069.1729470443
201703	artofmanliness.com	356	204021.0	112056.0	102268.0	52952.0	111516.0	56045.0	17	3	372.0	56223.33093408466	73214.42781334212
201602	askmebazaar.com	356	0.0	0.0	7388587.0	8329112.0	9091278.0	1.0447054E7	16	2	44006.0	8109532.788609195	1.872154372806996E7
201604	babycenter.com	356	4311429.0	701207.0	1792601.0	336014.0	2057532.0	360615.0	16	4	6461.0	728383.419533823	1223760.5977754716
201701	bankexamstoday.com	356	1350146.0	1024592.0	487137.0	323663.0	657557.0	411983.0	17	1	1774.0	252910.7740275222	471534.18986281176
201605	bankexamstoday.com	356	1196910.0	1533552.0	305799.0	365766.0	438703.0	485109.0	16	5	2165.0	316998.2486782681	711197.5328247298
201602	bharatdarshan.co.nz	356	0.0	0.0	122713.0	104704.0	136819.0	119573.0	16	2	1120.0	165597.86440141688	266274.6705004033
201608	bluestone.com	356	1406496.0	877766.0	402476.0	192654.0	495134.0	241170.0	16	8	1898.0	258392.29463889313	615213.0843515755
201605	bollymoviereviewz.com	356	1126752.0	790400.0	551291.0	372579.0	652512.0	442076.0	16	5	2729.0	385279.5924652976	577162.8487480012
201609	bollywoodpapa.com	356	6274228.0	1355631.0	2047463.0	312303.0	2190508.0	346772.0	16	9	4113.0	539453.0253487568	1388719.2246062153
201703	businessdictionary.com	356	1883508.0	7561.0	1238443.0	2741.0	1356348.0	3696.0	17	3	6616.0	757445.1530001552	991261.5673516932
201607	businessdictionary.com	356	1057630.0	603033.0	696959.0	389269.0	760508.0	415543.0	16	7	5197.0	626903.51078971	822062.2950933637
201611	carblogindia.com	356	1042486.0	516213.0	597124.0	305478.0	663679.0	334781.0	16	11	1874.0	296849.1598128635	432473.48299827945
201611	chegg.com	356	2023966.0	7304607.0	150414.0	266297.0	253734.0	563231.0	16	11	1391.0	245785.4774465332	636524.4375698164
201606	cleartax.in	356	907046.0	7009819.0	215399.0	818232.0	251347.0	951470.0	16	6	821.0	248178.1493467809	681287.7847473307
201609	clickmaza.com	356	390496.0	284812.0	211958.0	153285.0	224867.0	171102.0	16	9	2080.0	225389.71671725262	297194.44462617044
201608	comicbook.com	356	513373.0	208230.0	256790.0	80570.0	302842.0	97895.0	16	8	852.0	258406.715131079	358824.9667751279
201612	coursehero.com	356	293756.0	1376367.0	146673.0	201492.0	161122.0	260913.0	16	12	1043.0	149304.1582909616	284207.36520780995
201608	dailyobjects.com	356	3039718.0	704473.0	454466.0	74305.0	505783.0	90239.0	16	8	1234.0	168902.54182009367	639717.5367403292
201701	digitalspy.com	356	287519.0	136261.0	227042.0	87358.0	232307.0	89056.0	17	1	1044.0	134711.4053346442	162923.27985165303
201603	domain.com.au	356	0.0	0.0	292800.0	54060.0	306638.0	61937.0	16	3	1081.0	85979.37150022938	96693.23068640375
201610	equitymaster.com	356	794141.0	3059857.0	391596.0	1406123.0	493579.0	1781267.0	16	10	271.0	106775.60564192173	384889.3372189743
201608	financialexpress.com	356	6829547.0	1.0126392E7	2463509.0	2844367.0	2699719.0	3287163.0	16	8	6497.0	1715282.934582634	3694323.3478645794
201611	foodpanda.in	356	3289428.0	6430434.0	886061.0	641924.0	1016539.0	956015.0	16	11	2176.0	610059.9365750831	2265391.2352419742
201601	freecharge.in	356	0.0	0.0	5153964.0	4070156.0	6377638.0	5515692.0	16	1	29003.0	6209079.548772397	2.9732830516953215E7
201701	gaonconnection.com	356	319371.0	67423.0	223811.0	17379.0	234811.0	21094.0	17	1	202.0	18273.7447109041	25762.482975809206
201604	gazabpost.com	356	0.0	0.0	2815853.0	599169.0	3376775.0	754071.0	16	4	16043.0	1664183.8577773906	2726226.6010872363
201610	gionee.co.in	356	1535734.0	1004685.0	897960.0	406557.0	986906.0	442536.0	16	10	2926.0	360831.8271991235	631738.0758480636
201612	goibibo.com	356	2.6468009E7	3.7331137E7	4480512.0	3753473.0	5278987.0	5034332.0	16	12	10624.0	2834762.9463831824	1.0050218761514334E7
201701	hi5.com	356	467166.0	2878480.0	103013.0	116834.0	178650.0	244559.0	17	1	98.0	23757.51854565576	35810.449213500106
201605	hi5.com	356	552052.0	2945212.0	116801.0	146946.0	192649.0	280042.0	16	5	181.0	60919.58789608306	123312.04288448139
201610	hindimind.in	356	275966.0	124370.0	121086.0	48240.0	132048.0	52617.0	16	10	540.0	70912.92442958934	123479.97219584591
201609	hindisoch.com	356	1486816.0	609310.0	541331.0	188441.0	606685.0	216315.0	16	9	1906.0	213295.95282997895	435874.54805152596
201608	hubii.com	356	375232.0	1170.0	256770.0	475.0	267709.0	519.0	16	8	148.0	17749.336079869394	24879.08423874902
201602	independent.co.uk	356	780243.0	619569.0	615860.0	399786.0	661459.0	428135.0	16	2	5392.0	982378.0358487868	1197845.0673374892
201606	indiabullshomeloans.com	356	340267.0	165768.0	133564.0	54387.0	162526.0	65484.0	16	6	687.0	77632.54200385962	103698.10838006808
201703	indiewire.com	356	292653.0	165404.0	134235.0	69576.0	144991.0	75163.0	17	3	177.0	68532.41412076054	102039.38916105684
201607	indiewire.com	356	306083.0	212298.0	177362.0	109117.0	189895.0	116691.0	16	7	657.0	212043.17596481208	321329.300944129
201608	inquisitr.com	356	589187.0	254626.0	404974.0	173071.0	435874.0	182594.0	16	8	1570.0	252347.43112800078	302408.77633523516
201612	inshorts.com	356	567456.0	361998.0	470397.0	135549.0	500354.0	214874.0	16	12	307.0	78986.79092175052	91741.83375911179
201603	justpicsplease.com	356	0.0	0.0	211817.0	104498.0	237516.0	117420.0	16	3	558.0	71519.91257053702	133019.84363877762
201703	kathiravan.com	356	138876.0	24813.0	124456.0	6576.0	125486.0	7435.0	17	3	18.0	4935.530707584311	7784.49935437696
201608	keralamatrimony.com	356	1683510.0	1.8872359E7	112665.0	680516.0	217485.0	1320184.0	16	8	649.0	97559.12670796723	118870.19148319948
201601	khurki.net	356	0.0	0.0	125392.0	24263.0	133177.0	25139.0	16	1	1167.0	122295.28038169723	775761.0715444487
201701	krishnaporn.com	356	7672163.0	289578.0	1820063.0	89129.0	2216396.0	104549.0	17	1	3973.0	420842.896775219	1742062.6166318906
201608	kuchrangpyarkeaisebhi.com	356	253725.0	177432.0	103829.0	73061.0	121867.0	81859.0	16	8	802.0	70543.19542300508	108257.26854941621
201610	libertyshoesonline.com	356	516029.0	184526.0	137108.0	40622.0	168443.0	51941.0	16	10	144.0	25114.556269820565	139830.75709893883
201603	lybrate.com	356	0.0	0.0	1411562.0	510576.0	1599295.0	611736.0	16	3	4376.0	777977.9761220928	1755395.6251066388
201602	medindia.net	356	2915651.0	1540360.0	1295194.0	616802.0	1408436.0	672609.0	16	2	7903.0	1124894.7212882307	1749117.2534174118
201703	momjunction.com	356	6116427.0	564713.0	3824511.0	335883.0	4805993.0	386787.0	17	3	4609.0	487937.9655628074	870548.37316125
201607	momjunction.com	356	2593895.0	381966.0	1635196.0	208315.0	1964444.0	233172.0	16	7	5497.0	628362.3294742294	876095.1543294715
201702	moneycontrol.com	356	1.505351E7	2.36158441E8	1905472.0	1.3483776E7	3159211.0	2.8126084E7	17	2	10006.0	3566825.8962650816	7171268.150350763
201606	moneycontrol.com	356	1.3666288E7	2.54308355E8	1543683.0	1.3593272E7	2837717.0	3.022436E7	16	6	7880.0	2419158.0668671876	5224325.734676524
201602	mycity4kids.com	356	0.0	0.0	784393.0	222022.0	909173.0	270728.0	16	2	2875.0	350297.71754077857	516153.8769194205
201609	mydala.com	356	155872.0	206788.0	113863.0	71027.0	114133.0	78092.0	16	9	2884.0	295127.05600376544	564755.354538356
201611	newsroompost.com	356	2196419.0	583204.0	1637013.0	299061.0	1709805.0	312672.0	16	11	658.0	151351.38010121157	179974.39856963183
201612	newstracklive.com	356	5355982.0	294588.0	2703592.0	84150.0	2998095.0	95438.0	16	12	624.0	72469.55487279012	137216.5407907757
201612	pagalguy.com	356	7706759.0	1.0021625E7	498237.0	452881.0	884699.0	725101.0	16	12	3282.0	559918.527917343	1300328.6607352206
201601	paisabazaar.com	356	0.0	0.0	162591.0	204503.0	181700.0	241010.0	16	1	1056.0	156898.7411598052	315054.50979597267
201612	palpalindia.com	356	422153.0	178239.0	231938.0	38288.0	251915.0	50056.0	16	12	255.0	34928.84201283708	45823.5367492882
201703	proptiger.com	356	658632.0	776161.0	370827.0	305776.0	409228.0	351015.0	17	3	706.0	142374.4700910546	270547.0143141225
201607	proptiger.com	356	399239.0	759346.0	190947.0	240228.0	219229.0	294958.0	16	7	666.0	147746.72498229265	340116.7516563476
201607	purplle.com	356	2102415.0	1407813.0	557915.0	259148.0	668858.0	315694.0	16	7	5032.0	613094.6643564355	1739114.3488823785
201603	quackquack.in	356	0.0	0.0	114014.0	129112.0	181402.0	192347.0	16	3	679.0	101938.80709662515	479208.22852828744
201702	realmadrid.com	356	204388.0	79877.0	133095.0	35020.0	143660.0	39343.0	17	2	520.0	65225.528736333	102177.97316644383
201606	rummycircle.com	356	2.46829054E8	2.22329914E8	5648940.0	1386192.0	7330635.0	2039429.0	16	6	474.0	96528.77078411572	128190.09561652046
201701	seenit.in	356	356159.0	102044.0	130228.0	18246.0	138299.0	21324.0	17	1	360.0	50549.561696590186	96081.33821685579
201605	sheroes.in	356	470105.0	278932.0	128596.0	48615.0	158053.0	60653.0	16	5	579.0	76425.63369659547	186996.53865013953
201612	singaporeair.com	356	441106.0	903832.0	109185.0	108001.0	127601.0	148186.0	16	12	111.0	23719.79757705454	86964.31725568057
201608	squawka.com	356	235903.0	104464.0	139788.0	55534.0	179140.0	71140.0	16	8	551.0	144181.72508719537	344741.3028552119
201701	stackexchange.com	356	5223109.0	9141980.0	3545938.0	4624243.0	3906217.0	5609758.0	17	1	99.0	26162.62894501716	32643.818094163555
201605	stackexchange.com	356	3015640.0	7557199.0	2118704.0	3943580.0	2313643.0	4820763.0	16	5	17.0	4671.350832227814	5504.986807891575
201606	starsports.com	356	3442646.0	5116312.0	815677.0	1191379.0	999871.0	1503092.0	16	6	655.0	194250.74024410686	232963.22206402197
201702	telugu2u.com	356	663613.0	130474.0	119195.0	23191.0	135983.0	25705.0	17	2	225.0	28369.301689313215	120067.1841155359
201701	tennis.com	356	222866.0	117500.0	99758.0	44559.0	128961.0	59401.0	17	1	189.0	32181.888879265276	43064.48457632607
201612	tiendeo.in	356	522631.0	246220.0	249481.0	84587.0	265635.0	87964.0	16	12	725.0	98700.84232801686	178382.68419307482
201608	tollytrendz.in	356	294457.0	116029.0	211794.0	85412.0	234298.0	91473.0	16	8	723.0	120181.26368642804	144735.32280985062
201602	topyaps.com	356	0.0	0.0	2469261.0	918967.0	2650676.0	1061910.0	16	2	16694.0	1918363.6186320856	2212984.611915709
201605	tumblr.com	356	5.2401192E7	4.3942116E7	5659079.0	4382175.0	6701828.0	5089011.0	16	5	4467.0	742007.3368082158	1346878.385428559
201703	vikatan.com	356	2.1976662E7	8957432.0	7828181.0	1496625.0	9854144.0	1953563.0	17	3	5019.0	1380880.8384312438	3480610.7489052094
201607	vikatan.com	356	6906101.0	6037998.0	3140538.0	1267443.0	3702973.0	1576258.0	16	7	4393.0	1416259.4058389356	2598189.9261293295
201610	wahcricket.com	356	2934957.0	395809.0	1684472.0	241673.0	1851357.0	274975.0	16	10	1174.0	174021.81250044424	222268.86768030684
201603	wallpaperswide.com	356	3640588.0	3347082.0	522126.0	212826.0	618285.0	240912.0	16	3	2900.0	384111.10356907663	2251664.454400831
201612	weddingplz.com	356	358983.0	236304.0	148610.0	75335.0	158675.0	86468.0	16	12	599.0	84979.54777987051	155923.27172828052
201612	wholesale7.net	356	663255.0	128272.0	163910.0	20340.0	177808.0	23433.0	16	12	266.0	37969.59921044852	57169.64402881088
201603	windowscentral.com	356	566946.0	660600.0	309174.0	303924.0	356679.0	361460.0	16	3	191.0	84294.59770427649	95481.19895982358
201703	wuxiaworld.com	356	4124223.0	1650943.0	177659.0	77306.0	696283.0	222140.0	17	3	764.0	273723.42741101544	2470009.2934998665
201607	wuxiaworld.com	356	2091519.0	1278746.0	115881.0	70915.0	402266.0	202912.0	16	7	643.0	302420.86575907713	1715638.3737396172
201611	zomato.com	356	6.4884423E7	4.4319118E7	6509502.0	3903876.0	7979129.0	8751283.0	16	11	31343.0	5488051.124956578	1.406785609443811E7
201701	10times.com	356	279516.0	529994.0	123614.0	135418.0	137313.0	160419.0	17	1	339.0	63517.15856974389	96328.15404322113
201701	1mg.com	356	6580140.0	4879381.0	2338112.0	930822.0	2748508.0	1327410.0	17	1	7449.0	1350606.15068583	2538172.8573948215
201603	4shared.com	356	0.0	0.0	1691293.0	914366.0	1972868.0	1183889.0	16	3	3453.0	834621.876973035	3171884.092015653
201603	alljntuworld.in	356	0.0	0.0	91736.0	113104.0	109466.0	129237.0	16	3	859.0	131346.40817403523	229455.76244030742
201609	androidjunglee.com	356	518070.0	490870.0	330161.0	281257.0	364846.0	302215.0	16	9	1960.0	260797.2537980521	322787.89819849207
201612	apkmonk.com	356	1385604.0	618329.0	485498.0	192794.0	545489.0	217260.0	16	12	1570.0	209487.201306876	436319.777202557
201607	askmegrocery.com	356	477815.0	582787.0	89624.0	58192.0	108402.0	81389.0	16	7	374.0	102892.61803013316	500645.5479337228
201611	assamcareer.com	356	786264.0	571288.0	239659.0	138891.0	297585.0	169606.0	16	11	346.0	69706.11949643791	188250.50291434108
201602	bebee.com	356	0.0	0.0	228031.0	318205.0	282021.0	432881.0	16	2	1278.0	238081.89330060626	609764.9979706653
201701	bewakoof.com	356	6214337.0	1985231.0	741281.0	246952.0	915255.0	304871.0	17	1	2456.0	299267.61851436226	1609011.6078148007
201702	bloggerpunit.com	356	231006.0	29913.0	179792.0	23173.0	199912.0	25273.0	17	2	2152.0	166320.09862727943	209586.0661762441
201612	business-standard.com	356	232254.0	5203871.0	125520.0	2605766.0	146543.0	3129791.0	16	12	3239.0	883959.1088005174	1015403.4370740083
201610	cartoq.com	356	1.6852702E7	1472230.0	2521549.0	284310.0	2784614.0	321663.0	16	10	2490.0	350461.24152288813	1013244.0520137408
201609	cinemablend.com	356	547395.0	265940.0	318123.0	142788.0	339127.0	149304.0	16	9	1373.0	340642.3725801671	537828.6735098952
201702	cricwaves.com	356	929669.0	582531.0	424691.0	164305.0	469581.0	201314.0	17	2	148.0	21760.001501136245	34330.27789847537
201611	desidime.com	356	2503271.0	2612026.0	534494.0	386106.0	805373.0	654563.0	16	11	1779.0	581633.2287184026	1619701.4856293548
201701	dgreetings.com	356	444799.0	186365.0	256020.0	93550.0	276264.0	100173.0	17	1	1234.0	122031.09543212103	177756.5843676505
201605	dgreetings.com	356	227224.0	95834.0	106872.0	42865.0	124938.0	51167.0	16	5	834.0	86749.8761674691	126360.20210719772
201703	dhfl.com	356	949311.0	329877.0	566701.0	110507.0	711590.0	130403.0	17	3	1724.0	214377.46384360903	318344.9986263452
201609	dogspot.in	356	623071.0	370774.0	194948.0	107251.0	216952.0	117819.0	16	9	575.0	85299.48562209742	232763.6419074445
201610	earticleblog.com	356	345640.0	225505.0	188262.0	118023.0	217435.0	137886.0	16	10	699.0	99654.14937218126	144396.7234202847
201611	eduncle.com	356	225950.0	310709.0	120293.0	138676.0	128539.0	147917.0	16	11	517.0	90031.04573050092	143258.4349994896
201606	elevenia.co.id	356	350288.0	243547.0	138490.0	113995.0	152400.0	125989.0	16	6	1.0	1292.338397837943	1292.338397837943
201608	flashscore.com	356	343891.0	423409.0	92174.0	82048.0	128742.0	123682.0	16	8	255.0	40013.89580904804	83368.39111175643
201610	free-mp3download.net	356	447109.0	181525.0	227586.0	80004.0	245958.0	87642.0	16	10	3257.0	342092.90974008077	593320.2432893461
201602	freekaamaal.com	356	0.0	0.0	388273.0	911726.0	539361.0	1407869.0	16	2	3124.0	624959.7331045642	954582.7247587763
201610	fresherslive.com	356	5265386.0	3615059.0	2113451.0	1254674.0	2497947.0	1506546.0	16	10	5687.0	771275.2166225192	1716596.6364833687
201703	gcflearnfree.org	356	295042.0	742695.0	108682.0	194147.0	119785.0	210057.0	17	3	594.0	95854.00076781595	182757.5421157922
201601	gfycat.com	356	314202.0	435465.0	131790.0	113839.0	150190.0	140989.0	16	1	356.0	283172.09684165556	393148.03821194073
201606	gtasanandreas.net	356	233135.0	125442.0	124410.0	76349.0	152827.0	90950.0	16	6	1372.0	190786.62207060974	232559.9662181003
201703	gulte.com	356	1.1939373E7	5020481.0	1936686.0	588534.0	3284473.0	1062763.0	17	3	2111.0	441350.48104235315	660953.653871674
201607	gulte.com	356	7560819.0	5324699.0	776077.0	555071.0	1584811.0	990687.0	16	7	1583.0	426207.9498909299	700199.4479534792
201603	hamariweb.com	356	0.0	0.0	718326.0	992607.0	857797.0	1280559.0	16	3	4561.0	500880.3681423019	996609.4911453098
201604	healthunlocked.com	356	0.0	0.0	128273.0	71091.0	137677.0	75584.0	16	4	698.0	89734.6064245774	111390.88684690023
201604	hihonor.com	356	0.0	0.0	2449128.0	888871.0	2764010.0	1361068.0	16	4	2409.0	397903.81087772053	514950.6542627461
201609	honda2wheelersindia.com	356	1532056.0	2214768.0	449910.0	340377.0	502529.0	388909.0	16	9	2482.0	475325.10185538844	1070177.521101311
201703	ibef.org	356	218787.0	541421.0	123751.0	202934.0	137972.0	235283.0	17	3	451.0	102911.2852479387	144450.75621688736
201702	icicilombard.com	356	1432889.0	4983684.0	321773.0	587244.0	400552.0	780764.0	17	2	736.0	170352.20426790937	447800.1727414332
201606	icicilombard.com	356	1289379.0	4596473.0	279476.0	577761.0	320710.0	750537.0	16	6	954.0	224697.00170962155	812997.6514662623
201611	ideamoney.in	356	3908154.0	8825572.0	570875.0	245875.0	765799.0	495886.0	16	11	202.0	31927.09254019414	44157.63778007275
201612	ihindishayari.in	356	3622543.0	944704.0	1824835.0	474878.0	2057511.0	548052.0	16	12	8170.0	827393.9026740916	1294368.8078886042
201703	indiatvnews.com	356	424037.0	2645699.0	340133.0	830137.0	355062.0	1078329.0	17	3	1243.0	267799.54136890784	290349.53345010575
201607	indiatvnews.com	356	391014.0	5103885.0	330741.0	1456279.0	348032.0	2089612.0	16	7	1749.0	322430.53766727506	354744.757431186
201703	ixigo.com	356	3534822.0	2424841.0	1679980.0	666763.0	1835036.0	762737.0	17	3	5158.0	836847.8318629907	2013535.3296839646
201607	ixigo.com	356	4986038.0	2684823.0	2697682.0	1046461.0	2896466.0	1157466.0	16	7	13813.0	1837634.7553828445	3695013.861824319
201601	jansatta.com	356	0.0	0.0	537856.0	267422.0	690473.0	395396.0	16	1	1812.0	333369.5574121969	1106131.346376833
201603	khabarindiatv.com	356	0.0	0.0	2786503.0	1986940.0	3785368.0	3614739.0	16	3	6254.0	742688.4084474687	2537463.067896049
201701	khanacademy.org	356	1562988.0	3339338.0	561387.0	480212.0	654675.0	647770.0	17	1	2914.0	453496.521908116	865832.1538132858
201605	khanacademy.org	356	859439.0	3168947.0	240963.0	390326.0	287887.0	540750.0	16	5	2204.0	428625.2696591852	980156.8636820136
201603	latestone.com	356	0.0	0.0	1704280.0	418507.0	1882388.0	458121.0	16	3	12613.0	1359280.4333776096	3488948.1933325035
201611	mademan.com	356	136131.0	39134.0	107817.0	30140.0	110941.0	30956.0	16	11	402.0	64154.92350888307	252185.5806647061
201701	medicalnewstoday.com	356	1816062.0	548860.0	982666.0	266627.0	1046896.0	281734.0	17	1	4129.0	489128.9773916735	728351.44327418
201605	medicalnewstoday.com	356	1050872.0	537727.0	554484.0	229450.0	591075.0	242799.0	16	5	2981.0	398949.0649529069	585465.2878309094
201610	mnn.com	356	287172.0	176994.0	135869.0	69511.0	151722.0	75951.0	16	10	598.0	85477.51615541962	122098.41166612376
201612	mobikwik.com	356	294798.0	1.7849462E7	111509.0	1477993.0	112557.0	1941439.0	16	12	1059.0	323704.9532874215	448841.7274819329
201610	monsterindia.com	356	226736.0	1.0491239E7	117958.0	1616070.0	128368.0	1961048.0	16	10	478.0	69531.0789814489	82952.03037549675
201609	nameberry.com	356	388438.0	113508.0	174188.0	43239.0	187877.0	46167.0	16	9	1540.0	159981.70930639142	257930.4064312557
201701	naukrigulf.com	356	2166454.0	2727173.0	377828.0	402511.0	431244.0	470081.0	17	1	1097.0	173029.47241374667	790490.3038419427
201605	naukrigulf.com	356	1793774.0	3101554.0	293472.0	421531.0	332980.0	500224.0	16	5	1176.0	236660.80890528933	1100826.197778425
201610	nearbuy.com	356	3015149.0	4483558.0	519175.0	529997.0	679413.0	746136.0	16	10	1885.0	395841.3606154031	1511800.4855326163
201611	news18.com	356	3.2407494E7	4.2229279E7	1.2775754E7	9552061.0	1.5240631E7	1.2280228E7	16	11	15985.0	4093181.0382995945	5557113.118514082
201703	nudepicsblog.com	356	364007.0	132287.0	166882.0	65993.0	178413.0	70738.0	17	3	249.0	32886.577685957884	58363.83901632935
201611	oberoihotels.com	356	208092.0	211830.0	115771.0	48714.0	126859.0	57180.0	16	11	160.0	26334.364641564156	35837.10367779088
201611	oncars.in	356	525883.0	976600.0	313209.0	326016.0	331335.0	435987.0	16	11	538.0	92579.21479440635	125931.54227927433
201610	outlookindia.com	356	492352.0	558072.0	311833.0	177750.0	334685.0	193538.0	16	10	725.0	164100.78279241562	232565.67660585215
201610	patrika.com	356	5.9850498E7	1.0323611E7	2.3036968E7	2845114.0	2.9555419E7	3803665.0	16	10	6339.0	1004610.3664670723	1250631.3726393993
201701	pngfever.com	356	4512911.0	1593975.0	1366015.0	428638.0	1479238.0	487872.0	17	1	2333.0	246858.56357167888	457441.6344313853
201605	pngfever.com	356	477351.0	173127.0	283884.0	98134.0	304010.0	107525.0	16	5	767.0	84943.43781822707	131300.7621610588
201608	printvenue.com	356	1414227.0	2392352.0	285045.0	329120.0	331225.0	379652.0	16	8	2095.0	407944.3771163901	1371691.294852681
201605	prokerala.com	356	1.5175939E7	8902011.0	4027686.0	2392585.0	4604400.0	2583365.0	16	5	1297.0	172410.40012211204	249999.31114060702
201609	pron.tv	356	519602.0	971188.0	116682.0	201027.0	143366.0	271158.0	16	9	248.0	126426.23746303127	296868.66725476814
201703	rightlog.in	356	851490.0	150680.0	656708.0	94297.0	734592.0	108222.0	17	3	362.0	76423.2853125367	110651.67023483472
201610	ringmobi.com	356	404017.0	86817.0	184606.0	34197.0	201120.0	35263.0	16	10	80.0	13767.855397766334	23924.52307292351
201703	royalenfield.com	356	5870419.0	2158546.0	2410022.0	550996.0	2867291.0	671820.0	17	3	5676.0	820931.2896335409	2346268.2481676475
201607	royalenfield.com	356	2190636.0	1841316.0	521200.0	347541.0	653843.0	424528.0	16	7	4205.0	564605.0019041474	2182413.305377432
201610	sadhguru.org	356	1323875.0	562573.0	725559.0	234653.0	841376.0	277276.0	16	10	14.0	2855.4540340290214	3204.5480562480343
201606	sattamatkabond.net	356	1246610.0	182188.0	454161.0	70293.0	702669.0	102798.0	16	6	1022.0	72774.59992739656	96489.72700146174
201701	scoopwhoop.com	356	2.071346E7	4320253.0	1.3428701E7	2010813.0	1.6528306E7	2413724.0	17	1	16128.0	3054117.0545467543	6011752.612338698
201605	scoopwhoop.com	356	1.7919073E7	7760640.0	9698169.0	3267527.0	1.2163133E7	4342884.0	16	5	61367.0	8279628.874069359	1.900452881561885E7
201703	shiksha.com	356	5451082.0	2847394.0	2022509.0	944207.0	2321809.0	1064418.0	17	3	10348.0	1112248.724776044	3548339.0759661878
201703	shine.com	356	1.7467305E7	1.9527007E7	5197174.0	3705007.0	6395396.0	4959279.0	17	3	12634.0	2140148.024707583	2769838.022845732
201607	shine.com	356	9940026.0	2.0355807E7	2842981.0	3978990.0	3461887.0	5335959.0	16	7	11828.0	2000470.974150662	2648760.0684296363
201602	spotify.com	356	0.0	0.0	627919.0	413033.0	983556.0	601463.0	16	2	278.0	78317.67078890078	166581.63121505288
201611	subh4u.com	356	707145.0	272460.0	68832.0	26300.0	121729.0	41927.0	16	11	478.0	84852.45845852948	156795.08374349988
201610	techtimes.com	356	302877.0	240494.0	245433.0	86728.0	258851.0	93433.0	16	10	757.0	197164.18769936095	227027.0378844238
201702	thecalculatorsite.com	356	141899.0	81563.0	108419.0	63254.0	121027.0	69304.0	17	2	412.0	48895.074773807624	61519.18856440297
201703	theconstructor.org	356	517881.0	437880.0	300666.0	211976.0	372834.0	260927.0	17	3	587.0	90546.5088104591	130154.95754060998
201611	triphobo.com	356	1572332.0	1184738.0	1070571.0	287219.0	1145261.0	345776.0	16	11	1153.0	269573.14306910377	319044.13279315876
201610	trustedreviews.com	356	680134.0	554638.0	439358.0	327987.0	464058.0	343881.0	16	10	1615.0	443294.06052808854	715910.8901469109
201601	udaipurkiran.com	356	0.0	0.0	242655.0	74404.0	251826.0	76817.0	16	1	15.0	2819.362448570615	3030.4075371549493
201610	ujjawalprabhat.com	356	619021.0	131905.0	454930.0	74295.0	472478.0	83061.0	16	10	297.0	40390.27090558741	50685.35435464602
201601	velamma.com	356	0.0	0.0	166705.0	121480.0	205636.0	139149.0	16	1	1139.0	199323.82507364586	3302520.3512237077
201602	whatculture.com	356	5418488.0	3024804.0	581346.0	237369.0	766291.0	280435.0	16	2	4408.0	661776.4020217574	5824117.333310095
201602	wishafriend.com	356	447152.0	114876.0	159074.0	31826.0	189478.0	44111.0	16	2	487.0	58211.71506913206	66495.73843718976
201612	4pics1word.ws	356	1125242.0	119692.0	105489.0	9801.0	177198.0	13253.0	16	12	1008.0	97267.19232155186	535361.6123550631
201603	9gid.com	356	0.0	0.0	468205.0	93465.0	571600.0	121394.0	16	3	3622.0	339476.0986284354	1738763.481033618
201611	acchibat.in	356	268957.0	67834.0	173566.0	42419.0	184730.0	45238.0	16	11	713.0	76897.6188554083	100349.67624685756
201609	addictinggames.com	356	359043.0	888294.0	139175.0	286026.0	154936.0	319417.0	16	9	149.0	72363.46120132283	132411.54975205165
201703	airbnb.co.in	356	1834611.0	4537942.0	538225.0	763507.0	669925.0	1012082.0	17	3	935.0	397540.373126284	1543230.9017251984
201607	airbnb.co.in	356	1296045.0	3561241.0	386035.0	464442.0	479688.0	647573.0	16	7	1346.0	405802.6981996777	1275929.5278766288
201609	ajio.com	356	9550881.0	9694977.0	1551521.0	951330.0	1947328.0	1336590.0	16	9	9601.0	1227812.5452145217	4911588.989087058
201608	alamy.com	356	257985.0	414655.0	119341.0	107086.0	128815.0	121496.0	16	8	346.0	93938.0461208641	160828.65520326624
