site	country	platform	rawvisits	estimatedvisits	year	month
business.panasonic.com	474	desktop	1	88.94116438	16	6
business.panasonic.com	826	desktop	31	3669.778198	16	6
business.panasonic.com	84026	desktop	25.6	4997.628826	16	6
business.panasonic.com	84027	desktop	15	2598.107221	16	6
business.panasonic.com	28	desktop	1	246.7344069	16	6
business.panasonic.com	124	desktop	63.8	7746.52667	16	6
business.panasonic.com	156	desktop	5.6	1425.254675	16	6
business.panasonic.com	316	desktop	1.6	222.7031034	16	6
business.panasonic.com	348	desktop	7	851.2762176	16	6
business.panasonic.com	380	desktop	15	1856.988593	16	6
business.panasonic.com	604	desktop	3.6	499.2129932	16	6
business.panasonic.com	764	desktop	25	4257.787868	16	6
business.panasonic.com	84028	desktop	2	914.7841614	16	6
business.panasonic.com	84029	desktop	16.41818182	3186.362349	16	6
business.panasonic.com	158	desktop	24.2	2275.342587	16	6
business.panasonic.com	414	desktop	1	122.6845277	16	6
business.panasonic.com	638	desktop	1	82.17019447	16	6
business.panasonic.com	702	desktop	12.6	1591.179599	16	6
business.panasonic.com	84030	desktop	4	942.292031	16	6
business.panasonic.com	191	desktop	2	206.3437471	16	6
business.panasonic.com	703	desktop	5.6	1034.219732	16	6
business.panasonic.com	84031	desktop	2	330.3490141	16	6
business.panasonic.com	32	desktop	4	734.4731137	16	6
business.panasonic.com	288	desktop	1	220.5042471	16	6
business.panasonic.com	608	desktop	17.8	2909.543332	16	6
business.panasonic.com	704	desktop	10.6	1921.441843	16	6
business.panasonic.com	84032	desktop	6	1102.362795	16	6
business.panasonic.com	84033	desktop	2	261.449941	16	6
business.panasonic.com	578	desktop	1	191.7623874	16	6
business.panasonic.com	642	desktop	8	2383.445193	16	6
business.panasonic.com	84034	desktop	16.5	2325.560116	16	6
business.panasonic.com	643	desktop	117.3714286	2223.171727	16	6
business.panasonic.com	84035	desktop	3	680.2162909	16	6
business.panasonic.com	4	desktop	1	6864.312485	16	6
business.panasonic.com	36	desktop	33.4	4046.568798	16	6
business.panasonic.com	68	desktop	1	131.1705974	16	6
business.panasonic.com	100	desktop	8	966.8255366	16	6
business.panasonic.com	196	desktop	1.6	171.9446836	16	6
business.panasonic.com	356	desktop	31.2	5924.40509	16	6
business.panasonic.com	484	desktop	11.6	2368.06772	16	6
business.panasonic.com	804	desktop	42.28571429	1836.849814	16	6
business.panasonic.com	84036	desktop	70.13103448	10660.95584	16	6
business.panasonic.com	84037	desktop	19	3799.186301	16	6
business.panasonic.com	70	desktop	1	58.53183638	16	6
business.panasonic.com	710	desktop	1	273.7930945	16	6
business.panasonic.com	84038	desktop	1	255.1007786	16	6
business.panasonic.com	807	desktop	1.6	212.5950817	16	6
business.panasonic.com	999	desktop	1672.760905	236781.2088	16	6
business.panasonic.com	84039	desktop	10	2229.913357	16	6
business.panasonic.com	8	desktop	2	148.766005	16	6
business.panasonic.com	40	desktop	3	260.9831562	16	6
business.panasonic.com	136	desktop	1	314.0400451	16	6
business.panasonic.com	360	desktop	15.6	1829.07502	16	6
business.panasonic.com	392	desktop	17	3999.722452	16	6
business.panasonic.com	616	desktop	13.6	1554.641953	16	6
business.panasonic.com	840	desktop	787.7037618	128960.477	16	6
business.panasonic.com	84040	desktop	4	1070.489419	16	6
business.panasonic.com	233	desktop	3.6	350.8414878	16	6
business.panasonic.com	84041	desktop	13	1532.834882	16	6
business.panasonic.com	170	desktop	5	893.6011314	16	6
business.panasonic.com	458	desktop	12	1547.22448	16	6
business.panasonic.com	554	desktop	5	650.125777	16	6
business.panasonic.com	586	desktop	2.6	618.4894607	16	6
business.panasonic.com	682	desktop	6	776.6775856	16	6
business.panasonic.com	84010	desktop	4	700.6138049	16	6
business.panasonic.com	84042	desktop	37.5	6348.963451	16	6
business.panasonic.com	203	desktop	5	635.0826796	16	6
business.panasonic.com	12	desktop	1	70.51468896	16	6
business.panasonic.com	76	desktop	10.6	1908.773308	16	6
business.panasonic.com	268	desktop	6	969.8735384	16	6
business.panasonic.com	300	desktop	7	598.4416451	16	6
business.panasonic.com	364	desktop	2.6	330.8971254	16	6
business.panasonic.com	428	desktop	2	205.649753	16	6
business.panasonic.com	620	desktop	4	524.000624	16	6
business.panasonic.com	780	desktop	1	73.27135925	16	6
business.panasonic.com	84012	desktop	29.6	5489.5712	16	6
business.panasonic.com	84013	desktop	16	2812.989775	16	7
business.panasonic.com	84045	desktop	7	1899.568446	16	7
business.panasonic.com	398	desktop	3	121.6307689	16	7
business.panasonic.com	558	desktop	2	300.060557	16	7
business.panasonic.com	84046	desktop	2	357.3172876	16	7
business.panasonic.com	591	desktop	1	229.0477084	16	7
business.panasonic.com	84015	desktop	1	161.2001877	16	7
business.panasonic.com	84047	desktop	10	2168.58479	16	7
business.panasonic.com	112	desktop	3	176.4664465	16	7
business.panasonic.com	144	desktop	5	677.5031574	16	7
business.panasonic.com	208	desktop	2	224.105876	16	7
business.panasonic.com	368	desktop	2	215.7998161	16	7
business.panasonic.com	528	desktop	5.6	1030.899686	16	7
business.panasonic.com	688	desktop	3	313.4239174	16	7
business.panasonic.com	752	desktop	5	630.6235236	16	7
business.panasonic.com	784	desktop	3	1170.742589	16	7
business.panasonic.com	84016	desktop	6	1258.258606	16	7
business.panasonic.com	84048	desktop	42.5	8503.349976	16	7
business.panasonic.com	8401	desktop	3	881.8231296	16	7
business.panasonic.com	84017	desktop	41.2	6857.401454	16	7
business.panasonic.com	84049	desktop	11.6	1620.30964	16	7
business.panasonic.com	50	desktop	2	201.9386755	16	7
business.panasonic.com	818	desktop	2	321.174853	16	7
business.panasonic.com	8402	desktop	2	454.6357271	16	7
business.panasonic.com	84018	desktop	17	3764.410879	16	7
business.panasonic.com	84050	desktop	3	367.505142	16	7
business.panasonic.com	51	desktop	3	480.5136544	16	7
business.panasonic.com	275	desktop	1	67.12078152	16	7
business.panasonic.com	84019	desktop	4	824.32368	16	7
business.panasonic.com	84051	desktop	9	1316.948438	16	7
business.panasonic.com	276	desktop	98.8	3930.134334	16	7
business.panasonic.com	372	desktop	4	718.7019778	16	7
business.panasonic.com	404	desktop	1	328.5888257	16	7
business.panasonic.com	724	desktop	9	1643.154112	16	7
business.panasonic.com	756	desktop	17.6	2912.017797	16	7
business.panasonic.com	8404	desktop	19.8	3191.176039	16	7
business.panasonic.com	84020	desktop	3	528.6539757	16	7
business.panasonic.com	8405	desktop	5.818181818	1498.595806	16	7
business.panasonic.com	84021	desktop	3	763.2929625	16	7
business.panasonic.com	84053	desktop	19.5	2126.406333	16	7
business.panasonic.com	246	desktop	9.2	732.0385301	16	7
business.panasonic.com	470	desktop	1	114.4789833	16	7
business.panasonic.com	662	desktop	1	617.3005491	16	7
business.panasonic.com	8406	desktop	90.1	12076.32304	16	7
business.panasonic.com	84022	desktop	2	609.7509683	16	7
business.panasonic.com	84054	desktop	1	256.0707439	16	7
business.panasonic.com	84023	desktop	3	465.5050347	16	7
business.panasonic.com	84055	desktop	8.2	1368.135353	16	7
business.panasonic.com	56	desktop	8	1214.793499	16	7
business.panasonic.com	152	desktop	1	159.2558321	16	7
business.panasonic.com	344	desktop	21.2	1515.976097	16	7
business.panasonic.com	376	desktop	6	713.2560348	16	7
business.panasonic.com	440	desktop	1	161.5755486	16	7
business.panasonic.com	504	desktop	1	99.71724022	16	7
business.panasonic.com	792	desktop	10	4031.62645	16	7
business.panasonic.com	8408	desktop	9	1428.791634	16	7
business.panasonic.com	84024	desktop	22	3243.397722	16	7
business.panasonic.com	84056	desktop	1	276.7917533	16	7
business.panasonic.com	8409	desktop	2	247.9690281	16	7
business.panasonic.com	84025	desktop	29.81818182	3926.465448	16	7
business.panasonic.com	250	desktop	30	3091.103482	16	7
business.panasonic.com	410	desktop	4	354.2078416	16	7
business.panasonic.com	442	desktop	1	164.3978349	16	7
business.panasonic.com	474	desktop	2	175.4786865	16	7
business.panasonic.com	826	desktop	37.6	8061.353272	16	7
business.panasonic.com	858	desktop	3	465.3335054	16	7
business.panasonic.com	84026	desktop	18	3520.593943	16	7
business.panasonic.com	84027	desktop	18.8	3116.804857	16	7
business.panasonic.com	124	desktop	58	7236.424295	16	7
business.panasonic.com	156	desktop	3	777.9444821	16	7
business.panasonic.com	348	desktop	5	657.4984533	16	7
business.panasonic.com	380	desktop	8	813.9607644	16	7
business.panasonic.com	540	desktop	1	109.9059415	16	7
business.panasonic.com	604	desktop	2	340.3305316	16	7
business.panasonic.com	764	desktop	9.6	1138.822955	16	7
business.panasonic.com	84028	desktop	2	856.7556556	16	7
business.panasonic.com	84029	desktop	10	2147.998812	16	7
business.panasonic.com	158	desktop	25.6	2508.233936	16	7
business.panasonic.com	222	desktop	1	139.4180502	16	7
business.panasonic.com	414	desktop	1	155.7966838	16	7
business.panasonic.com	702	desktop	13.2	1590.372466	16	7
business.panasonic.com	862	desktop	4	851.5061712	16	7
business.panasonic.com	31	desktop	1	306.776619	16	7
business.panasonic.com	703	desktop	1	235.45029	16	7
business.panasonic.com	84031	desktop	2	289.3322162	16	7
business.panasonic.com	32	desktop	5.6	932.4135885	16	7
business.panasonic.com	320	desktop	2	397.6976433	16	7
business.panasonic.com	608	desktop	13	1825.185706	16	7
business.panasonic.com	704	desktop	18	3462.789771	16	7
business.panasonic.com	800	desktop	1	82.43356603	16	7
business.panasonic.com	84032	desktop	5	926.6292804	16	7
business.panasonic.com	705	desktop	2	236.8947226	16	7
business.panasonic.com	84033	desktop	5	786.0156174	16	7
business.panasonic.com	642	desktop	8.6	1455.370154	16	7
business.panasonic.com	84034	desktop	26	3781.659173	16	7
business.panasonic.com	643	desktop	104.4	2464.970735	16	7
business.panasonic.com	36	desktop	34.8	4349.791945	16	7
business.panasonic.com	100	desktop	5.6	604.2476308	16	7
business.panasonic.com	196	desktop	4	534.2986087	16	7
business.panasonic.com	356	desktop	45.4	9511.679505	16	7
business.panasonic.com	388	desktop	1	101.6441489	16	7
business.panasonic.com	484	desktop	9	1770.730608	16	7
business.panasonic.com	804	desktop	29.2	1501.205233	16	7
business.panasonic.com	84036	desktop	60.2	9375.954849	16	7
business.panasonic.com	84037	desktop	16.6	3186.448934	16	7
business.panasonic.com	422	desktop	3	353.7798787	16	7
business.panasonic.com	710	desktop	2	688.2362421	16	7
business.panasonic.com	84038	desktop	5	1143.065383	16	7
business.panasonic.com	999	desktop	1515.08558	212806.8407	16	7
business.panasonic.com	84039	desktop	19	3764.520574	16	7
business.panasonic.com	40	desktop	7	695.1896973	16	7
business.panasonic.com	104	desktop	3	228.1598102	16	7
business.panasonic.com	360	desktop	3	444.1805139	16	7
business.panasonic.com	392	desktop	15.4	2879.836626	16	7
business.panasonic.com	616	desktop	26	3359.546396	16	7
business.panasonic.com	840	desktop	658.0855799	109907.766	16	7
business.panasonic.com	84040	desktop	4	1081.955158	16	7
business.panasonic.com	233	desktop	2	203.7037698	16	7
business.panasonic.com	84041	desktop	8	905.1432722	16	7
business.panasonic.com	170	desktop	1.6	314.8538784	16	7
business.panasonic.com	458	desktop	15.2	1704.820833	16	7
business.panasonic.com	554	desktop	5	586.2940565	16	7
business.panasonic.com	586	desktop	1	193.9537624	16	7
business.panasonic.com	682	desktop	1	127.5962524	16	7
business.panasonic.com	84010	desktop	6.818181818	1463.599134	16	7
business.panasonic.com	84042	desktop	14	2671.438706	16	7
business.panasonic.com	203	desktop	1	187.2246776	16	7
business.panasonic.com	84011	desktop	4.6	412.517509	16	7
business.panasonic.com	76	desktop	15.2	3690.690048	16	7
business.panasonic.com	268	desktop	1	412.6855096	16	7
business.panasonic.com	300	desktop	12.6	1212.863471	16	7
business.panasonic.com	364	desktop	8	1353.794042	16	7
business.panasonic.com	428	desktop	2	167.0086521	16	7
business.panasonic.com	620	desktop	4	586.2406796	16	7
business.panasonic.com	780	desktop	1	49.07825391	16	7
business.panasonic.com	84012	desktop	27	4871.176133	16	7
business.panasonic.com	84044	desktop	2	350.2037595	16	7
business.panasonic.com	84013	desktop	12	2100.791128	16	8
business.panasonic.com	84045	desktop	5	1036.452585	16	8
business.panasonic.com	398	desktop	5	185.8066933	16	8
business.panasonic.com	591	desktop	1	191.0969565	16	8
business.panasonic.com	84015	desktop	5	598.7590721	16	8
business.panasonic.com	84047	desktop	13	2887.013917	16	8
business.panasonic.com	48	desktop	1	118.6953597	16	8
business.panasonic.com	112	desktop	4	254.2428038	16	8
business.panasonic.com	144	desktop	4.6	550.1386982	16	8
business.panasonic.com	208	desktop	7	818.2694747	16	8
business.panasonic.com	336	desktop	3.2	174.2421333	16	8
business.panasonic.com	368	desktop	3	300.3086136	16	8
business.panasonic.com	400	desktop	1	60.06133031	16	8
business.panasonic.com	528	desktop	13	2205.347947	16	8
business.panasonic.com	688	desktop	4	348.9851365	16	8
business.panasonic.com	752	desktop	10.6	1113.851648	16	8
business.panasonic.com	784	desktop	4	927.2382257	16	8
business.panasonic.com	84016	desktop	3	623.924314	16	8
business.panasonic.com	84048	desktop	36	6831.91744	16	8
business.panasonic.com	8401	desktop	4	1025.3384	16	8
business.panasonic.com	84017	desktop	45.2	7213.736934	16	8
business.panasonic.com	84049	desktop	4	624.2333635	16	8
business.panasonic.com	50	desktop	2	267.979825	16	8
business.panasonic.com	434	desktop	1	148.6661016	16	8
business.panasonic.com	498	desktop	2	123.9984423	16	8
business.panasonic.com	818	desktop	10.8	1123.924028	16	8
business.panasonic.com	850	desktop	1	58.4628843	16	8
business.panasonic.com	84018	desktop	7	1482.779562	16	8
business.panasonic.com	84050	desktop	2	216.1431677	16	8
business.panasonic.com	51	desktop	3	526.5928116	16	8
business.panasonic.com	84019	desktop	1	139.0930751	16	8
business.panasonic.com	84051	desktop	19.5	2652.839758	16	8
business.panasonic.com	276	desktop	69.66666667	3044.027362	16	8
business.panasonic.com	372	desktop	3	477.921433	16	8
business.panasonic.com	404	desktop	1	514.4540122	16	8
business.panasonic.com	724	desktop	4	783.0161376	16	8
business.panasonic.com	756	desktop	13.6	2015.723919	16	8
business.panasonic.com	788	desktop	1	188.2735539	16	8
business.panasonic.com	8404	desktop	21.41818182	3463.150351	16	8
business.panasonic.com	84020	desktop	6	1011.446459	16	8
business.panasonic.com	533	desktop	1	286.1333681	16	8
business.panasonic.com	8405	desktop	6.2	1470.616891	16	8
business.panasonic.com	84021	desktop	10	2561.416595	16	8
business.panasonic.com	84053	desktop	24	2866.610908	16	8
business.panasonic.com	214	desktop	1	141.8808076	16	8
business.panasonic.com	246	desktop	4	269.9508593	16	8
business.panasonic.com	470	desktop	1	118.2182853	16	8
business.panasonic.com	630	desktop	2	356.891744	16	8
business.panasonic.com	8406	desktop	131.6181818	15877.25955	16	8
business.panasonic.com	84022	desktop	7	1756.767674	16	8
business.panasonic.com	84054	desktop	2	485.3340308	16	8
business.panasonic.com	84023	desktop	2	391.8921896	16	8
business.panasonic.com	84055	desktop	11.6	1906.786032	16	8
business.panasonic.com	24	desktop	1	463.3524388	16	8
business.panasonic.com	56	desktop	5.6	846.9993615	16	8
business.panasonic.com	152	desktop	2	323.3998133	16	8
business.panasonic.com	344	desktop	4	326.0078961	16	8
business.panasonic.com	376	desktop	12.2	1433.826283	16	8
business.panasonic.com	600	desktop	3	282.5138555	16	8
business.panasonic.com	760	desktop	1	465.3781282	16	8
business.panasonic.com	792	desktop	6	2266.063478	16	8
business.panasonic.com	8408	desktop	5	688.4451765	16	8
business.panasonic.com	84024	desktop	12	2016.809482	16	8
business.panasonic.com	84056	desktop	1	261.6001701	16	8
business.panasonic.com	8409	desktop	5	855.4467533	16	8
business.panasonic.com	84025	desktop	12.6	1623.723441	16	8
business.panasonic.com	218	desktop	4.6	901.248885	16	8
business.panasonic.com	250	desktop	18.6	1984.500616	16	8
business.panasonic.com	410	desktop	1	77.34320124	16	8
business.panasonic.com	826	desktop	45.4	12842.72819	16	8
business.panasonic.com	858	desktop	2	302.7464316	16	8
business.panasonic.com	84026	desktop	23.6	4350.263011	16	8
business.panasonic.com	84027	desktop	13	2187.132034	16	8
business.panasonic.com	124	desktop	56	6772.796767	16	8
business.panasonic.com	156	desktop	5	767.7632983	16	8
business.panasonic.com	188	desktop	2	274.9244489	16	8
business.panasonic.com	348	desktop	9.6	1330.355731	16	8
business.panasonic.com	380	desktop	11	995.1059747	16	8
business.panasonic.com	604	desktop	4	720.5246049	16	8
business.panasonic.com	764	desktop	10.6	1376.93268	16	8
business.panasonic.com	860	desktop	1	85.51750703	16	8
business.panasonic.com	84028	desktop	2	732.3591208	16	8
business.panasonic.com	84029	desktop	16.6	3080.780017	16	8
business.panasonic.com	158	desktop	13.6	1421.617644	16	8
business.panasonic.com	414	desktop	2	249.744619	16	8
business.panasonic.com	702	desktop	11	1355.193619	16	8
business.panasonic.com	862	desktop	2.6	576.658513	16	8
business.panasonic.com	894	desktop	1	193.3806061	16	8
business.panasonic.com	84030	desktop	1	184.6017857	16	8
business.panasonic.com	191	desktop	6	564.6567909	16	8
business.panasonic.com	703	desktop	4	759.8289213	16	8
business.panasonic.com	84031	desktop	1	125.3775767	16	8
business.panasonic.com	32	desktop	2	298.7828255	16	8
business.panasonic.com	96	desktop	1	121.333923	16	8
business.panasonic.com	320	desktop	1	157.5430826	16	8
business.panasonic.com	352	desktop	2	255.5669315	16	8
business.panasonic.com	608	desktop	3	408.9725237	16	8
business.panasonic.com	704	desktop	18.6	3826.987748	16	8
business.panasonic.com	84032	desktop	4	627.699911	16	8
business.panasonic.com	705	desktop	3	302.3519635	16	8
business.panasonic.com	84033	desktop	1	114.7186556	16	8
business.panasonic.com	578	desktop	1	114.8055614	16	8
business.panasonic.com	642	desktop	16	2938.297504	16	8
business.panasonic.com	84034	desktop	18.6	2960.944619	16	8
business.panasonic.com	643	desktop	110.8	2591.851181	16	8
business.panasonic.com	84035	desktop	2	370.3204238	16	8
business.panasonic.com	36	desktop	43	5064.322825	16	8
business.panasonic.com	100	desktop	5	486.6612242	16	8
business.panasonic.com	196	desktop	1	126.3000146	16	8
business.panasonic.com	356	desktop	47.6	11706.97791	16	8
business.panasonic.com	388	desktop	1	115.2713342	16	8
business.panasonic.com	484	desktop	16	3239.633659	16	8
business.panasonic.com	580	desktop	1	57.4586076	16	8
business.panasonic.com	804	desktop	37.08571429	1845.910228	16	8
business.panasonic.com	84036	desktop	65.1	10567.17814	16	8
business.panasonic.com	84037	desktop	21	3815.319961	16	8
business.panasonic.com	422	desktop	2	765.4441713	16	8
business.panasonic.com	710	desktop	6	1968.29513	16	8
business.panasonic.com	84038	desktop	1	245.8263179	16	8
business.panasonic.com	807	desktop	1	50.41771395	16	8
business.panasonic.com	999	desktop	1637.006926	235450.3465	16	8
business.panasonic.com	84039	desktop	14.6	2887.5818	16	8
business.panasonic.com	40	desktop	8.6	967.8122494	16	8
business.panasonic.com	360	desktop	22	2678.830316	16	8
business.panasonic.com	392	desktop	18	3539.95416	16	8
business.panasonic.com	616	desktop	15	1919.435836	16	8
business.panasonic.com	840	desktop	724.0545455	116828.1835	16	8
business.panasonic.com	84040	desktop	4	1021.735553	16	8
business.panasonic.com	233	desktop	6	600.5272985	16	8
business.panasonic.com	84041	desktop	10.6	1185.407512	16	8
business.panasonic.com	170	desktop	6	1343.360206	16	8
business.panasonic.com	458	desktop	13	1487.008708	16	8
business.panasonic.com	554	desktop	8.8	1077.764395	16	8
business.panasonic.com	586	desktop	6	1052.450154	16	8
business.panasonic.com	682	desktop	8.6	1355.976864	16	8
business.panasonic.com	84010	desktop	18.5	3269.808301	16	8
business.panasonic.com	84042	desktop	37.2	6583.171887	16	8
business.panasonic.com	203	desktop	4	577.6783461	16	8
business.panasonic.com	84011	desktop	3	221.8292657	16	8
business.panasonic.com	12	desktop	3	316.4299769	16	8
business.panasonic.com	76	desktop	16	3902.185122	16	8
business.panasonic.com	268	desktop	1	286.9586845	16	8
business.panasonic.com	300	desktop	15.6	1601.938307	16	8
business.panasonic.com	364	desktop	4	586.6742108	16	8
business.panasonic.com	428	desktop	4	233.4413362	16	8
business.panasonic.com	620	desktop	6	995.0398166	16	8
business.panasonic.com	84012	desktop	42.2	6984.640391	16	8
business.panasonic.com	84044	desktop	4	641.1588409	16	8
business.panasonic.com	84013	desktop	16	2997.276596	16	9
business.panasonic.com	84045	desktop	5	1154.141918	16	9
business.panasonic.com	398	desktop	11.6	379.9175281	16	9
business.panasonic.com	558	desktop	1	140.3797834	16	9
business.panasonic.com	84046	desktop	1	232.5451866	16	9
business.panasonic.com	84015	desktop	1.6	218.7679123	16	9
business.panasonic.com	84047	desktop	9.931034483	2297.069559	16	9
business.panasonic.com	48	desktop	1	129.1559626	16	9
business.panasonic.com	112	desktop	3	164.1993176	16	9
business.panasonic.com	144	desktop	2	153.4518344	16	9
business.panasonic.com	208	desktop	2	325.9742995	16	9
business.panasonic.com	368	desktop	2	235.3402168	16	9
business.panasonic.com	496	desktop	2.6	435.2388169	16	9
business.panasonic.com	528	desktop	22	3347.381632	16	9
business.panasonic.com	688	desktop	3	309.8123522	16	9
business.panasonic.com	752	desktop	8.6	1049.588723	16	9
business.panasonic.com	784	desktop	8	1584.243019	16	9
business.panasonic.com	84048	desktop	33	6467.548837	16	9
business.panasonic.com	8401	desktop	8	2218.166202	16	9
business.panasonic.com	84017	desktop	39.6	6206.533453	16	9
business.panasonic.com	84049	desktop	5	679.3314374	16	9
business.panasonic.com	50	desktop	5	216.2009886	16	9
business.panasonic.com	498	desktop	4	204.6060692	16	9
business.panasonic.com	818	desktop	5	430.3022468	16	9
business.panasonic.com	8402	desktop	1	235.3245557	16	9
business.panasonic.com	84018	desktop	6	1257.80111	16	9
business.panasonic.com	84050	desktop	2	256.0448365	16	9
business.panasonic.com	275	desktop	1	106.3804848	16	9
business.panasonic.com	84019	desktop	4.5	655.350735	16	9
business.panasonic.com	84051	desktop	20.6	3306.473537	16	9
business.panasonic.com	116	desktop	1	104.3229692	16	9
business.panasonic.com	276	desktop	56.2	3670.270247	16	9
business.panasonic.com	372	desktop	3	414.5856976	16	9
business.panasonic.com	404	desktop	2	100.3014417	16	9
business.panasonic.com	724	desktop	9.6	1335.884801	16	9
business.panasonic.com	756	desktop	11.88571429	1600.043122	16	9
business.panasonic.com	788	desktop	7	1295.425679	16	9
business.panasonic.com	8404	desktop	29.41818182	4668.176273	16	9
business.panasonic.com	84020	desktop	10	1563.43167	16	9
business.panasonic.com	8405	desktop	2	601.6868084	16	9
business.panasonic.com	84021	desktop	10	2284.1976	16	9
business.panasonic.com	84053	desktop	16	2174.381087	16	9
business.panasonic.com	214	desktop	4	733.0578783	16	9
business.panasonic.com	246	desktop	7	467.8175055	16	9
business.panasonic.com	566	desktop	1	65.25886504	16	9
business.panasonic.com	630	desktop	1	195.8102852	16	9
business.panasonic.com	854	desktop	1	323.6370806	16	9
business.panasonic.com	8406	desktop	134.5	16410.99212	16	9
business.panasonic.com	84022	desktop	2	441.8047587	16	9
business.panasonic.com	84054	desktop	1	255.6653886	16	9
business.panasonic.com	84023	desktop	2	286.6424683	16	9
business.panasonic.com	84055	desktop	11.6	1713.334927	16	9
business.panasonic.com	56	desktop	6	789.8621352	16	9
business.panasonic.com	120	desktop	1	32.22443793	16	9
business.panasonic.com	152	desktop	4.6	746.4563701	16	9
business.panasonic.com	344	desktop	8	762.4530847	16	9
business.panasonic.com	376	desktop	6	650.2151528	16	9
business.panasonic.com	440	desktop	1	121.0748357	16	9
business.panasonic.com	792	desktop	6.6	2051.801301	16	9
business.panasonic.com	8408	desktop	17.81818182	2720.059194	16	9
business.panasonic.com	84024	desktop	16.01818182	2555.440523	16	9
business.panasonic.com	8409	desktop	11.6	1785.492705	16	9
business.panasonic.com	84025	desktop	13	1657.688333	16	9
business.panasonic.com	250	desktop	36.28571429	3483.480264	16	9
business.panasonic.com	410	desktop	3	399.6188697	16	9
business.panasonic.com	826	desktop	20.6	3139.850893	16	9
business.panasonic.com	858	desktop	3	434.929578	16	9
business.panasonic.com	84026	desktop	16.6	3022.29431	16	9
business.panasonic.com	84027	desktop	12.6	1904.396081	16	9
business.panasonic.com	124	desktop	59	6118.551594	16	9
business.panasonic.com	156	desktop	7.2	1187.652161	16	9
business.panasonic.com	348	desktop	4	583.3719275	16	9
business.panasonic.com	380	desktop	20.1	2294.070945	16	9
business.panasonic.com	604	desktop	4	673.4885601	16	9
business.panasonic.com	764	desktop	11.6	1762.095603	16	9
business.panasonic.com	84028	desktop	3	1156.61408	16	9
business.panasonic.com	84029	desktop	14.6	2900.669492	16	9
business.panasonic.com	158	desktop	10	1059.580428	16	9
business.panasonic.com	702	desktop	6	676.3640862	16	9
business.panasonic.com	862	desktop	1	208.6368005	16	9
business.panasonic.com	84030	desktop	4.6	963.5614773	16	9
business.panasonic.com	191	desktop	3	273.4968707	16	9
business.panasonic.com	703	desktop	1	202.1068018	16	9
business.panasonic.com	84031	desktop	2	317.8007581	16	9
business.panasonic.com	32	desktop	5	888.9017511	16	9
business.panasonic.com	192	desktop	1	49.94841506	16	9
business.panasonic.com	288	desktop	1	73.0057476	16	9
business.panasonic.com	320	desktop	1	86.85887707	16	9
business.panasonic.com	352	desktop	1	192.5656767	16	9
business.panasonic.com	480	desktop	1	85.84739737	16	9
business.panasonic.com	512	desktop	1	120.3074223	16	9
business.panasonic.com	608	desktop	16	2438.4579	16	9
business.panasonic.com	704	desktop	17	3088.079519	16	9
business.panasonic.com	84032	desktop	3	439.5793745	16	9
business.panasonic.com	417	desktop	1	31.46752884	16	9
business.panasonic.com	705	desktop	5	520.3360209	16	9
business.panasonic.com	258	desktop	1	76.11630834	16	9
business.panasonic.com	450	desktop	1	34.57217787	16	9
business.panasonic.com	578	desktop	4	505.1923755	16	9
business.panasonic.com	642	desktop	8	1457.421059	16	9
business.panasonic.com	834	desktop	2	109.0694456	16	9
business.panasonic.com	84034	desktop	26.5	3989.194894	16	9
business.panasonic.com	643	desktop	136.7714286	2805.624908	16	9
business.panasonic.com	84035	desktop	1	227.0022871	16	9
business.panasonic.com	4	desktop	1	112.8550859	16	9
business.panasonic.com	36	desktop	33	3778.48667	16	9
business.panasonic.com	100	desktop	4.6	490.6470079	16	9
business.panasonic.com	196	desktop	1	90.15762667	16	9
business.panasonic.com	356	desktop	39.7	5325.703212	16	9
business.panasonic.com	484	desktop	8	1444.618126	16	9
business.panasonic.com	740	desktop	1	99.64776967	16	9
business.panasonic.com	804	desktop	20.6	749.4982325	16	9
business.panasonic.com	84036	desktop	44	6831.925239	16	9
business.panasonic.com	84037	desktop	16	2794.745721	16	9
business.panasonic.com	710	desktop	4	798.6999331	16	9
business.panasonic.com	84038	desktop	3	672.4738516	16	9
business.panasonic.com	999	desktop	1599.937662	206649.6739	16	9
business.panasonic.com	84039	desktop	21	3785.640455	16	9
business.panasonic.com	40	desktop	6	491.9631648	16	9
business.panasonic.com	104	desktop	2	21.53359283	16	9
business.panasonic.com	360	desktop	26.6	1368.432666	16	9
business.panasonic.com	392	desktop	22.88571429	4343.130727	16	9
business.panasonic.com	616	desktop	26	3177.307281	16	9
business.panasonic.com	840	desktop	708.3090909	112931.5431	16	9
business.panasonic.com	84040	desktop	11.43103448	2654.792253	16	9
business.panasonic.com	233	desktop	4	305.6820109	16	9
business.panasonic.com	84041	desktop	12	1297.188244	16	9
business.panasonic.com	170	desktop	6.6	1338.53922	16	9
business.panasonic.com	458	desktop	18	1617.489576	16	9
business.panasonic.com	554	desktop	5.6	609.0047004	16	9
business.panasonic.com	586	desktop	4	560.1179407	16	9
business.panasonic.com	682	desktop	3	673.6627256	16	9
business.panasonic.com	84010	desktop	16.43103448	2572.757019	16	9
business.panasonic.com	84042	desktop	33.5	5653.790081	16	9
business.panasonic.com	203	desktop	4.6	659.3768985	16	9
business.panasonic.com	84011	desktop	3	231.0352249	16	9
business.panasonic.com	12	desktop	1	76.05389443	16	9
business.panasonic.com	76	desktop	11	2140.920733	16	9
