popularpages.site	popularpages.country	popularpages.refpath	popularpages.pages	popularpages.user	popularpages.year	popularpages.month	popularpages.day	popularpages.device
grail.bz*	392	["grail.bz/z/index_pc.aspx?sort=new&ts=20150619030000&count=32&guid=on"]	["grail.bz/z/index_pc.aspx?sort=new&ts=20150619030000&count=32&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83o%83b%83O%3e&cno=7&ad=1177&sort=new&ts=20170504000000&count=32&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504000000&count=32&guid=on&page=2&key=%83o%83b%83O%3e&cno=7&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=yt148&key=%83o%83b%83O%3e&img=yt148_u.jpg&cno=7&sort=new&ts=20170504000000&count=32&guid=on"]	NeIBlEgWbZUdN01	17	5	3	Desktop
grail.bz*	392	["grail.bz/z/index_pc.aspx?sort=new&ts=20170503200000&count=30&guid=on"]	["grail.bz/z/index_pc.aspx?sort=new&ts=20170503200000&count=30&guid=on","grail.bz/z/cont/specialfree/rank/rank_pc.aspx?key=NEW%3e&ad=1200&sort=new&ts=20170503200000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83Z%83b%83g%83A%83C%83e%83%80&cno=13&ad=1415&sort=new&ts=20170503200000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83Z%83b%83g%83A%83C%83e%83%80&cno=13&ad=1415&sort=new&ts=20170503200000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83g%83b%83v%83X%3e%83%60%83%85%83j%83b%83N&cno=3&ad=1142&sort=new&ts=20170503200000&count=30&guid=on"]	PaXbkK9th7Jb7MZ	17	5	3	Desktop
grail.bz*	840	["grail.bz/z/index_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on"]	["grail.bz/z/index_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83_%83%8c%83m%83K%83%8c%96%be%94%fc&sort=new&ts=20170504200000&count=30&guid=on"]	8j6VUgSbNv1WCMh	17	5	4	Desktop
grail.bz*	392	["grail.bz/z/index_pc.aspx?guid=on"]	["grail.bz/z/index_pc.aspx?guid=on","grail.bz/z/cont/item_pc.aspx?id=k4096i&key=%83g%83b%83v%83X%3e%83V%83%83%83c&img=k4096i_v12.jpg&cno=1&sort=new&ts=20170504180000&count=30&guid=on","grail.bz/z/index_pc.aspx?guid=on","grail.bz/z/cont/search_pc.aspx?key=NEW%3e&sort=new&ts=20170504180000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504180000&count=30&guid=on&page=2&key=NEW%3e&cno=1&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504180000&count=30&guid=on&page=3&key=NEW%3e&cno=1&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=dk332&key=NEW%3e&img=dk332_v12.jpg&cno=1&sort=new&ts=20170504180000&count=30&guid=on"]	mewaESZiZFuRPOU	17	5	4	Desktop
grail.bz*	392	["grail.bz/z/index_pc.aspx?sort=new&ts=20170505030000&count=30&guid=on"]	["grail.bz/z/index_pc.aspx?sort=new&ts=20170505030000&count=30&guid=on","grail.bz/z/mypage/login_pc.aspx?sort=new&ts=20170505030000&count=30&guid=on","grail.bz/z/mypage/index_pc.aspx?sort=new&ts=20170505030000&count=30&guid=on","grail.bz/z/mypage/introduce_pc.aspx?sort=new&ts=20170505030000&count=30&guid=on"]	iageph9a39a9er7k56mdn5sg70j	17	5	4	Desktop
grail.bz*	392	["grail.bz/z/index_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on"]	["grail.bz/z/index_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83g%83b%83v%83X%3e%83V%83%83%83c&cno=3&ad=1141&sort=new&ts=20170504200000&count=30&guid=on","grail.bz/z/cont/item_pc.aspx?id=tw573&key=%83g%83b%83v%83X%3e%83V%83%83%83c&img=tw573_u.jpg&cno=3&sort=new&ts=20170504200000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83g%83b%83v%83X%3e%83V%83%83%83c&cno=3&ad=1141&sort=new&ts=20170504200000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on&page=2&key=%83g%83b%83v%83X%3e%83V%83%83%83c&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on&page=3&key=%83g%83b%83v%83X%3e%83V%83%83%83c&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on&page=4&key=%83g%83b%83v%83X%3e%83V%83%83%83c&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=dh553&key=%83g%83b%83v%83X%3e%83V%83%83%83c&img=dh553_u.jpg&cno=3&sort=new&ts=20170504200000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on&page=4&key=%83g%83b%83v%83X%3e%83V%83%83%83c&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on&page=5&key=%83g%83b%83v%83X%3e%83V%83%83%83c&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on&page=6&key=%83g%83b%83v%83X%3e%83V%83%83%83c&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on&page=7&key=%83g%83b%83v%83X%3e%83V%83%83%83c&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on&page=8&key=%83g%83b%83v%83X%3e%83V%83%83%83c&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=dk304&key=%83g%83b%83v%83X%3e%83V%83%83%83c&img=dk304_u.jpg&cno=3&sort=new&ts=20170504200000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on&page=8&key=%83g%83b%83v%83X%3e%83V%83%83%83c&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?key=%97%81%88%df%3e&cno=12&ad=1197&sort=new&ts=20170504200000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170504200000&count=30&guid=on&page=2&key=%97%81%88%df%3e&cno=12&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?key=OUTLET%3e&cno=14&ad=2476&sort=new&ts=20170504200000&count=30&guid=on"]	fbVfFSWY48kkFYV	17	5	4	Desktop
grail.bz*	392	["grail.bz/z/index_pc.aspx?sort=new&ts=20170505020000&count=30&guid=on"]	["grail.bz/z/index_pc.aspx?sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83%7b%83g%83%80%83X%3e&cno=5&ad=1165&sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83%8f%83%93%83s%81%5b%83X%3e&cno=2&ad=1157&sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&cno=5&ad=1168&sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/item_pc.aspx?id=tg181&key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&img=tg181_u.jpg&cno=5&sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&cno=5&ad=1168&sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/item_pc.aspx?id=k4059i&key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&img=k4059i_v12.jpg&cno=5&sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&cno=5&ad=1168&sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/item_pc.aspx?id=k4180i&key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&img=k4180i_u.jpg&cno=5&sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505020000&count=30&guid=on&page=2&key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&cno=5&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=tw630&key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&img=tw630_u.jpg&cno=5&sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505020000&count=30&guid=on&page=2&key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&cno=5&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=k4181i&key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&img=k4181i_u.jpg&cno=5&sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505020000&count=30&guid=on&page=2&key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&cno=5&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=ku045&key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&img=ku045_u.jpg&cno=5&sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505020000&count=30&guid=on&page=3&key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&cno=5&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=ku047&key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&img=ku047_u.jpg&cno=5&sort=new&ts=20170505020000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505020000&count=30&guid=on&page=3&key=%83%7b%83g%83%80%83X%3e%83X%83J%81%5b%83g&cno=5&price1=1&price2=20000&col=&mado_word="]	tqWOEjTSSKijbPh	17	5	4	Desktop
grail.bz*	392	["grail.bz/z/index_pc.aspx?sort=new&ts=20150814210000&count=32&guid=on"]	["grail.bz/z/index_pc.aspx?sort=new&ts=20150814210000&count=32&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83g%83b%83v%83X%3e&cno=3&ad=1139&sort=new&ts=20170504210000&count=32&guid=on","grail.bz/z/cont/search_pc.aspx?page=1&key=%83g%83b%83v%83X%3e&cno=3&price1=1&price2=20000&col=&sort=new&style=item&count=32&ts=20170504210000&search_window=&h_search_flg=&mado_word=","grail.bz/z/cont/search_pc.aspx?count=90&page=1&key=%83g%83b%83v%83X%3e&cno=3&price1=1&price2=20000&col=&sort=new&style=item&ts=20170504210000&search_window=&h_search_flg=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&style=item&ts=20170504210000&count=90&guid=on&page=2&key=%83g%83b%83v%83X%3e&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&style=item&ts=20170504210000&count=90&guid=on&page=3&key=%83g%83b%83v%83X%3e&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&style=item&ts=20170504210000&count=90&guid=on&page=4&key=%83g%83b%83v%83X%3e&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&style=item&ts=20170504210000&count=90&guid=on&page=5&key=%83g%83b%83v%83X%3e&cno=3&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?key=%83A%83E%83%5e%81%5b%3e&cno=11&ad=1409&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83%8f%83%93%83s%81%5b%83X%3e&cno=2&ad=1157&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83%7b%83g%83%80%83X%3e&cno=5&ad=1165&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/item_pc.aspx?id=k4247i&key=%83%7b%83g%83%80%83X%3e&img=k4247i_u.jpg&cno=5&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83%7b%83g%83%80%83X%3e&cno=5&ad=1165&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/item_pc.aspx?id=ex70&key=%83%7b%83g%83%80%83X%3e&img=ex70_u.jpg&cno=5&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83%7b%83g%83%80%83X%3e&cno=5&ad=1165&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/item_pc.aspx?id=k4167i&key=%83%7b%83g%83%80%83X%3e&img=k4167i_u.jpg&cno=5&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83%7b%83g%83%80%83X%3e&cno=5&ad=1165&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&style=item&ts=20170504210000&count=90&guid=on&page=2&key=%83%7b%83g%83%80%83X%3e&cno=5&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?key=%83V%83%85%81%5b%83Y%3e&cno=4&ad=1170&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/item_pc.aspx?id=gd867&key=%83V%83%85%81%5b%83Y%3e&img=gd867_u.jpg&cno=4&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83V%83%85%81%5b%83Y%3e&cno=4&ad=1170&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83o%83b%83O%3e&cno=7&ad=1177&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/item_pc.aspx?id=yt223&key=%83o%83b%83O%3e&img=yt223_u.jpg&cno=7&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83o%83b%83O%3e&cno=7&ad=1177&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/item_pc.aspx?id=yt137k&key=%83o%83b%83O%3e&img=yt137k_u.jpg&cno=7&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83o%83b%83O%3e&cno=7&ad=1177&sort=new&style=item&ts=20170504210000&count=90&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83A%83N%83Z%83T%83%8a%81%5b%3e&cno=8&ad=1182&sort=new&style=item&ts=20170504210000&count=90&guid=on"]	3rLw0GuFAiDFObA	17	5	4	Desktop
grail.bz*	392	["grail.bz/z/cont/item_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&id=cb1095&img=cb1095_v12.jpg"]	["grail.bz/z/cont/item_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&id=cb1095&img=cb1095_v12.jpg","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&key=%83g%83b%83v%83X%3e&cno=1","grail.bz/z/cont/item_pc.aspx?id=fo397&key=%83g%83b%83v%83X%3e&img=fo397_u.jpg&cno=3&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/index_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=NEW%3e&cno=100&ad=1134&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/item_pc.aspx?id=k4139i&key=NEW%3e&img=k4139i_v12.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/index_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=NEW%3e&cno=100&ad=1134&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=2&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=3&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=k4177i&key=NEW%3e&img=k4177i_u.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=3&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=tw625&key=NEW%3e&img=tw625_u.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=3&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=tw633&key=NEW%3e&img=tw633_u.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=3&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=4&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=rt13g&key=NEW%3e&img=rt13g_u.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=4&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=ku022&key=NEW%3e&img=ku022_v12.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=4&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=zr364&key=NEW%3e&img=zr364_u.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=4&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=tw631&key=NEW%3e&img=tw631_v12.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=4&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=tg219&key=NEW%3e&img=tg219_u.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=4&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=5&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=yt239&key=NEW%3e&img=yt239_u.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=5&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=snk441&key=NEW%3e&img=snk441_v12.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=5&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=fo179a&key=NEW%3e&img=fo179a_u.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=5&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=tw606&key=NEW%3e&img=tw606_u.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=6&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=dh540&key=NEW%3e&img=dh540_u.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=6&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=7&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=8&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=dk265&key=NEW%3e&img=dk265_v12.jpg&cno=100&sort=new&ts=20170505000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170505000000&count=30&guid=on&page=8&key=NEW%3e&cno=100&price1=1&price2=20000&col=&mado_word="]	n5l8okp81gl5f3j4qga64it6a7l	17	5	4	Desktop
grail.bz*	392	["grail.bz/z/cont/guide_pc.aspx?sort=new&ts=20170414100000&count=16&guid=on"]	["grail.bz/z/cont/guide_pc.aspx?sort=new&ts=20170414100000&count=16&guid=on","grail.bz/z/index_pc.aspx?sort=new&ts=20170505050000&count=16&guid=on"]	31772208958114	17	5	4	Desktop
grail.bz*	392	["grail.bz/z/index_pc.aspx?sort=new&ts=20170505140000&count=30&guid=on"]	["grail.bz/z/index_pc.aspx?sort=new&ts=20170505140000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=NEW%3e&cno=100&ad=1134&sort=new&ts=20170505140000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%90%85%92%85&search_window=yes&sort=new&style=&count=30&ts=20170505140000&x=13&y=5","grail.bz/z/cont/search_pc.aspx?key=NEW%3e&cno=100&ad=1134&sort=new&ts=20170505140000&count=30&guid=on"]	7qT2GEa0b1JZdIP	17	5	4	Desktop
grail.bz*	392	["grail.bz/z/index_pc.aspx?sort=new&ts=20150814210000&count=32&guid=on"]	["grail.bz/z/index_pc.aspx?sort=new&ts=20150814210000&count=32&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83V%83%85%81%5b%83Y%3e&cno=4&ad=1170&sort=new&ts=20170506010000&count=32&guid=on","grail.bz/z/cont/search_pc.aspx?count=90&page=1&key=%83V%83%85%81%5b%83Y%3e&cno=4&price1=1&price2=20000&col=&sort=new&style=&ts=20170506010000&search_window=&h_search_flg=&mado_word=","grail.bz/z/cont/search_pc.aspx?page=1&key=%83V%83%85%81%5b%83Y%3e&cno=4&price1=1&price2=20000&col=&sort=new&style=item&count=90&ts=20170506010000&search_window=&h_search_flg=&mado_word=","grail.bz/z/cont/search_pc.aspx?key=%83V%83%85%81%5b%83Y%3e%83p%83%93%83v%83X&col=&cno=4&sort=new&style=item&ts=20170506010000&count=90&guid=on"]	3rLw0GuFAiDFObA	17	5	5	Desktop
grail.bz*	392	["grail.bz/z/index_pc.aspx?sort=new&ts=20170506030000&count=30&guid=on"]	["grail.bz/z/index_pc.aspx?sort=new&ts=20170506030000&count=30&guid=on","grail.bz/z/cont/item_pc.aspx?id=ze15a&key=%83g%83b%83v%83X%3e%83V%83%83%83c&img=ze15a_v12.jpg&cno=1&sort=new&ts=20170506030000&count=30&guid=on","grail.bz/z/index_pc.aspx?sort=new&ts=20170506030000&count=30&guid=on","grail.bz/z/cont/specialfree/rank/rank_pc.aspx?key=NEW%3e&ad=1201&sort=new&ts=20170506030000&count=30&guid=on","grail.bz/z/cont/item_pc.aspx?id=fo278&key=NEW%3e&img=fo278_v12.jpg&cno=1&sort=new&ts=20170506030000&count=30&guid=on","grail.bz/z/cont/specialfree/rank/rank_pc.aspx?key=NEW%3e&ad=1201&sort=new&ts=20170506030000&count=30&guid=on","grail.bz/z/cont/item_pc.aspx?id=fo278&key=NEW%3e&img=fo278_v12.jpg&cno=1&sort=new&ts=20170506030000&count=30&guid=on","grail.bz/z/cont/specialfree/rank/rank_pc.aspx?key=NEW%3e&ad=1201&sort=new&ts=20170506030000&count=30&guid=on"]	tiaf4klka38dp3473b2pp2rdgnk	17	5	5	Desktop
grail.bz*	392	["grail.bz/z/index_pc.aspx?sort=new&ts=20170505190000&count=30&guid=on"]	["grail.bz/z/index_pc.aspx?sort=new&ts=20170505190000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83%8f%83%93%83s%81%5b%83X%3e&cno=2&ad=1157&sort=new&ts=20170505190000&count=30&guid=on"]	O2UBhE2BB6wikXR	17	5	5	Desktop
grail.bz*	392	["grail.bz/z/index_pc.aspx?sort=new&ts=20170506000000&count=30&guid=on"]	["grail.bz/z/index_pc.aspx?sort=new&ts=20170506000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83V%83%85%81%5b%83Y%3e%83T%83%93%83_%83%8b&cno=4&ad=1174&sort=new&ts=20170506000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83V%83%85%81%5b%83Y%3e%83T%83%93%83_%83%8b&cno=4&ad=1174&sort=new&ts=20170506000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83V%83%85%81%5b%83Y%3e%83T%83%93%83_%83%8b&cno=4&ad=1174&sort=new&ts=20170506000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?key=%83V%83%85%81%5b%83Y%3e%83T%83%93%83_%83%8b&cno=4&ad=1174&sort=new&ts=20170506000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170506000000&count=30&guid=on&page=2&key=%83V%83%85%81%5b%83Y%3e%83T%83%93%83_%83%8b&cno=4&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/item_pc.aspx?id=zr353h&key=%83V%83%85%81%5b%83Y%3e%83T%83%93%83_%83%8b&img=zr353h_u.jpg&cno=4&sort=new&ts=20170506000000&count=30&guid=on","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170506000000&count=30&guid=on&page=3&key=%83V%83%85%81%5b%83Y%3e%83T%83%93%83_%83%8b&cno=4&price1=1&price2=20000&col=&mado_word=","grail.bz/z/cont/search_pc.aspx?sort=new&ts=20170506000000&count=30&guid=on&page=4&key=%83V%83%85%81%5b%83Y%3e%83T%83%93%83_%83%8b&cno=4&price1=1&price2=20000&col=&mado_word="]	8d5PbLrFcMPyD8j	17	5	5	Desktop
